Feature,Importance (MDI),Std,q25,q75,Language,partID,syllable,lang_profile,pc1,pc2,Stdx2
vowel_periph,0.3021079793962616,0.11809804510110879,0.22165181594660222,0.38403958638757657,cat,aei079,pen,l1_eng,4.173198239823081,2.5764645690199823,0.23619609020221757
spec_dur,0.484036079729866,0.14471697082050464,0.3778056451816381,0.594021838106223,eng,aei079,pen,l1_eng,4.173198239823081,2.5764645690199823,0.2894339416410093
f0_creak,0.27164260883610364,0.12150292070343961,0.18827067417604407,0.347316797126276,eng,aei079,pen,l1_eng,4.173198239823081,2.5764645690199823,0.24300584140687922
vowel_periph,0.24432131143403035,0.10336313119888418,0.17586282527125327,0.30703510141301604,eng,aei079,pen,l1_eng,4.173198239823081,2.5764645690199823,0.20672626239776837
spec_dur,0.30843891386712124,0.1764263529822086,0.15857243946206662,0.4512648887432663,spa,aei079,pen,l1_eng,4.173198239823081,2.5764645690199823,0.3528527059644172
f0_creak,0.428342796043976,0.2186105984124588,0.2462243112622327,0.6019763245887662,spa,aei079,pen,l1_eng,4.173198239823081,2.5764645690199823,0.4372211968249176
vowel_periph,0.2632182900889027,0.1524456447762022,0.14121325070539748,0.3742056865768661,spa,aei079,pen,l1_eng,4.173198239823081,2.5764645690199823,0.3048912895524044
spec_dur,0.3180904442516695,0.12020068510168228,0.22430956065421653,0.40760197856390773,cat,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.24040137020336455
f0_creak,0.3519663486211476,0.12844187823474626,0.2591746733908177,0.44017044202311173,cat,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.2568837564694925
vowel_periph,0.32994320712718284,0.12956251151913362,0.23544365665773292,0.4199342202368971,cat,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.25912502303826723
spec_dur,0.35675585543717575,0.1276068405937411,0.25992890060301976,0.4499500719307373,eng,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.2552136811874822
f0_creak,0.31372469661163555,0.13154939403621702,0.21374991067706023,0.39807680524702305,eng,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.26309878807243403
vowel_periph,0.3295194479511888,0.11255680642373254,0.25431875832781065,0.39961059273879573,eng,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.2251136128474651
spec_dur,0.3755370146143827,0.12124318841883205,0.29867548285478507,0.4572425775156729,spa,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.2424863768376641
f0_creak,0.3089406181652032,0.12141976720755793,0.22129863362762225,0.38611479939302146,spa,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.24283953441511585
vowel_periph,0.31552236722041405,0.12424024414069124,0.2298525167630662,0.39536032902915,spa,aes050,pen,l3_eng,-6.094123641930368,0.8278222155165195,0.24848048828138247
spec_dur,0.3202610304694802,0.11941698882649182,0.2386555092955409,0.3981307200840296,cat,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.23883397765298364
f0_creak,0.3191834409861754,0.11320443415632042,0.23826868968043538,0.39018225091096836,cat,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.22640886831264084
vowel_periph,0.3605555285443446,0.12673891747122096,0.272550455529288,0.44560877550948685,cat,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.2534778349424419
spec_dur,0.4022655400825545,0.12640855717835756,0.31242057624040814,0.48814230547383375,eng,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.2528171143567151
f0_creak,0.33705204540158384,0.12195377623931425,0.2491033503774313,0.4259263722356874,eng,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.2439075524786285
vowel_periph,0.2606824145158616,0.10299892943754367,0.18722031462979777,0.32675428058851125,eng,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.20599785887508734
spec_dur,0.3313694162136006,0.12445358679841312,0.24406929330265598,0.4229155817425464,spa,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.24890717359682624
f0_creak,0.3524607081944215,0.12758208766060178,0.2595803661472184,0.43614533171143327,spa,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.25516417532120356
vowel_periph,0.3161698755919779,0.12842255971288508,0.22542857220056398,0.396408233943424,spa,ake031,pen,l1_eng,4.930392874791377,-0.787288204850397,0.25684511942577015
spec_dur,0.30252598011957066,0.11849029206765078,0.21545591013861604,0.38481616046332384,cat,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.23698058413530157
f0_creak,0.3881766464504386,0.13478481778957957,0.2944529096748967,0.48457610742309676,cat,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.26956963557915914
vowel_periph,0.3092973734299908,0.12108921514503775,0.229194109377237,0.3799034512827542,cat,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.2421784302900755
spec_dur,0.34518879436095856,0.14007155409808053,0.24316453450918837,0.4385873970811877,eng,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.28014310819616106
f0_creak,0.3393639511720137,0.14715598589971135,0.23109914282228375,0.4354303097156814,eng,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.2943119717994227
vowel_periph,0.3154472544670277,0.13250000856834776,0.22576001040871346,0.4086768626045643,eng,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.2650000171366955
spec_dur,0.40297590436739084,0.131839470024779,0.3112448200408725,0.4979104712552106,spa,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.263678940049558
f0_creak,0.32845055670583545,0.12468866623000478,0.239275491604243,0.419979028313322,spa,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.24937733246000957
vowel_periph,0.2685735389267737,0.12187916144347209,0.18505429068549162,0.35071270967835977,spa,ala054,pen,l3_eng,-7.712637883394178,7.140590152356428,0.24375832288694418
spec_dur,0.3644273544673516,0.12680904978033575,0.2743420956498208,0.4573506130802457,cat,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.2536180995606715
f0_creak,0.3185116007885319,0.11402483709382354,0.23261921992646922,0.4013074332152228,cat,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.22804967418764707
vowel_periph,0.31706104474411645,0.11958646634427034,0.23923427849008394,0.39348450329645335,cat,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.23917293268854067
spec_dur,0.32708582481500925,0.12014429564022841,0.24600571016201128,0.4103340313003786,eng,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.24028859128045682
f0_creak,0.3765378025801717,0.12139710434393965,0.286294236689685,0.45549240482162895,eng,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.2427942086878793
vowel_periph,0.2963763726048191,0.1078621305713992,0.22214719148396272,0.3696814827133953,eng,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.2157242611427984
spec_dur,0.23280772853235623,0.11896639949504416,0.14228924400352894,0.3141523033190691,spa,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.23793279899008832
f0_creak,0.5062952128692665,0.14000158593363302,0.43184064335295724,0.5993128559239222,spa,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.28000317186726603
vowel_periph,0.2608970585983773,0.1149146809154031,0.18212565796463087,0.3336863951242671,spa,alc125,pen,l3_eng,-4.1332539027118536,1.4636854614500017,0.2298293618308062
spec_dur,0.3413139230080675,0.12245043495039855,0.2572742771581094,0.4316373696414373,cat,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.2449008699007971
f0_creak,0.3471636329657217,0.12451791592135632,0.2543487122024913,0.4409898453563749,cat,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.24903583184271263
vowel_periph,0.31152244402621077,0.11397485283070459,0.2367233845324153,0.3876081621164836,cat,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.22794970566140918
spec_dur,0.4840482835165753,0.184239016728625,0.34612460621399943,0.6279323437960301,eng,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.36847803345725
f0_creak,0.24070990032090966,0.12813223572509375,0.13933625245280246,0.3298584939360947,eng,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.2562644714501875
vowel_periph,0.275241816162515,0.1403259786353211,0.1623311825399988,0.3841399166914353,eng,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.2806519572706422
spec_dur,0.3110895722838313,0.13561440431557856,0.20910721458159834,0.4026328916544586,spa,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.2712288086311571
f0_creak,0.3485925737900934,0.13719580694484423,0.25685635191476686,0.44454617248582357,spa,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.27439161388968847
vowel_periph,0.3403178539260752,0.13454497153291808,0.25080962317923994,0.4350153035698145,spa,als024,pen,l1_eng,3.2760005768400657,-1.6933107434460264,0.26908994306583617
spec_dur,0.3140391763649398,0.11024913790056393,0.23803850069261506,0.3931322269249937,cat,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.22049827580112785
f0_creak,0.34403475514226156,0.1182173165124576,0.26015835244264696,0.42362742732891967,cat,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.2364346330249152
vowel_periph,0.3419260684927987,0.11945870228804625,0.25958600832695317,0.4233719531255982,cat,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.2389174045760925
spec_dur,0.47074897295053636,0.1560928406321938,0.35366315929174796,0.5911179818180348,eng,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.3121856812643876
f0_creak,0.25601525863131547,0.12308451192871668,0.16402653717069968,0.33916930855163796,eng,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.24616902385743336
vowel_periph,0.27323576841814823,0.11154736175738303,0.193466285392279,0.3454993484870712,eng,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.22309472351476606
spec_dur,0.3391802850081263,0.12853804349102294,0.24710130779401168,0.4335014425649728,spa,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.25707608698204587
f0_creak,0.34976789047313084,0.14043784802742398,0.2442443047358088,0.45676904970451626,spa,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.28087569605484797
vowel_periph,0.31105182451874286,0.13833355271961034,0.20631559409361255,0.4032981954723363,spa,als086,pen,l3_eng,-3.7183444620174098,-3.3229501052641384,0.2766671054392207
spec_dur,0.2845742235980709,0.12185647910515626,0.19604988844121962,0.3747720012804156,cat,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.24371295821031252
f0_creak,0.44338243970484403,0.15719350432486962,0.3342588355035758,0.5601323556436391,cat,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.31438700864973923
vowel_periph,0.2720433366970852,0.13150743204632803,0.18144561129379286,0.35419128149613,cat,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.26301486409265606
spec_dur,0.3530618912164868,0.11112418488118733,0.27558051623432084,0.4341465175000721,eng,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.22224836976237466
f0_creak,0.3540364264420329,0.11218349182167746,0.26943194589157543,0.4265001214151726,eng,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.22436698364335492
vowel_periph,0.29290168234148023,0.11019969028959886,0.21872422319065177,0.3672530254631393,eng,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.22039938057919772
spec_dur,0.2707192519536809,0.16216541083677677,0.15982495674181021,0.3756828661893325,spa,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.32433082167355354
f0_creak,0.4646821967285556,0.2021752120500212,0.32335776679485817,0.6149840459460127,spa,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.4043504241000424
vowel_periph,0.2645985513177635,0.1756654622357518,0.1394920823443242,0.37982705525971183,spa,ama302,pen,l1_eng,5.471768517216868,-1.0747626965337458,0.3513309244715036
spec_dur,0.359939910878393,0.1732017180203618,0.2483362332820948,0.47475380801353956,cat,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.3464034360407236
f0_creak,0.32085168886589366,0.1664928466984167,0.1949265147687579,0.4286505804785002,cat,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.3329856933968334
vowel_periph,0.3192084002557133,0.1642654549145604,0.20037601052845716,0.4343103666745598,cat,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.3285309098291208
spec_dur,0.45475290901609605,0.11925226944960253,0.3790332787586942,0.5376761861305737,eng,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.23850453889920506
f0_creak,0.2706838969306257,0.10110272665415618,0.20622949552944134,0.339298099894291,eng,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.20220545330831236
vowel_periph,0.2745631940532782,0.10280254641392852,0.2049444634398898,0.33900651075415983,eng,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.20560509282785705
spec_dur,0.31864897143539067,0.12470742584043223,0.232035204728102,0.4019727013223188,spa,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.24941485168086447
f0_creak,0.3195307419211721,0.13147049278308873,0.22117870645284832,0.41052991894934787,spa,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.26294098556617745
vowel_periph,0.3618202866434373,0.14350772448430157,0.25638714512335853,0.4631218847773176,spa,anf025,pen,l1_eng,5.231429786001432,0.1366375068843036,0.28701544896860315
spec_dur,0.3680153390943897,0.13999434521839216,0.25967248723068115,0.4633940376249477,eng,anm099,pen,mono,,,0.2799886904367843
f0_creak,0.3264985469922243,0.13135619330952214,0.23053515974444877,0.41474362206245236,eng,anm099,pen,mono,,,0.2627123866190443
vowel_periph,0.3054861139133861,0.122822458671466,0.21405891444404263,0.3894425314018549,eng,anm099,pen,mono,,,0.245644917342932
spec_dur,0.34736683981454286,0.12880783767160223,0.2479546093613943,0.4377134718992238,cat,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.25761567534320445
f0_creak,0.37995230466029234,0.13437971640387086,0.2905740504174843,0.47452994551477923,cat,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.2687594328077417
vowel_periph,0.2726808555251648,0.11183097118130265,0.18880689689622832,0.3499203841150941,cat,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.2236619423626053
spec_dur,0.3216974201279618,0.11206907042838717,0.23303467508609585,0.40694907556982796,eng,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.22413814085677433
f0_creak,0.37667877815560946,0.1243674905288196,0.2900712159445798,0.46578124944250787,eng,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.2487349810576392
vowel_periph,0.30162380171642866,0.11584403644368375,0.22097639549986525,0.3784348868530914,eng,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.2316880728873675
spec_dur,0.32565446961963196,0.11800788470973617,0.23963569929481138,0.4061151871623186,spa,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.23601576941947233
f0_creak,0.3383924848484549,0.12012197541558149,0.25246574250026127,0.4199279542936914,spa,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.24024395083116298
vowel_periph,0.33595304553191313,0.1274911034163506,0.2501426014784748,0.420255124589101,spa,aps124,pen,l3_eng,-4.449989207566518,-0.4711698219139796,0.2549822068327012
spec_dur,0.35190411713105485,0.10862503110640187,0.27657211176009083,0.4202733808008804,cat,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.21725006221280374
f0_creak,0.3361933742359579,0.1204885730869526,0.25021041007867983,0.4170943313548905,cat,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.2409771461739052
vowel_periph,0.31190250863298724,0.11591734303212806,0.22662354766417867,0.39751193058926165,cat,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.2318346860642561
spec_dur,0.3715935958178158,0.11961249038897682,0.2888678382371892,0.4515597591608806,eng,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.23922498077795365
f0_creak,0.3072377250336146,0.12811533706692022,0.21591044081943994,0.396827854011484,eng,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.25623067413384043
vowel_periph,0.3211686791485697,0.1267900435699303,0.23679537721437277,0.41288622438958966,eng,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.2535800871398606
spec_dur,0.34272860794001925,0.11504486792274211,0.2636072772866541,0.4189564427044685,spa,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.23008973584548423
f0_creak,0.32522527894561665,0.11831183957982142,0.23710920694917872,0.4113500937490152,spa,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.23662367915964283
vowel_periph,0.33204611311436427,0.1222403647395121,0.2444807030522341,0.41501785428045745,spa,arc053,pen,l3_eng,-4.384488024214015,-0.1047760456873413,0.2444807294790242
spec_dur,0.3436387360778066,0.13223692937388398,0.2454058569868362,0.4370586570491206,cat,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.26447385874776796
f0_creak,0.37547599980567087,0.1421394693684328,0.2778714999989624,0.47320681242085944,cat,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.2842789387368656
vowel_periph,0.2808852641165225,0.12104345231519574,0.19175075674509412,0.3626665008532318,cat,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.24208690463039148
spec_dur,0.3927892199902511,0.1073598798356295,0.3216037646399805,0.4664938552836254,eng,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.214719759671259
f0_creak,0.2900594825954775,0.11117956921055555,0.2122681537667671,0.3634919570511813,eng,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.2223591384211111
vowel_periph,0.3171512974142713,0.11177374478378836,0.23288692110497233,0.39860569428158776,eng,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.22354748956757672
spec_dur,0.26517098118706733,0.3037938997815982,0.0,0.4803171482377319,spa,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.6075877995631964
f0_creak,0.517678535969273,0.40409316986707144,0.0,1.0,spa,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.8081863397341429
vowel_periph,0.21715048284365954,0.28403326694586284,0.0,0.3517062289661721,spa,arl041,pen,l3_eng,-0.054863649782619,-2.1703009162414224,0.5680665338917257
spec_dur,0.3319780813285739,0.11238033948051644,0.25135952280291773,0.413025171112726,cat,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.22476067896103288
f0_creak,0.32905689526487475,0.1118010607030475,0.23927123193529637,0.4033164866887377,cat,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.223602121406095
vowel_periph,0.3389650234065513,0.11960422064046654,0.25475166624751877,0.41845477226529965,cat,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.23920844128093308
spec_dur,0.3762404405284215,0.1611972230245492,0.25283890268068054,0.5031460446966404,eng,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.3223944460490984
f0_creak,0.38751721076779155,0.1578406825396049,0.2608244176940405,0.5096031732815239,eng,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.3156813650792098
vowel_periph,0.2362423487037869,0.11133339994403721,0.15485625424430483,0.3205274368105442,eng,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.22266679988807442
spec_dur,0.3286722980165504,0.11466720688275786,0.2485850396695498,0.4127655433887822,spa,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.22933441376551572
f0_creak,0.3375928552932296,0.11898218047536938,0.2546816713246497,0.4197828902185677,spa,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.23796436095073875
vowel_periph,0.33373484669021997,0.12453842371970787,0.24793422203126697,0.4215077557469788,spa,arn090,pen,l3_eng,-3.8242656107826503,0.7604846332303103,0.24907684743941574
spec_dur,0.538814019238933,0.17076059723378625,0.42068200477101403,0.6731707209994008,eng,ars086,pen,mono,,,0.3415211944675725
f0_creak,0.1976073129928024,0.10216841087364069,0.11844092308208258,0.2651253373246659,eng,ars086,pen,mono,,,0.20433682174728138
vowel_periph,0.26357866776826455,0.1372958606770271,0.15403552025608824,0.36961011233808805,eng,ars086,pen,mono,,,0.2745917213540542
spec_dur,0.5255339092212656,0.1580983052474775,0.41677203673568025,0.6430956263530754,eng,asl181,pen,l1_eng,3.226858197921981,-1.7929237143897416,0.316196610494955
f0_creak,0.2818362031094287,0.1286150376860138,0.1857283165472867,0.3754346276919846,eng,asl181,pen,l1_eng,3.226858197921981,-1.7929237143897416,0.2572300753720276
vowel_periph,0.19262988766930572,0.1111260517847557,0.10458369847531682,0.2648735511318598,eng,asl181,pen,l1_eng,3.226858197921981,-1.7929237143897416,0.2222521035695114
spec_dur,0.44042579632841095,0.2268896778103364,0.23851842555324707,0.6375480539290568,spa,asl181,pen,l1_eng,3.226858197921981,-1.7929237143897416,0.4537793556206728
f0_creak,0.1801241423190823,0.10902268669467491,0.09996628172474209,0.24245050624613235,spa,asl181,pen,l1_eng,3.226858197921981,-1.7929237143897416,0.21804537338934982
vowel_periph,0.3794500613525067,0.22711772157020604,0.1871733505363278,0.5808703195965728,spa,asl181,pen,l1_eng,3.226858197921981,-1.7929237143897416,0.4542354431404121
spec_dur,0.3282264215723553,0.12098674162509677,0.24732313123065397,0.41606871694545,cat,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.24197348325019355
f0_creak,0.3371097664141444,0.11848318880979553,0.2474894939232584,0.4189181532418998,cat,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.23696637761959105
vowel_periph,0.33466381201350026,0.12423006819466684,0.24489376113070216,0.4199991422782278,cat,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.24846013638933367
spec_dur,0.376348372799235,0.10506297044065423,0.2977453859588459,0.45016199702826876,eng,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.21012594088130845
f0_creak,0.26211330577149916,0.09983395744242674,0.19410149299776722,0.3288135208915607,eng,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.19966791488485347
vowel_periph,0.3615383214292659,0.1133902460651548,0.2852076272062926,0.4368936189586208,eng,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.2267804921303096
spec_dur,0.4089870028836616,0.36128943410553516,0.0,0.5839883432891131,spa,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.7225788682110703
f0_creak,0.3040175832472302,0.31149732961316823,0.0,0.3551327571334576,spa,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.6229946592263365
vowel_periph,0.28699541386910826,0.3119188494048967,0.0,0.2918833361160002,spa,asp259,pen,l1_eng,3.5240952236920444,-0.51524621403081,0.6238376988097935
spec_dur,0.37814359421784743,0.22025164010116663,0.22291603988147396,0.5327431732021524,cat,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.44050328020233326
f0_creak,0.28177596944314937,0.2128149384592762,0.11658640252303193,0.41956240834545067,cat,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.4256298769185524
vowel_periph,0.34008043633900314,0.22780368389287362,0.17009008010441196,0.4928105360157653,cat,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.45560736778574723
spec_dur,0.4641701496847594,0.12209239621354978,0.37711915209786184,0.5523556933684757,eng,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.24418479242709956
f0_creak,0.2675714543331401,0.10880573423533897,0.18839788761391973,0.33993354170446977,eng,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.21761146847067794
vowel_periph,0.26825839598210066,0.09841086756630502,0.20493304956085032,0.3376971620921798,eng,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.19682173513261003
spec_dur,0.2916856601736065,0.19517767299861835,0.1360775338139646,0.40676682498802147,spa,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.3903553459972367
f0_creak,0.3649529032259706,0.23882220788184863,0.18510725101372977,0.5220009697122701,spa,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.47764441576369726
vowel_periph,0.3433614366004229,0.21752356348744553,0.1731560726743619,0.49739983225466605,spa,auj020,pen,l1_eng,8.466808604978791,4.466165051105459,0.43504712697489106
spec_dur,0.45500766722905184,0.11767559024746636,0.3797241914407736,0.5355834218030515,eng,awm067,pen,mono,,,0.23535118049493273
f0_creak,0.2344465766505831,0.10077607826182274,0.16190344774777193,0.2998284677178885,eng,awm067,pen,mono,,,0.20155215652364547
vowel_periph,0.3105457561203651,0.11089173522014702,0.2307905665153913,0.38507310242664244,eng,awm067,pen,mono,,,0.22178347044029403
spec_dur,0.3571023044775974,0.14584489756849464,0.23930150843659445,0.4685937197585659,eng,bsa220,pen,mono,,,0.2916897951369893
f0_creak,0.35092638104614404,0.14856813497606033,0.24598972781065342,0.46332374772959106,eng,bsa220,pen,mono,,,0.29713626995212067
vowel_periph,0.2919713144762586,0.12698115452265446,0.19639941261906743,0.3764316997427029,eng,bsa220,pen,mono,,,0.2539623090453089
spec_dur,0.3428770963231828,0.12624806339188116,0.2574213623229379,0.42953010133003455,cat,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.2524961267837623
f0_creak,0.39217685290938104,0.12088655878900531,0.3155161536939193,0.4674184881294131,cat,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.24177311757801062
vowel_periph,0.2649460507674362,0.1192919261527523,0.1767422595802068,0.33854005091640366,cat,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.2385838523055046
spec_dur,0.4219966309733197,0.12696068439969657,0.3370679810188202,0.5170623447831202,eng,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.25392136879939314
f0_creak,0.27931234376098996,0.11305531974724833,0.19679305903082822,0.35640242705928415,eng,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.22611063949449667
vowel_periph,0.2986910252656903,0.12266719650969038,0.21376583501583513,0.38497802244843243,eng,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.24533439301938076
spec_dur,0.4061048159559601,0.11680934691107243,0.31824142730653754,0.4865232447210039,spa,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.23361869382214487
f0_creak,0.3164542572545246,0.12177180957055753,0.230621299031471,0.3989488214989177,spa,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.24354361914111505
vowel_periph,0.2774409267895153,0.1114730080492102,0.2020277101732196,0.3544168270463661,spa,enp048,pen,l3_eng,-3.2685633391357904,-3.3863506421817453,0.2229460160984204
spec_dur,0.3510136713879292,0.1458540668674489,0.2490401010566702,0.4623454149193188,cat,era049,pen,l3_eng,-0.7570101950591521,3.4535051505670182,0.2917081337348978
f0_creak,0.40010332690988365,0.1753156635173044,0.2710767286684137,0.5299788515447288,cat,era049,pen,l3_eng,-0.7570101950591521,3.4535051505670182,0.3506313270346088
vowel_periph,0.24888300170218705,0.12396430278545627,0.15164631794630135,0.3197092703536251,cat,era049,pen,l3_eng,-0.7570101950591521,3.4535051505670182,0.24792860557091254
spec_dur,0.533630815689235,0.17824747701048585,0.41817128175390783,0.6697145589735818,eng,era049,pen,l3_eng,-0.7570101950591521,3.4535051505670182,0.3564949540209717
f0_creak,0.2171345299930461,0.10893876563605706,0.12966089177754028,0.28548849437745705,eng,era049,pen,l3_eng,-0.7570101950591521,3.4535051505670182,0.21787753127211412
vowel_periph,0.24923465431771888,0.13666328940808734,0.1424297689862285,0.34288680712787384,eng,era049,pen,l3_eng,-0.7570101950591521,3.4535051505670182,0.27332657881617467
