dur_period,vowel_periph,Label,partID,Language,word,stress,f0,syllable,lang_profile,pc1,pc2
-3.375099681347165,-0.9509802100039476,i,afs116,cat,disseminar,0,-1.0935278643404889,pen,l1_eng,6.165043938888648,2.9911835511439766
1.5934867556497234,0.1004214223481912,a,afs116,cat,disseminar,1,0.0933203593095586,ult,l1_eng,6.165043938888648,2.9911835511439766
0.6325396975945141,2.775526504342139,i,afs116,cat,recriminar,0,0.0327889525677224,pen,l1_eng,6.165043938888648,2.9911835511439766
1.667765645499241,0.4138805615925512,a,afs116,cat,recriminar,1,-1.0758080567221149,ult,l1_eng,6.165043938888648,2.9911835511439766
1.375905242920097,2.8625281225616277,i,afs116,cat,incriminar,0,-0.2628969011540429,pen,l1_eng,6.165043938888648,2.9911835511439766
1.479670793744465,-0.7011949426614987,a,afs116,cat,incriminar,1,0.36488065590153,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.4887727607104604,-0.1739118778122585,i,afs116,cat,desanimar,0,-2.1474878275033618,pen,l1_eng,6.165043938888648,2.9911835511439766
0.619356963279827,-0.4683683593583016,a,afs116,cat,desanimar,1,0.6373361731085917,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.538141020526162,-0.5475611875240546,i,afs116,cat,determinar,0,-2.504886814140688,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.2392026677187816,-1.375175933709207,a,afs116,cat,determinar,1,0.2897186322761149,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.376697135898308,0.2249663599097973,i,afs116,cat,denominar,0,-2.030973942422736,pen,l1_eng,6.165043938888648,2.9911835511439766
0.0012563267472392,-0.7476693837776182,a,afs116,cat,denominar,1,-0.222574315131412,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.524208287834468,-0.546769428346591,i,afs116,cat,il·luminar,0,-2.1687788608021705,pen,l1_eng,6.165043938888648,2.9911835511439766
0.3239074115116203,-0.8258378986607648,a,afs116,cat,il·luminar,1,-1.457543658943784,ult,l1_eng,6.165043938888648,2.9911835511439766
-1.049394274450938,0.5153651447285311,i,afs116,cat,examinar,0,-1.6825259776215782,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.0337800595654188,-0.6612472900324359,a,afs116,cat,examinar,1,0.6249388751651318,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.749661078384887,0.5318507876648837,i,afs116,cat,eliminar,0,-1.8013303231195006,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.4760147868032578,-0.7995504215723356,a,afs116,cat,eliminar,1,-0.6715769736323907,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.3639510655202196,2.714297209215056,i,afs116,cat,denomina,1,-1.097546647757864,pen,l1_eng,6.165043938888648,2.9911835511439766
2.546401418302336,-0.7651538677908083,a,afs116,cat,denomina,0,3.91986487287582,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.5753613932595872,2.032717850910234,i,afs116,cat,descaminar,0,-1.586756589123092,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.1497322442356245,-1.3344628824498554,a,afs116,cat,descaminar,1,0.2300768738215997,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.758541407052205,0.7421073624870933,i,afs116,cat,exterminar,0,-1.7291444178151096,pen,l1_eng,6.165043938888648,2.9911835511439766
0.1418941792160304,-0.7981503668588493,a,afs116,cat,exterminar,1,-0.3027531757969284,ult,l1_eng,6.165043938888648,2.9911835511439766
0.650939744736044,1.8156862346702725,i,afs116,cat,discriminar,0,0.4678833109340433,pen,l1_eng,6.165043938888648,2.9911835511439766
0.5934003327247709,-0.6849220785629152,a,afs116,cat,discriminar,1,0.0366630520922921,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.3510448043947648,0.3455312234078969,i,afs116,cat,il·luminar,0,-2.234441817397672,pen,l1_eng,6.165043938888648,2.9911835511439766
1.3611233217671237,0.0794596939122775,a,afs116,cat,il·luminar,1,1.6259512257814606,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.5434654862458914,-0.510294311362793,i,afs116,cat,determinar,0,-1.1611902254285258,pen,l1_eng,6.165043938888648,2.9911835511439766
0.750817441317107,-1.053739776222837,a,afs116,cat,determinar,1,-0.1101369126204753,ult,l1_eng,6.165043938888648,2.9911835511439766
1.003370984372538,1.0268180727703262,i,afs116,cat,incriminar,0,-0.3351461890897859,pen,l1_eng,6.165043938888648,2.9911835511439766
0.8825586897170266,-1.0160214324321593,a,afs116,cat,incriminar,1,0.7024718687611126,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.3822701475331539,2.562981461002155,i,afs116,cat,recriminar,0,-1.5166520475994991,pen,l1_eng,6.165043938888648,2.9911835511439766
0.5978970395513675,-0.7094132711629675,a,afs116,cat,recriminar,1,-0.7224690381342579,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.6010336949961954,0.7373968945242075,i,afs116,cat,disseminar,0,-0.4393782909024604,pen,l1_eng,6.165043938888648,2.9911835511439766
0.1263096637118894,-0.9337875858747096,a,afs116,cat,disseminar,1,-0.6411701499812974,ult,l1_eng,6.165043938888648,2.9911835511439766
3.0727858392042724,1.1871706947134042,i,afs116,cat,denominar,0,0.7395644985592569,pen,l1_eng,6.165043938888648,2.9911835511439766
2.243874647143572,0.121946568079874,a,afs116,cat,denominar,1,2.9037722372973693,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.4096047725026221,1.3522038291401972,pen,afs116,eng,impress,1,-0.4835484405709617,pen,l1_eng,6.165043938888648,2.9911835511439766
0.4148887398447645,-1.125537216235979,ult,afs116,eng,impress,0,-1.9007730252492805,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.3164977576767565,-1.7600205182834066,pen,afs116,eng,combine,0,-0.2546491171675523,pen,l1_eng,6.165043938888648,2.9911835511439766
0.5668509002583724,-1.3042858444968608,ult,afs116,eng,combine,1,0.3480972548478825,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.3088836583890093,-1.9640548400202644,pen,afs116,eng,project,0,1.2501271478621645,pen,l1_eng,6.165043938888648,2.9911835511439766
1.722036937957761,-1.6941645082989316,ult,afs116,eng,project,1,0.3496219082207825,ult,l1_eng,6.165043938888648,2.9911835511439766
1.0045278626916132,-1.6004052865831615,pen,afs116,eng,subject,1,-0.3524641694640943,pen,l1_eng,6.165043938888648,2.9911835511439766
0.7187526218202881,0.4314262071020552,ult,afs116,eng,subject,0,0.4778644050857941,ult,l1_eng,6.165043938888648,2.9911835511439766
0.226341858863012,0.0131990830770257,pen,afs116,eng,object,1,-1.1058425251761914,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.344621861372552,-0.7257500361416958,ult,afs116,eng,object,0,-0.1191137298589729,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.138135734072597,-2.2074144613135376,pen,afs116,eng,billow,1,0.6005151290633982,pen,l1_eng,6.165043938888648,2.9911835511439766
2.171543859384168,-0.4168481343422558,ult,afs116,eng,billow,0,-0.6283899639518181,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.4869681496638942,-0.7003859752738555,pen,afs116,eng,record,0,-0.0194471362404708,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.5689880617359058,0.4499653228563737,ult,afs116,eng,record,1,0.1507298942742615,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.3842099657620515,-1.508932128866264,pen,afs116,eng,contract,0,0.0530977459224295,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.238196076818802,-1.8593422328997344,ult,afs116,eng,contract,1,0.7670707456537738,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.0428756362978157,-1.3873073913977385,pen,afs116,eng,desert,1,-0.4532591620603029,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.409784856848974,-1.0949583091032469,ult,afs116,eng,desert,0,-2.736877902991304,ult,l1_eng,6.165043938888648,2.9911835511439766
1.0343772197113017,-0.5590245432146186,pen,afs116,eng,compact,1,0.8161022915042698,pen,l1_eng,6.165043938888648,2.9911835511439766
0.1684303635178368,0.0443719089848796,ult,afs116,eng,compact,0,-3.166629418450569,ult,l1_eng,6.165043938888648,2.9911835511439766
1.3630323184674231,-0.4788975831824442,pen,afs116,eng,converts,1,1.182515056528238,pen,l1_eng,6.165043938888648,2.9911835511439766
1.0833925652296186,0.0018855513891172,ult,afs116,eng,converts,0,-1.6208842936064354,ult,l1_eng,6.165043938888648,2.9911835511439766
1.825032114515972,0.6918702554802969,pen,afs116,eng,forebear,1,0.6047205192229583,pen,l1_eng,6.165043938888648,2.9911835511439766
1.2993965070320206,-0.3330624535230095,ult,afs116,eng,forebear,0,-0.2906902850162017,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.3019122935919065,-1.5609265783073814,pen,afs116,eng,relay,0,0.1875673003575108,pen,l1_eng,6.165043938888648,2.9911835511439766
2.7542065350529845,-0.2064145439991534,ult,afs116,eng,relay,1,0.6568903059015088,ult,l1_eng,6.165043938888648,2.9911835511439766
3.1756593675903995,-1.002486808291421,pen,afs116,eng,permit,1,2.150769984314515,pen,l1_eng,6.165043938888648,2.9911835511439766
2.3087843819275093,-0.433260246595324,ult,afs116,eng,permit,0,1.693205446900482,ult,l1_eng,6.165043938888648,2.9911835511439766
0.3107488610342592,0.5900017448497042,pen,afs116,eng,incite,0,0.6857380340086127,pen,l1_eng,6.165043938888648,2.9911835511439766
0.1188205100837858,-1.313475154243652,ult,afs116,eng,incite,1,-1.564066855924033,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.418377163983526,-1.025556102493869,pen,afs116,eng,convict,0,0.0600868677015078,pen,l1_eng,6.165043938888648,2.9911835511439766
0.9068355678987464,-0.5228542218371983,ult,afs116,eng,convict,1,-0.767148604242379,ult,l1_eng,6.165043938888648,2.9911835511439766
1.174388825265953,-0.4344727885250836,pen,afs116,eng,desert,0,0.2694115862096075,pen,l1_eng,6.165043938888648,2.9911835511439766
1.1846832207435134,-0.7403112767186488,ult,afs116,eng,desert,1,-0.823623528129111,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.245917733976951,-2.0476665838414,pen,afs116,eng,project,1,1.9747449187252248,pen,l1_eng,6.165043938888648,2.9911835511439766
0.521746649841255,-0.5094430061602157,ult,afs116,eng,project,0,0.2347086427159909,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.9945394210717612,-0.4052677636718387,pen,afs116,eng,project,1,-3.326165796706369,pen,l1_eng,6.165043938888648,2.9911835511439766
-1.772132601091709,1.3010620389101384,ult,afs116,eng,project,0,-4.780576871806296,ult,l1_eng,6.165043938888648,2.9911835511439766
2.254048499994162,-0.0098960174284677,pen,afs116,eng,combine,1,0.4154638015976398,pen,l1_eng,6.165043938888648,2.9911835511439766
3.18157660984695,-0.7500161201720689,ult,afs116,eng,combine,0,0.3090410680432898,ult,l1_eng,6.165043938888648,2.9911835511439766
-1.181826059116015,-2.765730870710211,pen,afs116,eng,below,0,-0.7132971274539517,pen,l1_eng,6.165043938888648,2.9911835511439766
1.7889406701103927,0.6317239875869766,ult,afs116,eng,below,1,-0.4745939824107907,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.2390527752594999,0.2489702637301789,pen,afs116,eng,import,1,-0.3567203135675506,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.5961388249653474,0.5880374103629407,ult,afs116,eng,import,0,-0.0844713442582936,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.373957826346648,-2.3601293568016914,pen,afs116,eng,trustee,0,1.2558394158838546,pen,l1_eng,6.165043938888648,2.9911835511439766
1.0769213833856288,2.3854325684310718,ult,afs116,eng,trustee,1,1.4631478935679385,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.2225708904105946,-0.3097125405264184,pen,afs116,eng,contract,1,-2.3052407671506394,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.5411520727761285,-0.4300558404420118,ult,afs116,eng,contract,0,-3.0017610829955896,ult,l1_eng,6.165043938888648,2.9911835511439766
2.062946149035722,-1.254780012625027,pen,afs116,eng,record,1,0.8658448916409659,pen,l1_eng,6.165043938888648,2.9911835511439766
2.1047180267012164,-0.2067015539777918,ult,afs116,eng,record,0,-0.0329049433307956,ult,l1_eng,6.165043938888648,2.9911835511439766
1.010206861354588,-0.8198084245235432,pen,afs116,eng,convict,1,0.6260985227207565,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.3086582441636065,-1.2240257823447578,ult,afs116,eng,convict,0,-0.4939286591528462,ult,l1_eng,6.165043938888648,2.9911835511439766
0.7635895857976307,0.6481978436561825,pen,afs116,eng,relay,1,0.2772663635170975,pen,l1_eng,6.165043938888648,2.9911835511439766
2.226076253441443,0.9383019247888744,ult,afs116,eng,relay,0,-0.5477836124633997,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.461183391646432,-0.7749674208756886,pen,afs116,eng,impress,0,-0.765978842457818,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.339840175964147,-1.656078454717958,ult,afs116,eng,impress,1,0.6299886210138065,ult,l1_eng,6.165043938888648,2.9911835511439766
0.9639364940148408,-0.0173715058121872,pen,afs116,eng,discount,1,0.6463651981161995,pen,l1_eng,6.165043938888648,2.9911835511439766
-1.1434249562743724,0.6395675878704538,ult,afs116,eng,discount,0,-5.411501165181447,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.0644757396568717,0.3146714692617008,pen,afs116,eng,insight,1,-2.0855433687159035,pen,l1_eng,6.165043938888648,2.9911835511439766
2.8404355586388075,-0.510152516227067,ult,afs116,eng,insight,0,-0.2038236793114645,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.694515997771143,-0.2752983531229548,pen,afs116,eng,project,1,-3.235600744093348,pen,l1_eng,6.165043938888648,2.9911835511439766
-1.345355774166521,-0.1194868727540815,ult,afs116,eng,project,0,-3.81015785358428,ult,l1_eng,6.165043938888648,2.9911835511439766
0.2226076297057083,0.1988134219247069,pen,afs116,eng,object,1,-1.8067700621395144,pen,l1_eng,6.165043938888648,2.9911835511439766
2.39470656821548,-1.236110171941911,ult,afs116,eng,object,0,0.1088572706679183,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.4275505556582724,-1.1682378216170424,pen,afs116,eng,convert,0,-0.536000823811349,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.250709578074998,-0.171510630538227,ult,afs116,eng,convert,1,-2.025988065913942,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.358399867567033,-1.6929098396023825,pen,afs116,eng,subject,0,-0.0839018342049224,pen,l1_eng,6.165043938888648,2.9911835511439766
1.4509481004353164,-1.27765192276284,ult,afs116,eng,subject,1,0.283914502887934,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.317638590404447,-1.4831028059032976,pen,afs116,eng,compact,0,1.4140547972099402,pen,l1_eng,6.165043938888648,2.9911835511439766
1.994074991366097,-0.3056852227969606,ult,afs116,eng,compact,1,-0.74177251582751,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.189545304390175,-2.382735413714629,pen,afs116,eng,combine,0,0.2947958639523282,pen,l1_eng,6.165043938888648,2.9911835511439766
3.3846355956869907,-1.3106536764249077,ult,afs116,eng,combine,1,0.2530845666828386,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.2385667166043857,-1.6796741903330112,pen,afs116,eng,billow,1,0.0211673681223977,pen,l1_eng,6.165043938888648,2.9911835511439766
2.984590170361347,0.2933569151376829,ult,afs116,eng,billow,0,-0.0738937606984277,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.332025397600242,-1.9154192683892737,pen,afs116,eng,trusty,1,-0.4425924109993207,pen,l1_eng,6.165043938888648,2.9911835511439766
2.1298115678742766,3.0217465274501767,ult,afs116,eng,trusty,0,1.1476533210733173,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.28558791231963,0.6477580149125289,pen,afs116,eng,impress,1,-0.6340208850045477,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.3355013590170457,-1.699569619331849,ult,afs116,eng,impress,0,0.0706126861968868,ult,l1_eng,6.165043938888648,2.9911835511439766
3.0651892487627976,-0.4890128699867603,pen,afs116,eng,converts,1,0.3530326706545393,pen,l1_eng,6.165043938888648,2.9911835511439766
2.3782067131887104,-0.5744704669334174,ult,afs116,eng,converts,0,-1.03612663669537,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.4075774725404075,-1.6559553005299883,pen,afs116,eng,project,0,-0.866518145004291,pen,l1_eng,6.165043938888648,2.9911835511439766
0.6243657966913245,-1.4763404190522798,ult,afs116,eng,project,1,0.2647334083828815,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.518222618017353,0.4026232484509718,pen,afs116,eng,forebear,1,0.385091704660254,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.252271913378056,-1.5658216374193672,ult,afs116,eng,forebear,0,-0.4649807393079018,ult,l1_eng,6.165043938888648,2.9911835511439766
3.380333126367779,0.1215785880099199,pen,afs116,eng,compact,1,0.1059517301147565,pen,l1_eng,6.165043938888648,2.9911835511439766
0.006339998500174,-0.4282095707460077,ult,afs116,eng,compact,0,-2.698976244044269,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.45876694833847,-0.9277084425572056,pen,afs116,eng,record,0,-0.1644838958783646,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.6629656216822166,0.5659580491675521,ult,afs116,eng,record,1,0.5388518144375768,ult,l1_eng,6.165043938888648,2.9911835511439766
0.027853690447393,-0.2119288247723614,pen,afs116,eng,object,1,-0.543238306685683,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.349641580084868,-1.246671756993612,ult,afs116,eng,object,0,-0.3184117772379576,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.4305438412884355,-1.2638031398447096,pen,afs116,eng,contract,0,0.7067544847882493,pen,l1_eng,6.165043938888648,2.9911835511439766
0.008946080899099,-0.1556929331018967,ult,afs116,eng,contract,1,-1.4177584405298471,ult,l1_eng,6.165043938888648,2.9911835511439766
1.4440640501637163,-0.0926119888210531,pen,afs116,eng,permit,1,2.2620488164426598,pen,l1_eng,6.165043938888648,2.9911835511439766
1.189568898319835,-0.842083995572657,ult,afs116,eng,permit,0,-0.5929590914824643,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.463065109871031,-1.343887107803402,pen,afs116,eng,convict,0,-0.0816012343809333,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.2761378943676216,-1.5236572099628471,ult,afs116,eng,convict,1,-1.054663658994614,ult,l1_eng,6.165043938888648,2.9911835511439766
0.562083582315347,-0.5354013007590177,pen,afs116,eng,subject,1,0.0239639509574329,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.368746602284852,-1.1721352146516852,ult,afs116,eng,subject,0,-0.0402788437704971,ult,l1_eng,6.165043938888648,2.9911835511439766
1.1881855852323056,-0.2106894927126101,pen,afs116,eng,desert,1,0.1585095369691951,pen,l1_eng,6.165043938888648,2.9911835511439766
0.5662456371100822,-0.9200106948717311,ult,afs116,eng,desert,0,-0.4041705923162908,ult,l1_eng,6.165043938888648,2.9911835511439766
-2.516471332896899,1.064482450522605,pen,afs116,eng,incite,0,-2.267151796287297,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.1527078123823943,-0.4082346255826317,ult,afs116,eng,incite,1,-2.234662319820674,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.5211476325483977,-0.4444779171171197,pen,afs116,eng,record,1,-3.004781255406444,pen,l1_eng,6.165043938888648,2.9911835511439766
1.0268510997102451,-0.3603040947498854,ult,afs116,eng,record,0,-0.1759097867723995,ult,l1_eng,6.165043938888648,2.9911835511439766
-0.7099555935793708,0.0221996722765657,pen,afs116,eng,convict,1,0.5346102390984104,pen,l1_eng,6.165043938888648,2.9911835511439766
-3.3426705104850885,-1.1303662936544714,ult,afs116,eng,convict,0,-0.3722098346715329,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.5317402027421827,-0.415378755576304,pen,afs116,eng,discount,1,-2.925962468966974,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.2370405640639477,-0.0269020068918989,ult,afs116,eng,discount,0,-0.6397935561204896,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.509706865652475,-0.5855712744946784,pen,afs116,eng,forbear,0,1.283798273371953,pen,l1_eng,6.165043938888648,2.9911835511439766
1.1753339114102082,-0.6869690650698826,ult,afs116,eng,forbear,1,0.2933315297760835,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.3701874872003907,-1.1922783027954225,pen,afs116,eng,convert,0,-0.1198159164113894,pen,l1_eng,6.165043938888648,2.9911835511439766
-0.5312565383130394,-0.0663470114001899,ult,afs116,eng,convert,1,-1.2690151339505662,ult,l1_eng,6.165043938888648,2.9911835511439766
0.5957599239867042,0.1416879952953666,pen,afs116,eng,insight,1,-0.610791446829276,pen,l1_eng,6.165043938888648,2.9911835511439766
2.0823154136318207,-0.16374536417727,ult,afs116,eng,insight,0,-0.9359690835874934,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.383430470494502,-1.3743774827342752,pen,afs116,eng,subject,0,0.4648760037456711,pen,l1_eng,6.165043938888648,2.9911835511439766
0.619677428509428,-0.7669050844659824,ult,afs116,eng,subject,1,0.14911165098203,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.3533035432557226,-1.2840000425483775,pen,afs116,eng,impress,0,-0.9668676618442236,pen,l1_eng,6.165043938888648,2.9911835511439766
0.9071215701054868,-1.3180312869619926,ult,afs116,eng,impress,1,0.5590986496508549,ult,l1_eng,6.165043938888648,2.9911835511439766
-3.290820044872728,-1.6463306646751454,pen,afs116,eng,desert,0,0.5332162168390795,pen,l1_eng,6.165043938888648,2.9911835511439766
0.0800406915772412,-0.4882727745798182,ult,afs116,eng,desert,1,-1.2516867761970836,ult,l1_eng,6.165043938888648,2.9911835511439766
