Feature,Importance (MDI),Std,q25,q75,Language,partID,lang_profile,pc1,pc2,Stdx2
f0_creak_ratio,0.17510216136841317,0.10045996271833801,0.09980582353951728,0.23992586807997185,cat,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.20091992543667603
spec_dur_vowel1,0.23756579778072465,0.10898061313079875,0.15602023524500275,0.31451983090914604,eng,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.2179612262615975
vowel_periph_vowel1,0.19366610348853508,0.10004844404056755,0.12254878821183186,0.2519618308012827,eng,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.2000968880811351
spec_dur_vowel2,0.20631427942118383,0.10108706894370037,0.13075662804348745,0.27872415042922044,eng,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.20217413788740074
vowel_periph_vowel2,0.17505607493575384,0.09057390829962826,0.10713383039420257,0.23660867560375462,eng,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.18114781659925652
f0_creak_ratio,0.1873977443738026,0.10474713154914493,0.11080881802033175,0.25461046626382633,eng,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.20949426309828986
spec_dur_vowel1,0.18816496891085524,0.10908525705026352,0.1052888465289647,0.25757735410348676,spa,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.21817051410052704
vowel_periph_vowel1,0.17826346525323508,0.10864249334214486,0.09406784852748422,0.24813572545218138,spa,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.21728498668428972
spec_dur_vowel2,0.23179886740316838,0.13215820238538384,0.13001444817334645,0.31706017326788705,spa,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.2643164047707677
vowel_periph_vowel2,0.21203106846374448,0.11058223407039806,0.13321741179869354,0.28147708377703123,spa,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.22116446814079613
f0_creak_ratio,0.18974162996899702,0.10234236010992163,0.11240383158011813,0.26201239922095987,spa,ala059,l3_eng,-2.5142055322180346,-3.8533627737632985,0.20468472021984327
spec_dur_vowel1,0.19092765701138315,0.12145285670358962,0.0949393337720262,0.2656857738844187,cat,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.24290571340717923
vowel_periph_vowel1,0.2220791170883541,0.13119669976124193,0.1256781668863251,0.2948036156398748,cat,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.26239339952248386
spec_dur_vowel2,0.1687810108214169,0.10936523294290164,0.08535388381470405,0.23136450746281537,cat,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.21873046588580328
vowel_periph_vowel2,0.2575408125002638,0.13711156114977105,0.15798244517066806,0.34787793232413183,cat,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.2742231222995421
f0_creak_ratio,0.16067140257858198,0.10241948613377895,0.08575803370767496,0.22617831021581342,cat,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.2048389722675579
spec_dur_vowel1,0.2325208768776931,0.13186951658534202,0.129684939676524,0.3353082861713664,eng,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.26373903317068403
vowel_periph_vowel1,0.21626868730701773,0.11871209001809316,0.12077493391590209,0.29892575129831217,eng,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.23742418003618632
spec_dur_vowel2,0.21738005291437085,0.11490477629172755,0.13512143635438678,0.30057642369534554,eng,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.2298095525834551
vowel_periph_vowel2,0.08485931718448075,0.07269900837126818,0.03131946026893724,0.12575985244265553,eng,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.14539801674253636
f0_creak_ratio,0.24897106571643768,0.14566698808387846,0.1306953229022276,0.35962536077489315,eng,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.2913339761677569
spec_dur_vowel1,0.15142369153598864,0.10535713764583778,0.0650160079196682,0.22371668517887267,spa,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.21071427529167555
vowel_periph_vowel1,0.18317389238476972,0.11149929382008676,0.10410612372487897,0.2512139195621701,spa,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.22299858764017352
spec_dur_vowel2,0.16715741012629262,0.11845614933179525,0.07439117258059397,0.23068331064725978,spa,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.2369122986635905
vowel_periph_vowel2,0.16979262499865042,0.10020779367109407,0.09691697976148911,0.23307644539471556,spa,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.20041558734218815
f0_creak_ratio,0.32845238095429863,0.13175711869598103,0.2413546579303053,0.41911662831684193,spa,irb111,l3_eng,-4.302326744326879,-0.0775427669154291,0.26351423739196206
spec_dur_vowel1,0.4297272636052286,0.16157905037025386,0.30773279395308695,0.5573615420148387,eng,acj047,mono,,,0.3231581007405077
vowel_periph_vowel1,0.14636358111942976,0.10029994402117384,0.06390615336084092,0.21921350256508285,eng,acj047,mono,,,0.20059988804234768
spec_dur_vowel2,0.1667243284209614,0.11227855335354836,0.07458449499818007,0.24487041706291046,eng,acj047,mono,,,0.22455710670709672
vowel_periph_vowel2,0.12512177428441157,0.08201268181682961,0.06365264832352828,0.1793763715062788,eng,acj047,mono,,,0.16402536363365922
f0_creak_ratio,0.13206305256996861,0.09629185997222987,0.05901892493264103,0.18658066723019154,eng,acj047,mono,,,0.19258371994445975
spec_dur_vowel1,0.15623289868002588,0.123157916834477,0.06355684312324478,0.22162363133255958,cat,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.246315833668954
vowel_periph_vowel1,0.2684540541104166,0.14522318113008592,0.15706927560006045,0.37422798920460476,cat,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.29044636226017184
spec_dur_vowel2,0.1663335023964996,0.12385986709522946,0.06887266585821465,0.24460393809582232,cat,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.24771973419045892
vowel_periph_vowel2,0.25337806291530623,0.14413909432752012,0.13672466060122093,0.3611457653759371,cat,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.28827818865504024
f0_creak_ratio,0.15560148189775164,0.12225886225743277,0.06877294783540526,0.2090339851088685,cat,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.24451772451486553
spec_dur_vowel1,0.4093295052571594,0.1418679750000223,0.31575775479979873,0.5129924369639218,eng,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.2837359500000446
vowel_periph_vowel1,0.1718136825278599,0.11062487617044252,0.08622479783680859,0.2452473935798417,eng,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.22124975234088504
spec_dur_vowel2,0.14277967174324951,0.0825990358831022,0.08647122932149211,0.19580483295687712,eng,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.1651980717662044
vowel_periph_vowel2,0.10024199364148677,0.07083963433439411,0.04610075851507579,0.14704116141509269,eng,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.14167926866878822
f0_creak_ratio,0.17583514683024437,0.09754021817096084,0.10574089190223751,0.23445785572079605,eng,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.19508043634192168
spec_dur_vowel1,0.17084683778077128,0.09845167736742083,0.10082751074881831,0.23677934068534545,spa,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.19690335473484166
vowel_periph_vowel1,0.19478374258838516,0.10477893827359454,0.12173078523885736,0.2718549794163127,spa,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.20955787654718908
spec_dur_vowel2,0.282859071375376,0.15359577162822594,0.16929082684492056,0.39309501676504743,spa,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.30719154325645187
vowel_periph_vowel2,0.19773742228735985,0.12930608852865424,0.09411441619793176,0.27820886871552636,spa,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.2586121770573085
f0_creak_ratio,0.15377292596810768,0.11857604740192684,0.06024828934381497,0.2214002116929671,spa,acj297,l1_eng,3.7642109833802633,-1.2401008910090194,0.23715209480385369
spec_dur_vowel1,0.3229370621923969,0.14294710357871826,0.23378891654581807,0.4069016862383843,cat,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.2858942071574365
vowel_periph_vowel1,0.10556315463697685,0.08085638056176087,0.04206183279066079,0.1538974998493166,cat,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.16171276112352173
spec_dur_vowel2,0.18473076394852575,0.1361488623850666,0.07651009608893412,0.2748300959697628,cat,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.2722977247701332
vowel_periph_vowel2,0.2132530052599037,0.15185247609570385,0.09295454632488301,0.31324195402938404,cat,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.3037049521914077
f0_creak_ratio,0.17351601396219676,0.14199479121822034,0.05709807072138994,0.2613132372584408,cat,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.2839895824364407
spec_dur_vowel1,0.38509999564167785,0.11139870146925503,0.31344191701085167,0.47008886140691064,eng,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.22279740293851005
vowel_periph_vowel1,0.1543686281739323,0.0910533342414035,0.0874893601724887,0.21414042696605778,eng,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.182106668482807
spec_dur_vowel2,0.15392905298297602,0.08342128514207012,0.09276729498947653,0.2076793645857375,eng,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.16684257028414023
vowel_periph_vowel2,0.14047184816167874,0.0880405621302332,0.07885726544753946,0.19552986668673442,eng,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.1760811242604664
f0_creak_ratio,0.166130475039735,0.09496463216669096,0.0972756405980754,0.2244649761284114,eng,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.18992926433338192
spec_dur_vowel1,0.1893626247312934,0.14160770794425837,0.08351559550396523,0.27590462464905996,spa,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.28321541588851673
vowel_periph_vowel1,0.19874416055248129,0.14804714242943315,0.08189886670710671,0.29893365392274523,spa,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.2960942848588663
spec_dur_vowel2,0.19992950171182175,0.1526016050954603,0.08694223650981002,0.29085859748032594,spa,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.3052032101909206
vowel_periph_vowel2,0.2650967960354738,0.15384347497674986,0.15037492160715976,0.36264313020345207,spa,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.3076869499534997
f0_creak_ratio,0.14686691696892967,0.12494294823457054,0.04989543742033453,0.222351500398943,spa,acr108,l1_eng,3.094974148387531,-0.5075469861697175,0.24988589646914108
spec_dur_vowel1,0.2634400277065219,0.13117376395660002,0.16516563702094256,0.3537314824137882,cat,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.26234752791320004
vowel_periph_vowel1,0.17765858847443367,0.10387423009385317,0.09956719589153162,0.24324039312007695,cat,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.20774846018770635
spec_dur_vowel2,0.11943230630866844,0.08768670291649244,0.052645800913034155,0.1709463323528634,cat,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.17537340583298489
vowel_periph_vowel2,0.1468660698090671,0.09652462621866713,0.07284388539125228,0.20661752709125458,cat,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.19304925243733426
f0_creak_ratio,0.292603007701309,0.15544424296352422,0.1745234606126873,0.39879861651774984,cat,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.31088848592704843
spec_dur_vowel1,0.4286349842905331,0.12300803867241022,0.35201339798107223,0.5165747599016572,eng,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.24601607734482045
vowel_periph_vowel1,0.16443287962636424,0.09269446040782815,0.09420568081297886,0.22010961638967863,eng,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.1853889208156563
spec_dur_vowel2,0.13671764249915996,0.09043304390941623,0.06708974532700474,0.19710085350029138,eng,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.18086608781883246
vowel_periph_vowel2,0.14144940160499359,0.08737385801443422,0.07735254501630132,0.1997078893102237,eng,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.17474771602886843
f0_creak_ratio,0.1287650919789492,0.08409998820369408,0.06500032867604985,0.18169537592574478,eng,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.16819997640738815
spec_dur_vowel1,0.25253004074427843,0.15157914904750622,0.13578667291020763,0.35702163585756064,spa,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.30315829809501244
vowel_periph_vowel1,0.1599370975741043,0.133593416135934,0.04940110483098911,0.24924499674857986,spa,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.267186832271868
spec_dur_vowel2,0.22962036528858118,0.16161990940405185,0.10011820849205962,0.3446173889758638,spa,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.3232398188081037
vowel_periph_vowel2,0.17188118894746493,0.1215433974623424,0.08409863463378506,0.25044754991607426,spa,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.2430867949246848
f0_creak_ratio,0.18603130744557125,0.13390509048394417,0.07617917717016157,0.28000567290597905,spa,aei079,l1_eng,4.173198239823081,2.5764645690199823,0.26781018096788833
spec_dur_vowel1,0.22455484787963004,0.10549117676859769,0.15219742612765236,0.291304694046663,cat,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.21098235353719538
vowel_periph_vowel1,0.23096087480444033,0.11671720937250364,0.14297151704406927,0.3115218630665776,cat,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.23343441874500728
spec_dur_vowel2,0.19273204309551079,0.10286466558294703,0.11453357363195749,0.2589314432691138,cat,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.20572933116589406
vowel_periph_vowel2,0.1785433176027506,0.10730133614211919,0.09706274572873627,0.24245568097579367,cat,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.21460267228423838
f0_creak_ratio,0.17320891661766832,0.1030680846871419,0.09322703227098667,0.2432325836748377,cat,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.2061361693742838
spec_dur_vowel1,0.23408721702487365,0.11489568977644661,0.14817075011587336,0.313478450619055,eng,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.22979137955289322
vowel_periph_vowel1,0.19924014269523663,0.10816674302132685,0.11487040743574868,0.2749358688312701,eng,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.2163334860426537
spec_dur_vowel2,0.28999748778769874,0.1436918786823638,0.18420515623728811,0.3906665804260101,eng,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.2873837573647276
vowel_periph_vowel2,0.14051332835584757,0.08934685293022061,0.07444373620501898,0.1947232701141723,eng,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.17869370586044123
f0_creak_ratio,0.13616182413634337,0.10525197262015759,0.05564036181632728,0.20509795825159888,eng,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.21050394524031518
spec_dur_vowel1,0.25277123888551584,0.11697237049320422,0.1685655551761318,0.3296242544698368,spa,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.23394474098640844
vowel_periph_vowel1,0.2113782225963672,0.10033863370919795,0.14202518071790232,0.27435670219323416,spa,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.2006772674183959
spec_dur_vowel2,0.1781760197163679,0.10154381226466395,0.10033635849271116,0.23647904411705928,spa,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.2030876245293279
vowel_periph_vowel2,0.17886080215062622,0.10486521825404876,0.10159968216782331,0.24793583258867857,spa,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.20973043650809753
f0_creak_ratio,0.1788137166511228,0.10373392516586669,0.10381198446644596,0.24196801008488722,spa,aes050,l3_eng,-6.094123641930368,0.8278222155165195,0.20746785033173337
spec_dur_vowel1,0.13526666584027341,0.09703176696247187,0.059991930550567986,0.19855171190989704,cat,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.19406353392494374
vowel_periph_vowel1,0.19256604354894966,0.11126304352473435,0.10959478158508136,0.2676898600141412,cat,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.2225260870494687
spec_dur_vowel2,0.21317797993243418,0.13265872152332506,0.11668167500947153,0.3012732953820374,cat,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.2653174430466501
vowel_periph_vowel2,0.2698848343824149,0.14122092749639348,0.1614815045455363,0.369447929712743,cat,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.28244185499278696
f0_creak_ratio,0.1891044762959279,0.1179077649035665,0.10182582915649435,0.27055581151085695,cat,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.235815529807133
spec_dur_vowel1,0.36304630712374564,0.11308042905758503,0.2785787676892745,0.44441483611070903,eng,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.22616085811517006
vowel_periph_vowel1,0.16547854510132787,0.08726309153055223,0.10220177696278926,0.22142574771089887,eng,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.17452618306110446
spec_dur_vowel2,0.14416746208498163,0.08435971751651249,0.0820011487999783,0.2035734026020687,eng,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.16871943503302497
vowel_periph_vowel2,0.16632819719737818,0.08238849143453121,0.10747179326860974,0.21565989272977817,eng,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.16477698286906242
f0_creak_ratio,0.1609794884925666,0.09166925271627693,0.09182710304308879,0.22362532906245622,eng,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.18333850543255387
spec_dur_vowel1,0.13830106918479798,0.09461698080017644,0.06883170243110001,0.1901195465843935,spa,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.18923396160035288
vowel_periph_vowel1,0.19960076942349814,0.10873778281282179,0.11736600235040467,0.2739756538431435,spa,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.21747556562564357
spec_dur_vowel2,0.18021564632967058,0.105286486943654,0.09935809785549188,0.25134405306764096,spa,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.210572973887308
vowel_periph_vowel2,0.24885225780199494,0.11594118174643146,0.16484153770787235,0.3397914926890555,spa,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.23188236349286293
f0_creak_ratio,0.23303025726003834,0.11478691630600045,0.15803037890757457,0.3078455078111013,spa,ake031,l1_eng,4.930392874791377,-0.787288204850397,0.2295738326120009
spec_dur_vowel1,0.1544913776960566,0.09902376327838407,0.08526542077199842,0.21395775602131567,cat,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.19804752655676813
vowel_periph_vowel1,0.15807555131370904,0.09410460210881015,0.09175114941652313,0.2160917247616991,cat,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.1882092042176203
spec_dur_vowel2,0.22662501932236376,0.11613221454146573,0.14050540341672568,0.3025706195148604,cat,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.23226442908293146
vowel_periph_vowel2,0.2673931569533551,0.12543600467401592,0.1751417592643958,0.35142133793929353,cat,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.25087200934803183
f0_creak_ratio,0.19341489471451556,0.10628098565811112,0.11820701336118876,0.2699719324446682,cat,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.21256197131622223
spec_dur_vowel1,0.19707308765214418,0.1329644289193467,0.08985231141505197,0.282397515122207,eng,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.2659288578386934
vowel_periph_vowel1,0.1624028200392809,0.11443235064930965,0.0767891683660222,0.23517150945044835,eng,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.2288647012986193
spec_dur_vowel2,0.18705439215471326,0.12529202673185588,0.09234839520106226,0.2702142757843784,eng,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.25058405346371176
vowel_periph_vowel2,0.14270625699699832,0.10694043019483501,0.06096795615835012,0.21776909339902428,eng,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.21388086038967002
f0_creak_ratio,0.3107634431568634,0.1525820194912778,0.19884329358982145,0.4125976756234847,eng,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.3051640389825556
spec_dur_vowel1,0.29733180208379956,0.1338164873983413,0.20236412862506414,0.3881431496328629,spa,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.2676329747966826
vowel_periph_vowel1,0.15885307587768194,0.1043676052743127,0.07880218688270164,0.22151615394610144,spa,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.2087352105486254
spec_dur_vowel2,0.1492540087448864,0.10385782462315497,0.066953184932334,0.22090653925618975,spa,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.20771564924630995
vowel_periph_vowel2,0.16130163830164268,0.10151161648806209,0.0882716894117181,0.225285363436053,spa,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.20302323297612418
f0_creak_ratio,0.2332594749919893,0.12010220558940674,0.14558511894257978,0.30852453941053337,spa,ala054,l3_eng,-7.712637883394178,7.140590152356428,0.24020441117881347
spec_dur_vowel1,0.15531426355974562,0.09345217089543571,0.08504390823509629,0.2182088907727259,cat,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.18690434179087143
vowel_periph_vowel1,0.14474922974480492,0.09248920658878299,0.07779728798980548,0.1972680081432727,cat,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.18497841317756597
spec_dur_vowel2,0.334100456797685,0.14818405186640088,0.2220716913509991,0.43551204200002663,cat,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.29636810373280176
vowel_periph_vowel2,0.1794645374548896,0.1112276988528153,0.09997416379349539,0.24036454347713052,cat,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.2224553977056306
f0_creak_ratio,0.1863715124428748,0.13156334757815777,0.0840964979129986,0.2626897212839031,cat,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.26312669515631554
spec_dur_vowel1,0.20098570449898281,0.1085058692506076,0.11892320746820013,0.2710440218787068,eng,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.2170117385012152
vowel_periph_vowel1,0.13022523528942373,0.07830090839348958,0.07101528310094832,0.17919786176289595,eng,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.15660181678697915
spec_dur_vowel2,0.19321625063379314,0.09715728627215504,0.12279880484873719,0.2591206035991909,eng,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.1943145725443101
vowel_periph_vowel2,0.1503135747716363,0.08860884853858465,0.08199591186242253,0.2109030929006371,eng,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.1772176970771693
f0_creak_ratio,0.32525923480616414,0.12880665290860593,0.2314633801219334,0.4142916026134418,eng,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.25761330581721187
spec_dur_vowel1,0.16817235423988972,0.11593133692472686,0.07994429833751607,0.24658245680760194,spa,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.23186267384945372
vowel_periph_vowel1,0.22203260089451482,0.10742241661520134,0.14628558963578425,0.28611534620871204,spa,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.21484483323040268
spec_dur_vowel2,0.24251904836238958,0.1201817004491993,0.1571752616666422,0.31515982542791254,spa,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.2403634008983986
vowel_periph_vowel2,0.19798986687994072,0.11435090247339064,0.11454177039448858,0.2739573745411112,spa,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.22870180494678127
f0_creak_ratio,0.16928612962326514,0.10188039420804812,0.09090446517037373,0.24432488067108737,spa,alc125,l3_eng,-4.1332539027118536,1.4636854614500017,0.20376078841609624
spec_dur_vowel1,0.13520518392735484,0.09967534545206566,0.05797753896239089,0.20638769320128525,cat,als024,l1_eng,3.2760005768400657,-1.6933107434460264,0.19935069090413132
vowel_periph_vowel1,0.12777759923869605,0.08709012733640181,0.060860674264658715,0.1814108392446789,cat,als024,l1_eng,3.2760005768400657,-1.6933107434460264,0.17418025467280362
spec_dur_vowel2,0.15288286389690361,0.10605081510690915,0.07457555767224748,0.2203075815306513,cat,als024,l1_eng,3.2760005768400657,-1.6933107434460264,0.2121016302138183
vowel_periph_vowel2,0.2687532161593641,0.1192535396977482,0.18491924488245465,0.35475235065284916,cat,als024,l1_eng,3.2760005768400657,-1.6933107434460264,0.2385070793954964
f0_creak_ratio,0.3153811367776813,0.1385357378433533,0.22513371104251895,0.4019650637632321,cat,als024,l1_eng,3.2760005768400657,-1.6933107434460264,0.2770714756867066
spec_dur_vowel1,0.4454815932336728,0.16128315051249084,0.33198479241066997,0.558634838059647,eng,als024,l1_eng,3.2760005768400657,-1.6933107434460264,0.3225663010249817
