key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trialcatalan,participant ID,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,trial_randomizer.thisRepN,trial_randomizer.thisTrialN,trial_randomizer.thisN,trial_randomizer.thisIndex,trial_randomizer.ran,fillertarget,stress,wordcatalan,verbcatalan,rand_12,block_randomizer.thisRepN,block_randomizer.thisTrialN,block_randomizer.thisN,block_randomizer.thisIndex,block_randomizer.ran,condsFile,key_resp_5.keys,key_resp_5.rt,mainTrialRep.thisRepN,mainTrialRep.thisTrialN,mainTrialRep.thisN,mainTrialRep.thisIndex,mainTrialRep.ran,trial_randomizer2.thisRepN,trial_randomizer2.thisTrialN,trial_randomizer2.thisN,trial_randomizer2.thisIndex,trial_randomizer2.ran,block_randomizer2.thisRepN,block_randomizer2.thisTrialN,block_randomizer2.thisN,block_randomizer2.thisIndex,block_randomizer2.ran
space,110.2577,space,13.0261,0,0,0,2,1,"""Voldria una mica de cafè"" —pensa complaguda.",,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,6.0575,0,1,1,0,1,"""Ha regalat un pastís al seu nebot"" —va pensar confiat.",,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,6.0371,0,2,2,1,1,"""Depèn de la temporada"" —explica seriòs.",,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,6.3048,0,3,3,3,1,"""T'estimo molt"" —va sospirar content.",,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,space,1.4457,space,5.029,0,0,0,2,1,target,ultimate,"""Aquest és el camí més curt"" —la va descaminar complagut.",descaminar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,7.3401,0,1,1,12,1,target,ultimate,"""Aquest verí va molt bé"" —va exterminar complaguda.",exterminar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,5.7111,0,2,2,3,1,target,penultimate,"""La senyora Martí renuncia al seu càrrec"" —dissemina prematura.",disseminar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,10.8008,0,3,3,0,1,target,ultimate,"""No m'agraden gens les curses de braus"" —va abominar plena.",abominar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,8.9204,0,4,4,13,1,target,penultimate,"""Aquest gen es diu beta"" —denomina concret.",denominar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,9.608,0,5,5,5,1,target,penultimate,"""Bon Nadal a tots"" —il·lumina content.",illuminar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,13.4075,0,6,6,1,1,target,penultimate,"""La massa de l'àtom és mesurable"" —determina complaguda.",determinar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,17.6899,0,7,7,7,1,target,penultimate,"""No m'agrada que em truquis"" —li recrimina seriosa.",recriminar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,9.2163,0,8,8,11,1,target,penultimate,"""Vostès són les culpables"" —les incrimina confiat.",incriminar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,12.1997,0,9,9,10,1,target,ultimate,"""Érem a casa a l'hora del crim"" —va eliminar segura.",eliminar,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2023-04-25_09h57.26.713,catalan_exp2,2022.1.4,Win32,6.02511267,,,space,15.2176,0,10,10,6,1,target,ultimate,"""Llegiu aquests articles"" —les va encaminar tímida.",encaminar,2,,,,,,,,,,,,,,,,,,,,,,,
