SubjID,partID,block,trial,file1,filedur,loadtime,status,response,rt
2644d8e57af4a9,acr108,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur3,434,10,OK,ponDISS,710
2644d8e57af4a9,acr108,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur4,407,10,OK,ponDISS,617
2644d8e57af4a9,acr108,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st1,414,10,OK,PONdiss,700
2644d8e57af4a9,acr108,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,10,OK,ponDISS,825
2644d8e57af4a9,acr108,2,illegal_key,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st4,425,10,OK,PONdiss,1093
2644d8e57af4a9,acr108,2,illegal_key,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,10,OK,ponDISS,991
2644d8e57af4a9,acr108,2,illegal_key,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur3,434,10,OK,PONdiss,1485
2644d8e57af4a9,acr108,2,illegal_key,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur1,478,10,OK,PONdiss,662
2644d8e57af4a9,acr108,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur3,434,10,OK,ponDISS,622
2644d8e57af4a9,acr108,2,illegal_key,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur1,478,10,OK,PONdiss,780
2644d8e57af4a9,acr108,2,illegal_key,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,15,OK,PONdiss,738
2644d8e57af4a9,acr108,2,illegal_key,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,10,OK,ponDISS,1420
2644d8e57af4a9,acr108,2,illegal_key,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur3,429,10,OK,ponDISS,1092
2644d8e57af4a9,acr108,2,illegal_key,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur1,478,10,OK,PONdiss,668
2644d8e57af4a9,acr108,2,illegal_key,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur1,498,10,OK,PONdiss,667
2644d8e57af4a9,acr108,2,illegal_key,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,10,OK,PONdiss,617
2644d8e57af4a9,acr108,2,illegal_key,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur1,482,10,OK,PONdiss,742
2644d8e57af4a9,acr108,2,illegal_key,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,5,OK,PONdiss,829
2644d8e57af4a9,acr108,2,illegal_key,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur3,453,5,OK,ponDISS,936
2644d8e57af4a9,acr108,2,illegal_key,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur4,418,5,OK,ponDISS,617
2644d8e57af4a9,acr108,2,illegal_key,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st1,425,10,OK,ponDISS,554
2644d8e57af4a9,acr108,2,illegal_key,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,10,OK,PONdiss,1068
2644d8e57af4a9,acr108,2,illegal_key,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,15,OK,PONdiss,781
2644d8e57af4a9,acr108,2,illegal_key,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st4,414,10,OK,ponDISS,1372
2644d8e57af4a9,acr108,2,illegal_key,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,10,OK,PONdiss,1420
2644d8e57af4a9,acr108,2,illegal_key,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st4,422,10,OK,PONdiss,872
2644d8e57af4a9,acr108,2,illegal_key,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st3,438,10,OK,ponDISS,874
2644d8e57af4a9,acr108,2,illegal_key,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st4,438,10,OK,PONdiss,778
2644d8e57af4a9,acr108,2,illegal_key,68,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st3,422,10,OK,ponDISS,894
2644d8e57af4a9,acr108,2,illegal_key,69,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur4,411,10,OK,ponDISS,532
2644d8e57af4a9,acr108,2,illegal_key,70,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur4,411,10,OK,ponDISS,477
2644d8e57af4a9,acr108,2,illegal_key,71,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur4,411,10,OK,ponDISS,960
2644d8e57af4a9,acr108,2,illegal_key,72,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,10,OK,PONdiss,560
2644d8e57af4a9,acr108,2,illegal_key,73,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,10,OK,ponDISS,763
2644d8e57af4a9,acr108,2,illegal_key,74,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur5,389,15,OK,ponDISS,543
2644d8e57af4a9,acr108,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur2,463,10,OK,PONdiss,1642
2644d8e57af4a9,acr108,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st4,425,10,OK,ponDISS,1002
2644d8e57af4a9,acr108,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,10,OK,PONdiss,992
2644d8e57af4a9,acr108,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur3,434,10,OK,PONdiss,859
2644d8e57af4a9,acr108,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st1,422,10,OK,PONdiss,1519
2644d8e57af4a9,acr108,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur2,456,10,OK,PONdiss,900
2644d8e57af4a9,acr108,2,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,10,OK,PONdiss,985
2644d8e57af4a9,acr108,2,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur5,393,10,OK,ponDISS,727
2644d8e57af4a9,acr108,2,illegal_key,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur2,456,10,OK,PONdiss,712
2644d8e57af4a9,acr108,2,illegal_key,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,10,OK,PONdiss,932
2644d8e57af4a9,acr108,2,illegal_key,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st3,414,10,OK,PONdiss,1097
2644d8e57af4a9,acr108,2,illegal_key,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur3,434,10,OK,PONdiss,935
2644d8e57af4a9,acr108,2,illegal_key,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur5,396,10,OK,ponDISS,1067
2644d8e57af4a9,acr108,2,illegal_key,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur4,407,10,OK,ponDISS,1053
2644d8e57af4a9,acr108,2,illegal_key,14,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,10,OK,ponDISS,970
2644d8e57af4a9,acr108,2,illegal_key,15,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,10,OK,ponDISS,875
2644d8e57af4a9,acr108,2,illegal_key,16,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,10,OK,ponDISS,945
2644d8e57af4a9,acr108,2,illegal_key,17,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st5,418,10,OK,ponDISS,677
2644d8e57af4a9,acr108,2,illegal_key,18,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur1,478,10,OK,PONdiss,625
2644d8e57af4a9,acr108,2,illegal_key,19,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st2,422,10,OK,ponDISS,712
2644d8e57af4a9,acr108,2,illegal_key,20,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st2,414,10,OK,ponDISS,1051
2644d8e57af4a9,acr108,2,illegal_key,21,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur2,451,10,OK,PONdiss,741
2644d8e57af4a9,acr108,2,illegal_key,22,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,10,OK,ponDISS,1337
2644d8e57af4a9,acr108,2,illegal_key,23,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st5,425,10,OK,ponDISS,1579
2644d8e57af4a9,acr108,2,illegal_key,24,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,15,OK,PONdiss,532
2644d8e57af4a9,acr108,2,illegal_key,25,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st3,438,10,OK,ponDISS,777
2644d8e57af4a9,acr108,2,illegal_key,26,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur2,456,10,OK,ponDISS,1137
2644d8e57af4a9,acr108,2,illegal_key,27,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st5,422,10,OK,PONdiss,1460
2644d8e57af4a9,acr108,2,illegal_key,28,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur4,411,10,OK,ponDISS,850
2644d8e57af4a9,acr108,2,illegal_key,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st5,438,10,OK,PONdiss,860
2644d8e57af4a9,acr108,2,illegal_key,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur3,441,10,OK,ponDISS,1113
2644d8e57af4a9,acr108,2,illegal_key,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur3,434,10,OK,ponDISS,1343
2644d8e57af4a9,acr108,2,illegal_key,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur5,389,10,OK,ponDISS,715
2644d8e57af4a9,acr108,2,illegal_key,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,15,OK,PONdiss,756
2644d8e57af4a9,acr108,2,illegal_key,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st3,425,15,OK,ponDISS,687
2644d8e57af4a9,acr108,2,illegal_key,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st4,422,10,OK,ponDISS,818
2644d8e57af4a9,acr108,2,illegal_key,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,10,OK,ponDISS,696
2644d8e57af4a9,acr108,2,illegal_key,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur5,389,10,OK,PONdiss,1023
2644d8e57af4a9,acr108,2,illegal_key,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur3,434,10,OK,ponDISS,1152
2644d8e57af4a9,acr108,2,illegal_key,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st1,414,10,OK,ponDISS,865
2644d8e57af4a9,acr108,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st3,422,10,OK,PONdiss,723
2644d8e57af4a9,acr108,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur4,411,10,OK,ponDISS,753
2644d8e57af4a9,acr108,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st2,418,10,OK,ponDISS,1051
2644d8e57af4a9,acr108,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur4,411,10,OK,ponDISS,920
2644d8e57af4a9,acr108,2,illegal_key,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur5,389,10,OK,ponDISS,1022
2644d8e57af4a9,acr108,2,illegal_key,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur5,389,10,OK,ponDISS,689
2644d8e57af4a9,acr108,2,illegal_key,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur1,498,10,OK,PONdiss,605
2644d8e57af4a9,acr108,2,illegal_key,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur2,460,10,OK,PONdiss,2022
2644d8e57af4a9,acr108,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur1,478,10,OK,PONdiss,656
2644d8e57af4a9,acr108,2,illegal_key,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st1,438,10,OK,ponDISS,800
2644d8e57af4a9,acr108,2,illegal_key,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur3,453,10,OK,ponDISS,658
2644d8e57af4a9,acr108,2,illegal_key,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur5,389,10,OK,ponDISS,697
2644d8e57af4a9,acr108,2,illegal_key,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st1,418,10,OK,ponDISS,901
2644d8e57af4a9,acr108,2,illegal_key,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,10,OK,ponDISS,688
2644d8e57af4a9,acr108,2,illegal_key,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur1,485,10,OK,PONdiss,635
2644d8e57af4a9,acr108,2,illegal_key,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur3,434,10,OK,ponDISS,810
2644d8e57af4a9,acr108,2,illegal_key,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur4,411,10,OK,ponDISS,1174
2644d8e57af4a9,acr108,2,illegal_key,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur1,478,10,OK,PONdiss,760
2644d8e57af4a9,acr108,2,illegal_key,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur1,482,10,OK,PONdiss,698
2644d8e57af4a9,acr108,2,illegal_key,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st4,414,10,OK,ponDISS,688
2644d8e57af4a9,acr108,2,illegal_key,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,10,OK,ponDISS,920
2644d8e57af4a9,acr108,2,illegal_key,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur1,478,10,OK,PONdiss,634
2644d8e57af4a9,acr108,2,illegal_key,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur1,478,10,OK,PONdiss,664
2644d8e57af4a9,acr108,2,illegal_key,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur4,411,10,OK,ponDISS,894
2644d8e57af4a9,acr108,2,illegal_key,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,10,OK,PONdiss,951
2644d8e57af4a9,acr108,2,illegal_key,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st4,438,10,OK,ponDISS,1290
2644d8e57af4a9,acr108,2,illegal_key,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st1,425,10,OK,ponDISS,835
2644d8e57af4a9,acr108,2,illegal_key,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st4,418,10,OK,ponDISS,715
2644d8e57af4a9,acr108,2,illegal_key,68,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur5,389,10,OK,ponDISS,727
2644d8e57af4a9,acr108,2,illegal_key,69,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur3,434,15,OK,ponDISS,496
2644d8e57af4a9,acr108,2,illegal_key,70,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur3,438,10,OK,PONdiss,768
2644d8e57af4a9,acr108,2,illegal_key,71,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,15,OK,PONdiss,564
2644d8e57af4a9,acr108,2,illegal_key,72,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur4,418,10,OK,ponDISS,648
2644d8e57af4a9,acr108,2,illegal_key,73,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur3,429,10,OK,ponDISS,1927
2644d8e57af4a9,acr108,2,illegal_key,74,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur2,475,10,OK,PONdiss,613
264657fc78c40d,ars086,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,690,slow_response,CONvict,6679
264657fc78c40d,ars086,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,100,OK,CONvict,1971
264657fc78c40d,ars086,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_2,559,1015,OK,CONvict,1716
264657fc78c40d,ars086,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_1,450,445,OK,conVICT,2179
264657fc78c40d,ars086,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,360,OK,conVICT,1150
264657fc78c40d,ars086,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,75,OK,conVICT,1040
264657fc78c40d,ars086,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur5,396,430,OK,PONdiss,1595
264657fc78c40d,ars086,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur2,451,450,OK,ponDISS,1165
264657fc78c40d,ars086,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,520,OK,PONdiss,1428
264657fc78c40d,ars086,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,475,OK,PONdiss,1566
264657fc78c40d,ars086,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur2,460,345,OK,PONdiss,1798
264657fc78c40d,ars086,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur3,429,515,OK,ponDISS,2040
264657fc78c40d,ars086,2,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur3,441,470,OK,PONdiss,2510
264657fc78c40d,ars086,2,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur3,434,435,OK,PONdiss,1498
264657fc78c40d,ars086,2,illegal_key,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur2,456,415,OK,PONdiss,969
264657fc78c40d,ars086,2,illegal_key,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st2,422,695,OK,PONdiss,1202
264657fc78c40d,ars086,2,illegal_key,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st1,414,415,OK,PONdiss,2035
264657fc78c40d,ars086,2,illegal_key,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur1,478,390,OK,PONdiss,2557
264657fc78c40d,ars086,2,illegal_key,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,360,OK,ponDISS,2433
264657fc78c40d,ars086,2,illegal_key,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st1,422,540,OK,PONdiss,3217
264657fc78c40d,ars086,2,illegal_key,14,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur1,482,540,OK,ponDISS,2833
264657fc78c40d,ars086,2,illegal_key,15,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st2,418,500,OK,PONdiss,2485
264657fc78c40d,ars086,2,illegal_key,16,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur4,411,435,OK,PONdiss,2278
264657fc78c40d,ars086,2,illegal_key,17,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st1,425,440,OK,PONdiss,2121
264657fc78c40d,ars086,2,illegal_key,18,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,395,OK,PONdiss,2812
264657fc78c40d,ars086,2,illegal_key,19,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st1,438,395,OK,PONdiss,3907
264657fc78c40d,ars086,2,illegal_key,20,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur4,418,360,OK,PONdiss,3381
264657fc78c40d,ars086,2,illegal_key,21,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st4,425,415,OK,PONdiss,3077
264657fc78c40d,ars086,2,illegal_key,22,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,470,OK,PONdiss,1810
264657fc78c40d,ars086,2,illegal_key,23,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur3,438,500,OK,PONdiss,1741
264657fc78c40d,ars086,2,illegal_key,24,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,360,OK,PONdiss,1153
264657fc78c40d,ars086,2,illegal_key,25,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur5,389,340,OK,PONdiss,1325
264657fc78c40d,ars086,2,illegal_key,26,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,510,OK,PONdiss,1639
264657fc78c40d,ars086,2,illegal_key,27,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur2,456,350,OK,PONdiss,1334
264657fc78c40d,ars086,2,illegal_key,28,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st2,414,360,OK,PONdiss,1624
264657fc78c40d,ars086,2,illegal_key,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st3,422,520,OK,PONdiss,1396
264657fc78c40d,ars086,2,illegal_key,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur2,475,415,OK,PONdiss,2516
264657fc78c40d,ars086,2,illegal_key,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur3,434,490,OK,PONdiss,1240
264657fc78c40d,ars086,2,illegal_key,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur5,389,445,OK,ponDISS,2556
264657fc78c40d,ars086,2,illegal_key,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,390,OK,PONdiss,2122
264657fc78c40d,ars086,2,illegal_key,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur5,389,385,OK,ponDISS,2128
264657fc78c40d,ars086,2,illegal_key,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur3,434,350,OK,PONdiss,2215
264657fc78c40d,ars086,2,illegal_key,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur4,411,550,OK,ponDISS,1706
264657fc78c40d,ars086,2,illegal_key,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,400,OK,PONdiss,2057
264657fc78c40d,ars086,2,illegal_key,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st5,418,410,OK,PONdiss,1470
264657fc78c40d,ars086,2,illegal_key,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st4,414,540,OK,PONdiss,1376
264657fc78c40d,ars086,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur2,456,460,OK,PONdiss,1307
264657fc78c40d,ars086,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur4,411,415,OK,PONdiss,1363
264657fc78c40d,ars086,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st3,438,535,OK,PONdiss,1171
264657fc78c40d,ars086,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st5,422,490,OK,PONdiss,2122
264657fc78c40d,ars086,2,illegal_key,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur3,434,410,OK,PONdiss,2543
264657fc78c40d,ars086,2,illegal_key,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st5,425,360,OK,PONdiss,1736
264657fc78c40d,ars086,2,illegal_key,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur1,485,360,OK,PONdiss,1252
264657fc78c40d,ars086,2,illegal_key,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur2,463,495,OK,PONdiss,1176
264657fc78c40d,ars086,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur4,411,350,OK,PONdiss,2762
264657fc78c40d,ars086,2,illegal_key,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,535,OK,PONdiss,3127
264657fc78c40d,ars086,2,illegal_key,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,420,OK,ponDISS,2254
264657fc78c40d,ars086,2,illegal_key,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st4,438,340,OK,PONdiss,1438
264657fc78c40d,ars086,2,illegal_key,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st3,425,400,OK,PONdiss,1554
264657fc78c40d,ars086,2,illegal_key,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur1,478,375,OK,PONdiss,1811
264657fc78c40d,ars086,2,illegal_key,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,1185,OK,PONdiss,1393
