SubjID,partID,list,block,trial,file1,filedur,loadtime,status,response,rt
1636e84f00f216,0,1,1,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_s3,441,215,OK,pondis,645
1636e84f00f216,0,1,1,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s4,441,370,OK,pondís,661
1636e84f00f216,0,1,1,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur3,448,220,OK,pondís,532
1636e84f00f216,0,1,1,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s4,450,75,OK,pondis,511
1636e84f00f216,0,1,1,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur5,447,320,OK,pondís,529
1636e84f00f216,0,1,1,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_dur5,474,390,OK,pondis,619
1636e84f00f216,0,1,1,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_s3,441,95,OK,pondís,526
1636e84f00f216,0,1,1,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_dur5,475,210,OK,pondís,551
1636e84f00f216,0,1,1,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur1,449,90,OK,pondis,596
1636e84f00f216,0,1,1,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s3,441,70,OK,pondis,758
1636e84f00f216,0,1,1,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur2,448,85,OK,pondis,692
1636e84f00f216,0,1,1,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s5,450,285,OK,pondís,676
1636e84f00f216,0,1,1,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur4,482,350,OK,pondis,713
1636e84f00f216,0,1,1,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_s4,441,145,OK,pondís,659
1636e84f00f216,0,1,1,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur2,448,160,OK,pondis,648
1636e84f00f216,0,1,1,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_s5,441,135,OK,pondis,734
1636e84f00f216,0,1,1,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s6,450,185,OK,pondís,708
1636e84f00f216,0,1,1,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur3,448,345,OK,pondis,667
1636e84f00f216,0,1,1,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur6,480,340,OK,pondís,503
1636e84f00f216,0,1,1,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_s4,451,335,OK,pondís,664
1636e84f00f216,0,1,1,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur3,448,335,OK,pondís,528
1636e84f00f216,0,1,1,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s6,441,175,OK,pondís,607
1636e84f00f216,0,1,1,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s1,450,140,OK,pondís,647
1636e84f00f216,0,1,1,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur5,474,105,OK,pondís,628
1636e84f00f216,0,1,1,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_dur6,474,115,OK,pondís,656
1636e84f00f216,0,1,1,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_s5,441,125,OK,pondis,501
1636e84f00f216,0,1,1,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur5,447,270,OK,pondís,431
1636e84f00f216,0,1,1,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s5,441,115,OK,pondís,557
1636e84f00f216,0,1,1,68,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur5,447,190,OK,pondís,658
1636e84f00f216,0,1,1,69,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur3,448,85,OK,pondís,617
1636e84f00f216,0,1,1,70,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur1,449,150,OK,pondis,572
1636e84f00f216,0,1,1,71,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_dur3,482,220,OK,pondis,587
1636e84f00f216,0,1,1,72,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur3,475,95,OK,pondís,632
1636e84f00f216,0,1,1,73,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_s6,441,265,OK,pondis,669
1636e84f00f216,0,1,1,74,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur6,447,155,OK,pondís,623
1636e84f00f216,0,1,1,75,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_s3,451,310,OK,pondis,536
1636e84f00f216,0,1,1,76,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur3,448,85,OK,pondis,796
1636e84f00f216,0,1,1,77,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur6,447,220,OK,pondis,846
1636e84f00f216,0,1,1,78,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur1,448,380,OK,pondís,942
1636e84f00f216,0,1,1,79,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_s4,441,145,OK,pondis,592
1636e84f00f216,0,1,1,80,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st6_dur5,448,120,OK,pondis,566
1636e84f00f216,0,1,1,81,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st6_dur2,449,85,OK,pondis,629
1636e84f00f216,0,1,1,82,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur1,484,90,OK,pondis,662
1636e84f00f216,0,1,1,83,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur6,480,865,early_response,pondis,616
1636e84f00f216,0,1,1,84,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur4,448,495,OK,pondís,549
1636e84f00f216,0,1,1,85,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur1,484,880,OK,pondis,701
1636e84f00f216,0,1,1,86,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s3,450,610,OK,pondís,692
1636e84f00f216,0,1,1,87,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur2,483,410,OK,pondis,617
1636e84f00f216,0,1,1,88,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_s2,441,415,OK,pondís,762
1636e84f00f216,0,1,1,89,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur4,448,380,OK,pondís,667
1636e84f00f216,0,1,1,90,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s1,441,555,OK,pondís,659
1636e84f00f216,0,1,1,91,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur2,449,470,OK,pondís,701
1636e84f00f216,0,1,1,92,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s2,441,530,OK,pondís,694
1636e84f00f216,0,1,1,93,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur1,449,480,OK,pondís,639
1636e84f00f216,0,1,1,94,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur3,482,275,OK,pondís,586
1636e84f00f216,0,1,1,95,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur2,483,285,OK,pondís,696
1636e84f00f216,0,1,1,96,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_s1,441,430,OK,pondís,670
1636e84f00f216,0,1,1,97,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur2,448,410,OK,pondís,519
1636e84f00f216,0,1,1,98,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_s4,441,310,OK,pondís,629
1636e84f00f216,0,1,1,99,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur3,483,440,OK,pondís,575
1636e84f00f216,0,1,1,100,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur5,447,570,OK,pondís,658
1636e84f00f216,0,1,1,101,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st6_dur6,447,185,OK,pondís,1869
1636e84f00f216,0,1,1,102,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_dur4,475,295,OK,pondís,767
1636e84f00f216,0,1,1,103,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st6_dur1,449,430,OK,pondís,576
1636e84f00f216,0,1,1,104,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur5,475,155,OK,pondís,866
1636e84f00f216,0,1,1,105,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur4,482,175,OK,pondís,645
1636e84f00f216,0,1,1,106,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur5,448,165,OK,pondís,754
1636e84f00f216,0,1,1,107,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_s5,451,125,OK,pondís,550
1636e84f00f216,0,1,2,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st6_dur3,448,20,OK,pondis,1064
1636e84f00f216,0,1,2,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s3,441,20,OK,pondis,539
1636e84f00f216,0,1,2,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur5,447,20,OK,pondis,940
1636e84f00f216,0,1,2,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur6,447,20,OK,pondís,543
1636e84f00f216,0,1,2,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur6,480,20,OK,pondís,544
1636e84f00f216,0,1,2,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_dur6,474,20,OK,pondis,524
1636e84f00f216,0,1,2,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_s1,441,20,OK,pondís,503
1636e84f00f216,0,1,2,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur3,448,20,OK,pondís,751
1636e84f00f216,0,1,2,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_dur4,475,15,OK,pondís,709
1636e84f00f216,0,1,2,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur6,447,20,OK,pondís,841
1636e84f00f216,0,1,2,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur1,484,20,OK,pondis,900
1636e84f00f216,0,1,2,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur5,448,20,OK,pondís,892
1636e84f00f216,0,1,2,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur3,482,20,OK,pondis,812
1636e84f00f216,0,1,2,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur2,448,20,OK,pondís,700
1636e84f00f216,0,1,2,14,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_dur6,474,20,OK,pondis,701
1636e84f00f216,0,1,2,15,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur2,448,20,OK,pondís,991
1636e84f00f216,0,1,2,16,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_dur5,474,25,OK,pondis,926
1636e84f00f216,0,1,2,17,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s1,450,20,OK,pondis,927
1636e84f00f216,0,1,2,18,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur5,447,15,OK,pondís,1197
1636e84f00f216,0,1,2,19,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur1,449,25,OK,pondis,657
1636e84f00f216,0,1,2,20,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur6,480,15,OK,pondís,658
1636e84f00f216,0,1,2,21,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_s6,451,20,OK,pondís,969
1636e84f00f216,0,1,2,22,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_s5,441,20,OK,pondis,683
1636e84f00f216,0,1,2,23,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_dur3,482,15,OK,pondís,806
1636e84f00f216,0,1,2,24,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur1,449,20,OK,pondis,1034
1636e84f00f216,0,1,2,25,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_dur3,476,20,OK,pondís,824
1636e84f00f216,0,1,2,26,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur5,447,20,OK,pondis,815
1636e84f00f216,0,1,2,27,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur3,448,20,OK,pondís,890
1636e84f00f216,0,1,2,28,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur1,484,20,OK,pondis,859
1636e84f00f216,0,1,2,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_s3,451,20,OK,pondís,790
1636e84f00f216,0,1,2,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur3,448,15,OK,pondis,1088
1636e84f00f216,0,1,2,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur6,474,20,OK,pondís,888
1636e84f00f216,0,1,2,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur1,484,20,OK,pondís,1436
1636e84f00f216,0,1,2,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur3,483,20,OK,pondis,739
1636e84f00f216,0,1,2,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur6,447,15,OK,pondís,626
1636e84f00f216,0,1,2,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur2,483,15,OK,pondís,704
1636e84f00f216,0,1,2,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_dur1,484,15,OK,pondis,794
1636e84f00f216,0,1,2,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur3,475,15,OK,pondís,700
1636e84f00f216,0,1,2,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st5_dur2,449,25,OK,pondis,568
1636e84f00f216,0,1,2,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_dur5,474,15,OK,pondís,566
1636e84f00f216,0,1,2,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur6,447,20,OK,pondis,700
1636e84f00f216,0,1,2,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st6_dur5,448,20,OK,pondís,669
1636e84f00f216,0,1,2,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_s5,451,25,OK,pondis,761
1636e84f00f216,0,1,2,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur3,448,20,OK,pondis,895
1636e84f00f216,0,1,2,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s2,441,25,OK,pondis,880
1636e84f00f216,0,1,2,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_s3,441,15,OK,pondis,758
1636e84f00f216,0,1,2,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f1_dur4,482,25,OK,pondís,991
1636e84f00f216,0,1,2,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f2_s6,441,20,OK,pondís,862
1636e84f00f216,0,1,2,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur4,482,20,OK,pondis,1110
1636e84f00f216,0,1,2,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s4,441,20,OK,pondis,1033
1636e84f00f216,0,1,2,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_s1,441,20,OK,pondís,1106
1636e84f00f216,0,1,2,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur1,449,20,OK,pondís,666
1636e84f00f216,0,1,2,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s5,450,20,OK,pondis,663
1636e84f00f216,0,1,2,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st3_dur4,448,20,OK,pondis,526
1636e84f00f216,0,1,2,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_s1,451,25,OK,pondís,701
1636e84f00f216,0,1,2,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur1,449,20,OK,pondís,727
1636e84f00f216,0,1,2,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st2_dur4,448,15,OK,pondis,973
1636e84f00f216,0,1,2,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f3_dur5,474,15,OK,pondis,903
1636e84f00f216,0,1,2,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st4_dur2,448,20,OK,pondis,742
1636e84f00f216,0,1,2,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_s5,441,20,OK,pondís,733
1636e84f00f216,0,1,2,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f6_dur5,475,20,OK,pondis,679
1636e84f00f216,0,1,2,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_s3,441,20,OK,pondís,759
1636e84f00f216,0,1,2,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur5,475,15,OK,pondis,651
1636e84f00f216,0,1,2,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st6_dur2,449,20,OK,pondís,701
1636e84f00f216,0,1,2,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f5_s4,450,15,OK,pondís,682
1636e84f00f216,0,1,2,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/st1_dur1,448,20,OK,pondis,731
1636e84f00f216,0,1,2,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_dur2,483,20,OK,pondís,730
1636e84f00f216,0,1,2,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/cat_perception_stimuli/f4_s6,441,20,OK,pondís,644
