Filename	Label	seg_Start	seg_End	H1c_mean	H2c_mean	H4c_mean	A1c_mean	A2c_mean	A3c_mean	H1H2c_mean	H2H4c_mean	H1A1c_mean	H1A2c_mean	H1A3c_mean	CPP_mean	Energy_mean	HNR05_mean	HNR15_mean	HNR25_mean	HNR35_mean	SHR_mean	H1u_mean	H2u_mean	H4u_mean	A1u_mean	A2u_mean	A3u_mean	H1H2u_mean	H2H4u_mean	H1A1u_mean	H1A2u_mean	H1A3u_mean	strF0_mean	sF0_mean	pF0_mean	shrF0_mean	sF1_mean	sF2_mean	sF3_mean	sF4_mean	pF1_mean	pF2_mean	pF3_mean	pF4_mean	sB1_mean	sB2_mean	sB3_mean	sB4_mean	pB1_mean	pB2_mean	pB3_mean	pB4_mean	
dis022_english_exp2_e.mat	"pen"	2080.000	2120.271	0	0	0	0	0	0	0	0	0	0	0	0	2.175	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	156.480	139.894	154.334	151.117	189.513	1428.032	3261.627	4313.484	1014.226	1485.648	3171.267	4148.593	173.626	201.544	349.351	537.803	481.703	395.455	409.737	1549.193	
dis022_english_exp2_e.mat	"ult"	2194.319	2240.000	0	0	0	0	0	0	0	0	0	0	0	0	17.633	0	0	0	0	0.627	0	0	0	0	0	0	0	0	0	0	0	150.849	148.091	150.450	166.433	478.837	1813.604	2657.351	3545.470	552.240	1791.376	2558.287	2868.984	166.520	291.710	221.712	368.214	167.911	195.512	174.922	215.423	
dis022_english_exp2_e.mat	"pen"	7083.300	7127.118	0	0	0	0	0	0	0	0	0	0	0	0	14.911	0	0	0	0	0.370	0	0	0	0	0	0	0	0	0	0	0	144.333	0.000	47.888	142.425	355.743	2053.355	2687.815	2983.233	410.884	2070.089	2679.340	2963.478	85.118	145.492	139.257	259.069	256.901	91.913	97.077	159.527	
dis022_english_exp2_e.mat	"ult"	7289.253	7327.635	0	0	0	0	0	0	0	0	0	0	0	0	5.160	0	0	0	0	0.364	0	0	0	0	0	0	0	0	0	0	0	149.889	0.000	0	165.814	419.234	808.251	1524.011	3341.697	615.264	811.016	1635.214	3212.878	136.003	120.979	207.350	570.133	403.616	486.681	445.041	605.037	
dis022_english_exp2_e.mat	"pen"	11758.800	11789.231	0	0	0	0	0	0	0	0	0	0	0	0	10.113	0	0	0	0	0.827	0	0	0	0	0	0	0	0	0	0	0	142.194	19.244	0	143.791	417.345	1586.486	2628.211	3011.335	523.171	1591.856	2592.152	2919.478	144.088	180.324	111.532	136.897	197.117	102.529	137.218	298.594	
dis022_english_exp2_e.mat	"ult"	11895.257	11954.375	0	0	0	0	0	0	0	0	0	0	0	0	27.198	0	0	0	0	0.209	0	0	0	0	0	0	0	0	0	0	0	161.504	161.007	159.822	161.285	498.328	1588.842	2391.491	2895.754	547.033	1624.026	2391.594	2863.320	75.546	239.778	225.947	346.193	117.274	161.207	148.243	219.716	
dis022_english_exp2_e.mat	"pen"	16213.723	16232.394	0	0	0	0	0	0	0	0	0	0	0	0	0.718	0	0	0	0	0.129	0	0	0	0	0	0	0	0	0	0	0	151.079	69.361	140.556	151.133	184.127	1448.783	2561.964	3288.512	1095.051	2316.557	3209.167	4320.710	108.332	277.680	181.240	362.980	674.460	195.757	436.433	655.985	
dis022_english_exp2_e.mat	"ult"	16304.132	16347.699	0	0	0	0	0	0	0	0	0	0	0	0	20.409	0	0	0	0	0.302	0	0	0	0	0	0	0	0	0	0	0	140.976	138.033	141.155	141.497	447.283	1688.622	2525.813	3187.508	506.366	1719.978	2524.248	3140.068	112.665	249.981	168.226	288.963	249.384	211.705	140.446	353.963	
dis022_english_exp2_e.mat	"pen"	20837.194	20886.132	0	0	0	0	0	0	0	0	0	0	0	0	13.912	0	0	0	0	0.669	0	0	0	0	0	0	0	0	0	0	0	166.739	169.185	166.288	166.399	358.052	1712.053	2746.236	3048.031	411.187	1737.081	2748.968	3055.476	78.309	136.236	92.203	146.330	219.675	128.099	73.645	115.013	
dis022_english_exp2_e.mat	"ult"	21027.903	21085.418	0	0	0	0	0	0	0	0	0	0	0	0	13.612	0	0	0	0	0.150	0	0	0	0	0	0	0	0	0	0	0	132.460	106.739	128.684	137.201	623.866	1483.866	2686.518	3019.873	692.467	1510.629	2654.988	3002.573	275.650	126.112	297.567	305.359	213.705	118.826	295.338	282.242	
dis022_english_exp2_e.mat	"pen"	25389.500	25446.170	0	0	0	0	0	0	0	0	0	0	0	0	40.382	0	0	0	0	0.595	0	0	0	0	0	0	0	0	0	0	0	146.160	141.481	146.455	145.368	582.130	1277.080	2394.889	3018.303	673.440	1283.474	2381.897	2980.259	141.120	78.192	127.482	250.312	187.653	70.831	103.049	383.339	
dis022_english_exp2_e.mat	"ult"	25499.500	25545.479	0	0	0	0	0	0	0	0	0	0	0	0	4.685	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	135.114	134.674	136.577	135.996	336.041	1673.995	2304.409	2998.153	467.683	1693.387	2345.270	3011.132	185.190	235.747	258.455	249.530	465.695	196.731	203.835	193.859	
dis022_english_exp2_e.mat	"pen"	27049.185	27139.500	10.043	5.458	0.755	-7.231	1.632	18.993	4.585	4.703	17.275	8.411	-8.950	21.084	8.608	16.957	11.609	12.437	12.971	0.392	10.592	7.858	14.337	18.454	19.694	18.623	2.735	-6.480	-7.861	-9.101	-8.031	125.520	91.773	124.862	134.157	574.421	1305.621	2422.901	3278.646	674.535	1335.688	2372.909	2704.373	92.759	74.498	169.184	302.121	313.903	127.687	100.549	332.376	
dis022_english_exp2_e.mat	"ult"	27217.494	27285.921	0	0	0	0	0	0	0	0	0	0	0	0	3.089	0	0	0	0	0.269	0	0	0	0	0	0	0	0	0	0	0	144.918	0.000	127.569	184.386	497.860	1628.504	2417.633	3070.377	567.980	1712.911	2483.511	3032.288	64.336	239.743	231.134	380.732	282.820	287.824	136.910	452.011	
dis022_english_exp2_e.mat	"pen"	30383.970	30464.347	21.703	14.572	12.215	-4.570	1.977	20.249	7.131	2.357	26.273	19.726	1.454	22.494	27.818	23.070	15.727	19.033	16.418	0.501	22.150	16.453	22.246	24.652	26.402	15.898	5.698	-5.793	-2.501	-4.251	6.253	142.802	140.415	144.684	143.734	755.592	1240.890	2865.200	3199.835	766.681	1241.113	2742.607	3139.331	326.621	115.673	440.048	371.332	192.722	86.528	588.030	295.466	
dis022_english_exp2_e.mat	"ult"	30564.274	30618.100	0	0	0	0	0	0	0	0	0	0	0	0	8.452	0	0	0	0	0.470	0	0	0	0	0	0	0	0	0	0	0	126.137	125.160	126.473	166.033	494.397	1643.786	2385.696	2809.799	546.570	1697.962	2476.765	2825.469	44.688	204.886	433.873	258.781	244.848	185.908	127.594	551.246	
dis022_english_exp2_e.mat	"pen"	34913.719	34939.516	0	0	0	0	0	0	0	0	0	0	0	0	5.106	0	0	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0	147.389	48.074	140.742	152.450	438.902	892.859	3091.502	3346.709	570.409	1100.864	3081.838	3345.351	111.450	252.099	148.448	375.079	344.546	692.965	155.858	549.520	
dis022_english_exp2_e.mat	"ult"	35005.059	35071.600	0	0	0	0	0	0	0	0	0	0	0	0	10.402	0	0	0	0	0.392	0	0	0	0	0	0	0	0	0	0	0	132.823	132.085	134.727	144.055	512.177	1055.242	2941.493	3178.927	558.008	1073.773	2948.320	3201.948	50.562	56.977	79.785	204.819	153.972	94.613	46.559	127.789	
dis022_english_exp2_e.mat	"pen"	40006.000	40046.000	0	0	0	0	0	0	0	0	0	0	0	0	1.344	0	0	0	0	0.492	0	0	0	0	0	0	0	0	0	0	0	143.440	102.751	154.340	184.258	378.763	2078.640	2702.691	3217.994	483.017	2064.719	2707.194	3090.482	218.442	196.709	280.217	244.819	320.828	210.737	351.773	253.649	
dis022_english_exp2_e.mat	"ult"	40215.829	40314.208	18.783	14.922	13.681	1.948	8.847	27.865	3.862	1.240	16.836	9.937	-9.081	24.006	28.969	13.090	15.879	16.142	13.798	0.288	19.698	19.275	23.670	24.763	18.822	24.237	0.423	-4.395	-5.065	0.876	-4.539	145.333	94.252	141.236	186.967	488.746	1735.203	2749.920	3172.030	548.103	1730.280	2754.411	3185.443	121.185	143.018	140.767	326.828	172.283	120.276	109.844	296.916	
dis022_english_exp2_e.mat	"pen"	49954.600	50044.600	19.043	14.181	8.428	-5.916	3.102	20.916	4.862	5.753	24.960	15.941	-1.873	23.842	26.654	21.646	14.918	18.140	16.513	0.578	19.612	16.692	19.901	22.009	25.121	19.862	2.920	-3.209	-2.397	-5.509	-0.250	150.608	139.760	150.303	147.881	738.754	1311.211	2703.943	3100.205	786.866	1326.234	2674.903	3073.605	380.199	129.927	181.345	340.009	228.635	111.574	204.285	330.798	
dis022_english_exp2_e.mat	"ult"	50143.447	50240.142	11.515	8.512	1.932	-2.838	5.535	17.801	3.003	6.580	14.353	5.980	-6.286	21.183	19.231	17.620	13.534	10.003	9.781	0.155	12.001	10.609	14.395	22.591	21.107	23.782	1.392	-3.785	-10.589	-9.105	-11.781	132.685	0.000	133.965	138.715	623.334	1642.885	2428.182	2633.033	682.586	1680.394	2444.288	2762.341	79.120	153.218	234.737	347.960	177.405	130.483	138.801	315.123	
dis022_english_exp2_e.mat	"pen"	54117.472	54165.745	0	0	0	0	0	0	0	0	0	0	0	0	21.911	0	0	0	0	0.133	0	0	0	0	0	0	0	0	0	0	0	186.124	179.631	188.314	180.746	378.960	1397.624	3366.033	4164.751	562.335	1220.193	1487.023	3265.250	257.711	190.091	318.196	687.417	371.543	415.049	476.672	275.029	
dis022_english_exp2_e.mat	"ult"	54235.200	54275.527	0	0	0	0	0	0	0	0	0	0	0	0	11.885	0	0	0	0	0.731	0	0	0	0	0	0	0	0	0	0	0	141.725	0.000	143.159	142.652	485.456	1448.414	2864.556	3161.655	666.310	1537.699	2294.068	2999.947	92.950	99.752	248.087	306.211	340.079	169.346	187.679	140.798	
dis022_english_exp2_e.mat	"pen"	58912.669	58958.900	0	0	0	0	0	0	0	0	0	0	0	0	10.802	0	0	0	0	0.334	0	0	0	0	0	0	0	0	0	0	0	151.333	149.345	155.032	155.224	450.135	1345.153	2513.570	3375.568	530.622	1345.208	2478.240	3348.865	263.753	219.248	245.194	275.042	212.203	166.799	228.049	252.311	
dis022_english_exp2_e.mat	"ult"	59063.562	59098.900	0	0	0	0	0	0	0	0	0	0	0	0	5.312	0	0	0	0	0.150	0	0	0	0	0	0	0	0	0	0	0	151.668	105.692	147.801	148.960	275.022	2144.843	2851.827	3273.144	327.482	2149.727	2862.145	3390.655	79.691	131.541	145.884	512.994	163.968	138.674	120.684	408.026	
dis022_english_exp2_e.mat	"pen"	63508.301	63598.274	18.817	14.538	6.149	-5.158	1.437	22.653	4.280	8.389	23.975	17.380	-3.836	22.167	22.732	19.703	12.275	16.776	14.169	0.455	19.363	16.877	21.579	23.226	24.509	18.830	2.487	-4.703	-3.862	-5.145	0.534	154.744	67.162	142.799	155.007	733.426	1278.605	2808.117	3178.889	764.267	1280.399	2811.951	3131.317	289.362	111.682	207.771	377.091	191.847	87.867	242.810	414.454	
dis022_english_exp2_e.mat	"ult"	63698.244	63788.842	10.999	6.953	9.328	-4.937	8.948	0.962	4.046	-2.375	15.936	2.051	10.038	21.796	4.853	24.639	22.166	27.136	27.748	0.438	12.129	11.353	17.377	16.370	20.224	18.786	0.776	-6.024	-4.241	-8.096	-6.657	130.608	130.146	131.700	130.535	430.854	1278.826	1491.156	2864.820	648.589	1329.312	1856.899	3150.743	94.876	122.820	172.940	194.035	728.032	586.122	697.103	395.707	
dis022_english_exp2_e.mat	"pen"	67784.107	67820.048	0	0	0	0	0	0	0	0	0	0	0	0	17.384	0	0	0	0	0.315	0	0	0	0	0	0	0	0	0	0	0	159.502	155.239	159.389	164.661	475.309	1381.478	2748.551	3194.195	535.948	1387.538	2789.440	3344.219	173.358	96.430	137.979	496.364	287.083	120.427	121.213	476.940	
dis022_english_exp2_e.mat	"ult"	67894.151	67942.100	0	0	0	0	0	0	0	0	0	0	0	0	10.319	0	0	0	0	0.290	0	0	0	0	0	0	0	0	0	0	0	142.600	140.656	142.665	143.028	374.581	1519.942	2497.711	3158.985	492.463	1539.529	2516.452	3159.110	200.788	128.497	141.243	219.890	448.112	134.834	111.765	151.248	
dis022_english_exp2_e.mat	"pen"	72150.800	72197.051	0	0	0	0	0	0	0	0	0	0	0	0	4.997	0	0	0	0	0.166	0	0	0	0	0	0	0	0	0	0	0	140.297	16.305	0	145.399	400.403	2079.128	2773.742	3174.583	474.430	2061.217	2760.937	3088.915	146.964	157.115	128.429	278.669	151.706	130.207	154.580	368.613	
dis022_english_exp2_e.mat	"ult"	72345.640	72386.772	0	0	0	0	0	0	0	0	0	0	0	0	21.653	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	162.532	162.976	164.869	148.980	448.610	821.587	2169.773	3875.614	504.113	860.055	2212.757	3398.766	105.479	163.281	115.944	267.228	141.380	174.743	93.839	578.142	
dis022_english_exp2_e.mat	"pen"	77043.119	77063.900	0	0	0	0	0	0	0	0	0	0	0	0	10.224	0	0	0	0	0.232	0	0	0	0	0	0	0	0	0	0	0	145.034	157.012	159.430	185.046	380.733	1295.614	3246.562	4076.589	440.467	1303.867	1562.801	3322.171	124.276	117.903	266.242	185.621	176.477	88.120	527.120	215.212	
dis022_english_exp2_e.mat	"ult"	77160.289	77209.624	0	0	0	0	0	0	0	0	0	0	0	0	18.277	0	0	0	0	0.327	0	0	0	0	0	0	0	0	0	0	0	144.505	111.650	146.043	142.029	409.200	818.922	1835.241	4083.206	567.618	836.043	1943.750	3493.654	173.753	151.980	425.294	225.490	385.346	259.547	415.082	865.191	
dis022_english_exp2_e.mat	"pen"	81725.664	81742.131	0	0	0	0	0	0	0	0	0	0	0	0	2.593	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	145.536	111.342	145.028	242.729	291.716	1215.000	2358.185	4085.293	659.582	1525.990	2631.227	3591.635	269.234	173.889	210.356	646.130	479.847	158.124	405.651	680.894	
