Filename	Label	seg_Start	seg_End	H1c_mean	H2c_mean	H4c_mean	A1c_mean	A2c_mean	A3c_mean	H1H2c_mean	H2H4c_mean	H1A1c_mean	H1A2c_mean	H1A3c_mean	CPP_mean	Energy_mean	HNR05_mean	HNR15_mean	HNR25_mean	HNR35_mean	SHR_mean	H1u_mean	H2u_mean	H4u_mean	A1u_mean	A2u_mean	A3u_mean	H1H2u_mean	H2H4u_mean	H1A1u_mean	H1A2u_mean	H1A3u_mean	strF0_mean	sF0_mean	pF0_mean	shrF0_mean	sF1_mean	sF2_mean	sF3_mean	sF4_mean	pF1_mean	pF2_mean	pF3_mean	pF4_mean	
afs116_spanish_exp2_d.mat	"i"	55072.624	55215.500	19.740	22.364	11.331	7.571	-3.260	6.014	-2.624	11.033	12.169	23.000	13.726	23.899	10.711	13.915	27.039	33.206	33.825	0.168	20.422	25.461	26.130	29.475	-4.291	2.459	-5.039	-0.669	-9.053	24.713	17.963	117.521	112.240	111.854	223.456	432.698	2670.929	3544.537	4246.186	435.715	2685.638	3593.363	4478.074	
afs116_spanish_exp2_d.mat	"o"	55345.500	55681.750	16.258	18.993	5.224	1.702	4.627	0.920	-2.735	13.769	14.556	11.630	15.338	23.430	7.932	21.915	27.021	33.152	36.213	0.481	17.002	22.299	25.191	25.721	21.180	-7.604	-5.297	-2.893	-8.719	-4.178	24.606	114.804	112.226	112.398	215.796	440.207	954.341	2313.271	3570.892	637.679	1178.499	3570.908	4535.564	
afs116_spanish_exp2_e.mat	"i"	3847.369	3930.000	15.966	4.685	2.792	2.809	-12.066	6.553	11.281	1.893	13.157	28.032	9.413	22.613	4.139	27.115	36.324	43.997	43.742	0.728	18.998	22.834	-0.223	22.833	-1.496	-9.338	-3.837	23.057	-3.836	20.494	28.336	215.846	215.935	215.082	216.406	415.412	1146.472	2677.949	3538.316	432.960	2610.995	3629.508	4436.948	
afs116_spanish_exp2_e.mat	"o"	4085.006	4327.865	12.766	2.698	13.615	-9.248	4.642	20.440	10.068	-10.916	22.014	8.125	-7.674	21.026	4.347	31.072	29.638	36.965	40.775	0.118	17.404	14.554	12.632	11.404	17.691	-7.190	2.850	1.922	6.000	-0.287	24.594	270.678	271.670	266.265	252.585	454.365	1069.310	3433.154	3911.006	669.600	1203.570	3681.547	4301.748	
afs116_spanish_exp2_e.mat	"i"	12644.800	12814.800	15.503	3.710	5.701	1.961	-10.530	0.162	11.793	-1.991	13.543	26.034	15.341	22.859	2.933	31.819	43.550	50.412	50.487	0.786	18.270	21.168	-3.284	21.167	-13.451	-8.155	-2.898	24.452	-2.897	31.721	26.425	217.875	218.059	216.920	218.047	418.417	2554.900	3552.339	4132.008	422.571	2635.398	3709.567	4440.778	
afs116_spanish_exp2_e.mat	"o"	13224.247	13514.628	11.198	6.553	7.985	-7.161	4.678	-1.564	4.645	-1.432	18.359	6.520	12.762	22.561	3.462	30.659	32.724	40.706	44.742	0.220	16.393	14.569	14.415	11.834	15.274	-6.497	1.823	0.155	4.559	1.118	22.890	266.779	208.687	234.425	261.185	415.504	1077.536	2020.008	3627.288	603.548	1210.490	3643.112	4424.314	
afs116_spanish_exp2_e.mat	"i"	42309.279	42402.079	17.540	6.972	10.435	5.362	-6.395	6.035	10.568	-3.463	12.179	23.935	11.506	25.173	6.179	31.090	42.129	49.037	48.998	0.654	20.345	24.749	2.689	24.748	-6.869	-3.180	-4.404	22.060	-4.403	27.213	23.525	216.826	216.780	216.421	219.005	419.070	2497.633	3529.558	4055.136	435.222	2614.402	3722.858	4261.385	
afs116_spanish_exp2_e.mat	"o"	42516.294	42785.174	14.304	7.406	10.988	-6.494	2.644	16.261	6.897	-3.581	20.797	11.660	-1.957	22.031	4.912	26.456	25.710	33.299	37.566	0.330	18.265	16.385	16.184	15.283	17.134	-8.173	1.881	0.201	2.982	1.131	26.438	262.384	207.485	235.448	238.361	516.962	1126.753	3335.319	3938.887	673.447	1165.993	3665.540	4320.468	
afs116_spanish_exp2_e.mat	"i"	72412.254	72483.215	0	0	0	0	0	0	0	0	0	0	0	0	4.679	0	0	0	0	0.621	0	0	0	0	0	0	0	0	0	0	0	218.889	218.670	219.219	219.583	420.086	1201.354	2614.682	3947.551	448.264	2605.723	3827.819	4151.229	
afs116_spanish_exp2_e.mat	"o"	72561.455	72714.295	16.563	8.274	15.505	-5.928	1.687	17.841	8.290	-7.231	22.491	14.877	-1.277	23.771	5.443	40.710	37.064	41.670	44.156	0.331	19.185	20.116	17.801	16.044	15.180	-2.873	-0.931	2.315	3.141	4.005	22.058	230.816	230.944	229.311	230.414	472.436	1226.227	3313.613	3827.721	630.482	1297.174	3755.927	4460.092	
afs116_spanish_exp2_e.mat	"i"	90025.300	90235.300	17.102	6.440	8.188	2.119	-9.439	0.859	10.662	-1.748	14.983	26.541	16.242	22.384	3.292	37.976	47.149	53.453	52.683	0.585	20.089	20.736	-1.864	20.572	-14.269	-7.103	-0.647	22.600	-0.483	34.358	27.192	215.289	215.571	214.434	215.236	398.289	2648.851	3603.656	4191.069	412.191	1956.017	3725.947	4350.611	
afs116_spanish_exp2_e.mat	"o"	90425.300	90634.241	10.593	10.604	19.165	-4.064	7.191	20.741	-0.011	-8.562	14.657	3.402	-10.148	21.346	3.537	38.352	36.715	43.460	46.577	0.009	18.298	13.106	13.704	13.353	15.848	-8.529	5.192	-0.598	4.946	2.450	26.828	281.218	281.783	278.125	280.113	401.895	1117.067	3404.775	3911.695	692.756	1096.317	3701.106	4118.301	
afs116_spanish_exp2_f.mat	"i"	40962.200	41042.200	15.464	6.088	5.073	2.763	-10.060	6.469	9.376	1.015	12.701	25.524	8.995	22.120	3.389	35.825	41.672	45.149	45.222	0.772	18.582	21.939	-0.116	21.932	-1.366	-6.273	-3.357	22.056	-3.350	19.948	24.855	210.281	210.089	210.543	211.451	395.105	1267.964	2576.836	3981.418	444.363	2388.804	3600.866	4124.994	
afs116_spanish_exp2_f.mat	"o"	41138.529	41342.200	13.346	6.510	8.426	-7.019	-1.861	16.332	6.836	-1.916	20.365	15.207	-2.986	20.815	3.250	37.362	33.235	38.513	41.307	0.420	16.916	15.364	13.561	14.291	12.279	-9.063	1.552	1.803	2.625	4.637	25.979	228.245	227.171	225.226	222.707	443.234	1085.277	3459.008	4003.861	647.375	1583.259	3857.581	4461.545	
afs116_spanish_exp2_f.mat	"i"	48823.000	48953.000	16.082	6.260	7.169	1.972	-8.054	-1.592	9.822	-0.909	14.110	24.136	17.675	22.341	2.931	37.601	45.058	51.339	50.383	0.652	19.074	20.580	-2.787	20.512	-12.152	-9.230	-1.506	23.367	-1.438	31.226	28.303	216.685	217.016	215.550	216.264	401.072	2553.025	3496.496	4116.672	425.040	2356.772	3621.763	4301.853	
afs116_spanish_exp2_f.mat	"o"	49193.000	49456.182	11.768	2.225	8.881	-9.282	1.028	19.245	9.544	-6.656	21.050	10.741	-7.476	22.398	2.831	43.403	39.864	46.069	48.585	0.119	16.574	13.553	11.649	11.661	15.020	-8.564	3.021	1.904	4.913	1.554	25.137	267.650	247.834	267.352	264.071	474.758	1006.617	3407.873	3803.982	668.396	1171.397	3664.063	4270.478	
afs116_spanish_exp2_g.mat	"i"	3289.582	3390.000	16.759	5.385	1.595	3.957	-13.660	5.262	11.374	3.790	12.802	30.419	11.497	23.634	4.677	38.020	46.432	51.675	50.883	0.693	19.737	23.641	-1.809	23.639	-3.560	-10.390	-3.904	25.450	-3.903	23.297	30.127	208.462	208.545	208.326	209.200	402.452	1140.574	2630.992	4253.751	412.520	2459.585	3798.536	4378.794	
afs116_spanish_exp2_g.mat	"o"	3653.141	3908.598	13.555	3.912	9.413	-6.402	0.296	9.671	9.642	-5.501	19.956	13.259	3.884	21.796	3.340	38.601	34.480	41.980	44.534	0.288	16.909	17.768	14.894	14.908	13.568	-13.333	-0.858	2.874	2.001	3.341	30.242	245.628	225.661	243.538	241.925	485.867	1156.701	3293.783	4060.465	618.891	1159.100	3646.137	4490.612	
afs116_spanish_exp2_g.mat	"i"	41841.386	42007.755	18.821	8.799	10.888	4.975	-3.782	-3.944	10.023	-2.089	13.846	22.604	22.765	22.898	6.059	35.163	43.916	52.377	50.464	0.675	21.849	23.805	0.907	23.750	-8.637	-7.588	-1.956	22.898	-1.901	30.486	29.437	221.658	221.808	220.681	221.668	412.651	2729.981	3389.437	4140.528	425.217	2660.067	3485.951	4307.447	
afs116_spanish_exp2_g.mat	"o"	42139.463	42312.764	14.024	6.319	9.304	-7.143	3.879	12.680	7.705	-2.985	21.167	10.145	1.344	23.749	4.410	39.598	35.545	42.204	44.763	0.000	18.100	17.544	16.746	13.566	15.887	-7.072	0.556	0.798	4.534	2.213	25.172	267.750	267.064	266.016	268.051	469.301	1181.440	2949.484	3832.103	689.368	1600.229	3718.870	4208.591	
afs116_spanish_exp2_g.mat	"i"	51490.138	51563.100	16.596	7.411	9.238	4.224	-1.209	-2.252	9.185	-1.827	12.372	17.805	18.848	22.640	5.107	36.796	41.492	47.043	44.608	0.681	19.577	23.591	2.385	23.590	-0.540	-4.087	-4.013	21.205	-4.012	20.117	23.665	219.624	219.300	219.904	219.583	417.333	2458.138	2988.224	4036.895	442.164	2686.584	3515.408	4201.744	
afs116_spanish_exp2_g.mat	"o"	51641.311	51771.760	14.335	8.152	11.014	-6.918	-3.399	9.654	6.182	-2.862	21.253	17.734	4.681	22.717	3.984	44.790	38.678	44.662	45.694	0.338	16.380	19.802	15.359	16.237	12.368	-9.493	-3.422	4.443	0.143	4.012	25.873	219.376	218.738	218.571	219.081	510.511	1098.819	3162.136	4013.750	641.815	1423.355	3706.495	4334.674	
afs116_spanish_exp2_g.mat	"i"	61293.593	61415.188	16.068	4.736	1.861	2.278	-12.274	6.378	11.332	2.874	13.790	28.341	9.689	23.707	3.451	37.244	45.910	51.599	51.421	0.815	19.151	21.913	-1.537	21.912	-2.015	-10.432	-2.761	23.449	-2.761	21.166	29.583	211.444	211.403	211.274	211.451	402.717	1126.113	2675.637	4183.797	423.347	2492.000	3450.132	4264.908	
afs116_spanish_exp2_g.mat	"o"	61803.507	61999.628	14.977	4.669	13.324	0.154	6.414	18.870	10.308	-8.655	14.823	8.563	-3.893	23.464	6.791	43.043	38.067	45.078	45.641	0.579	18.102	21.389	20.908	21.248	19.056	-6.259	-3.287	0.481	-3.146	-0.954	24.361	224.625	224.568	224.873	225.565	435.203	1093.770	3294.869	4500.186	624.272	1113.730	3304.879	4581.759	
afs116_spanish_exp2_g.mat	"i"	77941.346	78007.595	0	0	0	0	0	0	0	0	0	0	0	0	4.157	0	0	0	0	0.556	0	0	0	0	0	0	0	0	0	0	0	214.555	214.525	214.859	216.115	419.976	1126.237	2623.820	4107.040	430.835	2727.354	3573.300	4119.171	
afs116_spanish_exp2_g.mat	"o"	78100.701	78265.427	14.985	5.025	15.728	-3.775	4.745	10.873	9.959	-10.703	18.760	10.239	4.112	22.900	4.765	40.557	35.965	42.279	44.523	0.676	18.599	19.216	18.503	16.361	15.221	-10.669	-0.616	0.713	2.239	3.379	29.268	236.353	236.730	234.134	235.672	427.657	1228.113	3214.816	4039.325	631.178	1245.680	3719.022	4429.376	
afs116_spanish_exp2_g.mat	"i"	96649.733	96751.687	16.479	5.316	1.703	3.446	-12.210	6.287	11.164	3.613	13.033	28.689	10.192	21.948	4.096	35.528	44.845	49.654	48.207	0.722	19.485	22.947	-2.352	22.946	-2.447	-8.001	-3.461	25.299	-3.460	21.932	27.486	208.298	208.406	208.118	208.331	399.975	1163.618	2558.063	4087.657	410.782	2599.786	3478.972	4118.682	
afs116_spanish_exp2_g.mat	"o"	96971.722	97195.240	12.013	4.400	5.856	-10.235	-3.354	0.866	7.613	-1.455	22.248	15.367	11.147	20.137	2.629	34.788	30.386	36.082	39.062	0.367	15.915	14.173	11.084	11.283	9.953	-11.659	1.742	3.089	4.632	5.962	27.574	265.022	228.668	223.542	249.802	489.139	1264.222	2774.740	3854.774	678.674	1271.207	3595.315	4789.772	
afs116_spanish_exp2_h.mat	"i"	5607.567	5677.406	0	0	0	0	0	0	0	0	0	0	0	0	4.915	0	0	0	0	0.638	0	0	0	0	0	0	0	0	0	0	0	207.441	207.179	207.743	206.580	400.145	1176.551	2638.810	4070.563	422.121	2738.091	2945.233	4146.332	
afs116_spanish_exp2_h.mat	"o"	5760.871	6015.526	15.405	9.369	13.888	-6.036	4.365	14.767	6.036	-4.519	21.442	11.040	0.638	24.263	5.081	42.164	37.891	44.201	47.025	0.700	18.636	19.564	19.271	15.265	17.609	-9.531	-0.928	0.293	3.371	1.028	28.167	231.154	231.050	229.708	230.743	466.734	1181.501	3352.297	4006.575	651.951	1194.607	3765.052	4545.397	
afs116_spanish_exp2_h.mat	"i"	13942.873	14046.200	16.164	6.690	8.717	5.100	-1.269	-3.061	9.475	-2.028	11.064	17.434	19.225	22.721	4.812	34.950	43.949	49.025	47.413	0.623	18.920	24.014	-0.270	24.013	-4.888	-5.784	-5.094	24.284	-5.093	23.808	24.704	210.845	210.774	211.018	211.451	407.635	2708.929	3328.321	4165.054	425.339	2812.462	3254.453	4327.768	
afs116_spanish_exp2_h.mat	"o"	14172.649	14412.673	15.147	8.913	14.102	-4.891	5.831	15.587	6.234	-5.189	20.038	9.317	-0.440	24.673	7.337	45.317	38.205	44.988	46.328	0.840	18.042	20.072	22.636	17.308	20.804	-6.945	-2.030	-2.564	0.735	-2.761	24.988	228.848	228.825	227.909	229.091	479.494	1058.980	3138.301	3731.628	700.197	1105.894	3483.948	4390.636	
afs116_spanish_exp2_h.mat	"i"	32393.010	32488.178	16.236	4.718	3.276	2.865	-12.616	7.312	11.518	1.442	13.371	28.852	8.924	22.252	3.959	38.874	45.453	50.656	49.438	0.720	19.244	22.698	-0.518	22.697	-2.569	-8.901	-3.455	23.216	-3.454	21.813	28.145	214.359	214.612	213.314	214.157	412.684	1203.314	2735.260	4124.154	430.208	2571.084	3188.237	4197.572	
afs116_spanish_exp2_h.mat	"o"	32589.491	32798.593	11.842	7.172	9.523	-10.282	-0.143	6.282	4.670	-2.351	22.124	11.985	5.560	22.120	3.085	34.925	31.819	38.933	42.554	0.094	16.613	14.027	13.247	10.912	13.011	-11.004	2.586	0.780	5.701	3.602	27.617	271.778	217.462	265.447	247.425	494.471	1195.043	3000.181	3973.244	729.626	1543.339	3783.174	4591.370	
afs116_spanish_exp2_h.mat	"i"	39728.752	40220.995	14.134	3.829	0.653	1.967	-15.286	3.604	10.305	3.176	12.168	29.421	10.531	22.049	2.663	36.340	46.072	52.366	50.974	0.658	17.145	21.246	-3.021	21.245	-5.296	-14.760	-4.101	24.267	-4.099	22.441	31.905	202.160	200.270	202.938	232.264	389.436	1106.417	2715.469	4180.404	410.487	2847.592	3818.593	4276.150	
afs116_spanish_exp2_h.mat	"o"	40574.680	40861.640	12.317	7.576	11.603	-5.812	2.652	11.216	4.742	-4.027	18.129	9.665	1.101	20.483	4.726	36.984	34.081	40.224	42.480	0.379	18.164	14.662	11.794	12.242	12.235	-11.048	3.501	2.869	5.921	5.929	29.212	254.260	253.560	250.459	253.639	384.887	1079.956	2736.634	3858.538	606.119	1451.696	3683.840	4466.924	
afs116_spanish_exp2_h.mat	"i"	50268.838	50364.608	16.658	4.624	6.695	3.104	-8.006	-0.350	12.034	-2.071	13.554	24.664	17.008	22.434	4.402	39.342	45.829	52.486	51.258	0.686	19.486	22.926	0.468	22.925	-7.592	-9.947	-3.439	22.457	-3.438	27.078	29.433	224.063	224.447	221.821	223.114	431.690	2442.305	3484.816	4310.577	438.136	2695.277	4022.723	4355.280	
afs116_spanish_exp2_h.mat	"o"	50510.883	50709.412	11.840	7.558	10.018	-7.685	3.020	16.376	4.282	-2.461	19.524	8.819	-4.537	22.525	2.649	40.228	38.550	44.423	46.412	0.000	17.285	15.034	13.265	11.428	12.674	-9.709	2.251	1.769	5.857	4.611	26.994	275.780	275.517	273.840	275.539	430.980	1227.307	3514.523	4246.797	537.782	1216.990	3686.654	4428.720	
afs116_spanish_exp2_h.mat	"i"	58261.144	58410.770	16.285	5.794	7.724	4.369	-6.216	-4.190	10.491	-1.931	11.916	22.501	20.475	22.062	3.964	35.592	44.341	49.229	47.893	0.695	19.023	22.977	-1.371	22.975	-10.219	-10.519	-3.953	24.348	-3.952	29.242	29.542	205.749	205.758	205.713	204.203	397.380	2611.562	3406.321	4222.722	407.650	2704.385	3460.757	4386.279	
afs116_spanish_exp2_h.mat	"o"	58584.570	58745.806	15.868	5.872	14.201	-2.220	4.115	10.450	9.996	-8.329	18.088	11.753	5.418	22.681	5.795	37.161	33.616	40.581	42.362	0.533	19.208	20.662	18.507	18.446	15.789	-10.220	-1.453	2.154	0.763	3.420	29.429	233.086	233.280	231.682	232.728	436.160	1140.098	3001.858	3927.685	562.724	1178.999	3602.086	4410.418	
afs116_spanish_exp2_h.mat	"i"	64748.291	64838.211	14.888	4.758	8.858	3.703	-3.270	-9.893	10.130	-4.099	11.185	18.158	24.781	21.281	4.041	28.258	35.664	43.278	42.451	0.577	17.581	23.107	-0.130	23.106	-7.053	-9.080	-5.526	23.237	-5.526	24.634	26.661	220.549	220.552	219.014	220.187	429.748	2724.785	3255.085	4272.232	440.449	2871.314	3465.363	4400.321	
afs116_spanish_exp2_h.mat	"o"	64934.791	65055.159	14.587	1.555	4.801	-0.918	-1.106	14.050	13.033	-3.246	15.505	15.694	0.538	23.991	4.073	41.835	41.312	49.129	51.357	0.743	17.622	21.389	13.319	21.024	13.413	-10.964	-3.767	8.070	-3.402	4.209	28.586	230.725	230.470	230.666	231.500	458.980	962.426	3233.644	4449.753	562.452	942.798	3297.121	4635.787	
ala059_catala_exp2_a.mat	"i"	5090.000	5150.000	0	0	0	0	0	0	0	0	0	0	0	0	6.928	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	216.889	216.711	217.381	219.583	236.275	2672.607	2923.015	4384.740	286.707	2630.686	3321.130	4468.308	
ala059_catala_exp2_a.mat	"a"	5220.000	5330.000	23.218	10.603	3.429	-2.732	0.681	8.746	12.614	7.174	25.950	22.537	14.472	26.042	9.615	39.347	36.940	37.146	36.804	0.000	24.555	13.816	17.834	21.712	14.341	10.714	10.739	-4.018	2.843	10.214	13.841	212.998	212.761	213.229	214.851	752.800	1877.988	2913.899	4242.869	829.340	1959.913	3019.558	4621.717	
ala059_catala_exp2_a.mat	"i"	9562.663	9594.100	0	0	0	0	0	0	0	0	0	0	0	0	5.677	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	200.784	201.222	200.349	202.530	249.255	2632.222	2897.227	4353.852	355.383	2731.608	2880.054	4456.041	
ala059_catala_exp2_a.mat	"a"	9624.506	9684.100	18.466	18.643	12.986	3.249	9.702	6.458	-0.178	5.657	15.217	8.764	12.008	22.205	4.623	27.708	33.145	33.952	32.105	0.000	23.534	17.869	4.894	18.008	5.928	4.071	5.665	12.975	5.526	17.606	19.463	194.438	192.751	192.583	193.450	655.185	2029.058	2865.736	4395.201	703.944	2254.948	3169.835	4509.979	
ala059_catala_exp2_a.mat	"i"	14566.100	14616.100	0	0	0	0	0	0	0	0	0	0	0	0	5.106	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	208.443	207.941	209.339	207.631	245.314	2593.883	2930.584	4355.771	336.870	2636.058	3125.738	4419.904	
ala059_catala_exp2_a.mat	"a"	14666.063	14735.923	0	0	0	0	0	0	0	0	0	0	0	22.842	6.323	29.709	35.931	37.089	35.699	0.000	0	0	0	0	0	0	0	0	0	0	0	201.683	200.509	200.957	201.926	654.868	1887.122	2865.228	4298.376	823.814	2069.925	3074.714	4419.682	
ala059_catala_exp2_a.mat	"i"	19480.897	19510.673	0	0	0	0	0	0	0	0	0	0	0	0	2.436	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	201.529	201.938	201.310	203.620	254.507	2594.647	2945.105	4205.352	457.712	2692.656	3302.188	4458.057	
ala059_catala_exp2_a.mat	"a"	19554.100	19604.100	0	0	0	0	0	0	0	0	0	0	0	20.953	1.972	23.456	31.436	34.158	34.013	0.000	0	0	0	0	0	0	0	0	0	0	0	201.509	201.516	201.685	203.161	628.638	1969.731	2850.041	4263.354	589.531	2182.118	3104.495	4384.118	
ala059_catala_exp2_a.mat	"i"	24058.100	24103.516	0	0	0	0	0	0	0	0	0	0	0	0	1.885	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	206.665	206.593	207.574	205.940	265.187	2563.631	2934.203	4286.152	449.479	2663.594	3315.295	4417.749	
ala059_catala_exp2_a.mat	"a"	24141.309	24228.100	14.148	11.368	9.628	-0.112	4.582	5.842	2.780	1.740	14.260	9.566	8.306	23.976	4.295	27.326	33.844	34.849	34.571	0.000	18.351	12.445	3.147	16.889	5.533	1.524	5.906	9.299	1.461	12.817	16.827	203.113	201.751	201.874	203.222	623.195	1820.477	2854.485	4154.280	773.717	1982.914	3029.697	4348.363	
ala059_catala_exp2_a.mat	"i"	29583.782	29636.100	0	0	0	0	0	0	0	0	0	0	0	0	6.293	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	206.379	206.642	207.524	205.261	243.515	1022.197	2772.813	4356.401	435.928	2745.043	3481.691	4472.850	
ala059_catala_exp2_a.mat	"a"	29697.162	29756.100	0	0	0	0	0	0	0	0	0	0	0	0	6.515	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	207.137	205.564	205.209	206.213	635.915	1828.896	2761.330	4120.013	938.820	2082.613	3177.749	4364.994	
ala059_catala_exp2_a.mat	"i"	34736.100	34784.014	0	0	0	0	0	0	0	0	0	0	0	0	5.579	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	213.110	213.317	213.122	213.891	238.237	2486.975	2861.288	4277.463	302.135	2565.328	3108.881	4319.715	
ala059_catala_exp2_a.mat	"a"	34816.100	34876.100	16.386	15.766	12.416	6.313	9.952	6.945	0.620	3.350	10.073	6.434	9.441	21.270	3.275	31.469	36.085	35.221	32.477	0.000	22.300	13.726	1.813	20.848	6.690	2.064	8.574	11.914	1.452	15.611	20.237	207.656	206.951	207.585	207.814	658.460	1960.779	2996.777	4297.586	694.832	2013.554	3126.165	4614.598	
ala059_catala_exp2_a.mat	"i"	39378.100	39428.100	0	0	0	0	0	0	0	0	0	0	0	0	4.459	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	206.736	206.795	207.200	205.964	243.529	1061.455	2613.261	3198.625	618.944	2688.261	3435.695	4549.488	
ala059_catala_exp2_a.mat	"a"	39469.660	39528.100	0	0	0	0	0	0	0	0	0	0	0	21.243	6.329	23.683	28.745	30.539	29.876	0.000	0	0	0	0	0	0	0	0	0	0	0	205.430	204.935	205.996	205.412	628.203	1797.281	2812.690	4298.335	760.880	2063.623	2988.605	4417.146	
ala059_catala_exp2_a.mat	"i"	43936.100	43986.100	0	0	0	0	0	0	0	0	0	0	0	0	3.323	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	207.472	207.857	207.949	206.198	251.951	2190.373	2751.401	4242.260	464.111	2530.193	3281.308	4423.048	
ala059_catala_exp2_a.mat	"a"	44036.100	44110.892	16.564	9.035	8.184	-4.523	1.132	2.648	7.529	0.851	21.087	15.432	13.916	23.196	4.951	35.306	38.879	38.288	37.034	0.000	18.312	13.097	13.252	17.944	12.293	3.215	5.215	-0.156	0.368	6.019	15.097	202.101	201.047	201.291	203.302	670.284	1747.189	2670.950	4052.799	717.768	1824.039	2828.180	4322.957	
ala059_catala_exp2_a.mat	"i"	48854.100	48907.955	0	0	0	0	0	0	0	0	0	0	0	0	2.761	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	205.126	204.952	204.554	203.835	246.282	2546.857	2995.287	4358.969	522.609	2633.856	3486.367	4476.665	
ala059_catala_exp2_a.mat	"a"	48934.100	48994.100	15.004	14.107	11.821	3.436	6.192	2.675	0.898	2.286	11.568	8.812	12.330	23.771	2.389	34.843	40.345	41.007	39.712	0.000	20.469	12.890	2.136	18.142	2.777	-2.013	7.580	10.754	2.328	17.693	22.482	200.579	199.353	200.499	200.894	643.797	1885.656	2670.767	4229.896	705.191	2009.118	2953.311	4392.699	
ala059_catala_exp2_a.mat	"i"	54049.452	54078.083	0	0	0	0	0	0	0	0	0	0	0	0	3.335	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	209.483	209.235	209.264	207.699	245.049	2498.725	2888.640	4120.372	455.633	2673.408	3334.485	4347.293	
ala059_catala_exp2_a.mat	"a"	54105.570	54188.100	16.793	12.859	12.831	3.144	4.984	6.864	3.933	0.028	13.649	11.809	9.929	24.090	6.005	32.481	34.818	35.101	34.404	0.000	20.937	13.643	7.951	20.880	7.718	3.920	7.294	5.692	0.057	13.219	17.017	206.049	205.503	206.084	206.075	620.522	1755.590	2817.339	4090.941	1055.335	2128.933	3203.129	4252.581	
ala059_catala_exp2_a.mat	"i"	59378.100	59438.100	0	0	0	0	0	0	0	0	0	0	0	0	4.645	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	213.213	212.715	213.719	215.389	244.479	2650.344	2919.149	4275.580	342.989	2760.702	3536.691	4375.111	
ala059_catala_exp2_a.mat	"a"	59498.100	59574.975	16.670	9.134	8.432	-3.787	-3.076	5.454	7.536	0.702	20.457	19.746	11.216	24.662	3.897	29.570	30.417	30.915	30.881	0.000	19.171	11.717	11.347	17.427	5.642	3.098	7.454	0.370	1.744	13.529	16.072	207.067	207.132	207.628	208.511	664.089	1854.241	2888.829	4313.005	946.797	2128.765	3193.364	4384.305	
ala059_catala_exp2_a.mat	"i"	65124.100	65184.100	0	0	0	0	0	0	0	0	0	0	0	0	3.708	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	208.085	208.057	207.885	206.000	255.696	2591.316	3119.946	4230.149	398.029	2615.062	3332.057	4596.051	
ala059_catala_exp2_a.mat	"a"	65234.100	65284.100	0	0	0	0	0	0	0	0	0	0	0	24.968	4.723	32.218	38.773	40.640	40.657	0.000	0	0	0	0	0	0	0	0	0	0	0	207.303	205.942	206.312	207.153	636.674	1861.563	2906.836	4374.629	799.130	2083.369	3266.872	4494.532	
ala059_catala_exp2_a.mat	"i"	70776.392	70820.100	0	0	0	0	0	0	0	0	0	0	0	0	2.827	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	200.583	201.206	200.617	202.857	249.965	2560.417	3157.801	4396.939	387.039	2648.619	3343.438	4467.920	
ala059_catala_exp2_a.mat	"a"	70896.644	70980.100	18.104	11.499	7.400	-1.829	0.338	5.114	6.605	4.099	19.932	17.766	12.990	22.645	4.333	29.809	28.942	29.746	30.530	0.000	21.351	12.302	12.237	18.439	9.026	1.434	9.049	0.065	2.912	12.325	19.917	205.344	204.976	203.835	204.634	605.231	1728.138	2828.738	4200.950	766.004	1816.284	3069.169	4355.347	
ala059_catala_exp2_a.mat	"i"	75579.696	75630.100	0	0	0	0	0	0	0	0	0	0	0	0	4.692	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	207.852	207.451	207.045	205.261	243.412	2665.854	2889.298	4440.732	363.228	2589.770	3159.135	4508.279	
ala059_catala_exp2_a.mat	"a"	75660.100	75720.100	17.337	13.438	11.991	6.327	10.136	6.620	3.899	1.447	11.010	7.201	10.717	26.352	4.500	35.958	41.689	43.013	41.074	0.000	22.566	13.051	1.699	21.616	6.871	5.416	9.515	11.352	0.950	15.695	17.150	207.801	206.821	206.189	206.800	627.030	1968.022	2874.728	4417.579	622.930	2210.603	3133.713	4489.788	
