Filename	Label	seg_Start	seg_End	H1c_mean	H2c_mean	H4c_mean	A1c_mean	A2c_mean	A3c_mean	H2Kc_mean	H1H2c_mean	H2H4c_mean	H1A1c_mean	H1A2c_mean	H1A3c_mean	H42Kc_mean	H2KH5Kc_mean	CPP_mean	Energy_mean	HNR05_mean	HNR15_mean	HNR25_mean	HNR35_mean	SHR_mean	H1u_mean	H2u_mean	H4u_mean	A1u_mean	A2u_mean	A3u_mean	H2Ku_mean	H5Ku_mean	H1H2u_mean	H2H4u_mean	H1A1u_mean	H1A2u_mean	H1A3u_mean	H42Ku_mean	H2KH5Ku_mean	strF0_mean	sF0_mean	pF0_mean	shrF0_mean	oF0_mean	sF1_mean	sF2_mean	sF3_mean	sF4_mean	pF1_mean	pF2_mean	pF3_mean	pF4_mean	oF1_mean	oF2_mean	oF3_mean	oF4_mean	sB1_mean	sB2_mean	sB3_mean	sB4_mean	pB1_mean	pB2_mean	pB3_mean	pB4_mean	oB1_mean	oB2_mean	oB3_mean	oB4_mean	epoch_mean	
lrv099_english_exp2_d.mat	"ult"	12984.600	13034.600	4.778	1.392	-0.661	-8.824	-11.849	6.077	11.649	3.386	2.052	13.602	16.626	-1.299	-12.310	42.248	18.632	0.528	18.016	28.087	37.348	40.218	0.470	10.383	7.865	-3.532	7.949	-2.434	-20.786	-23.118	-30.599	2.518	11.397	2.434	12.816	31.169	19.586	7.222	216.550	213.578	225.088	219.019	0	350.788	927.152	2911.328	3693.529	663.321	2861.155	4245.669	4937.574	0	0	0	0	127.851	299.259	343.438	436.700	402.058	622.241	1849.550	1249.614	0	0	0	0	0.216	
lrv099_english_exp2_d.mat	"pen"	18054.554	18119.862	8.762	0.428	-2.307	-7.896	-14.500	-1.282	-6.533	8.334	2.734	16.658	23.262	10.044	4.227	20.275	23.091	0.902	28.930	38.315	44.709	45.677	0.349	12.261	12.770	-8.765	11.992	-7.017	-11.876	-18.087	-26.808	-0.509	21.535	0.269	19.278	24.136	9.323	8.830	252.647	253.405	256.304	254.962	0	489.347	1651.904	2980.109	3887.970	534.648	2345.062	3696.751	4423.146	0	0	0	0	273.510	146.506	98.764	169.943	231.536	948.210	381.374	534.667	0	0	0	0	0.258	
lrv099_english_exp2_d.mat	"ult"	18275.150	18363.679	9.325	-2.618	-0.015	-7.273	-13.680	0.440	-17.747	11.943	-2.603	16.598	23.005	8.885	17.732	6.810	23.456	0.655	27.339	39.630	44.339	44.657	0.140	12.530	12.003	-9.150	11.485	-11.612	-7.998	-13.795	-24.557	0.527	21.152	1.045	24.142	20.528	4.646	11.611	222.454	222.496	220.644	222.044	0	422.162	1958.595	2987.432	3970.758	458.887	2757.558	3935.407	4705.902	0	0	0	0	103.398	265.119	152.954	269.945	310.482	620.124	927.628	1619.794	0	0	0	0	0.222	
lrv099_english_exp2_d.mat	"pen"	23931.775	23991.278	7.572	5.878	1.587	-8.355	-14.449	-4.523	-19.688	1.694	4.291	15.928	22.021	12.096	21.274	8.868	20.546	0.604	18.206	33.021	39.025	41.387	0.000	13.022	8.253	-12.417	6.364	-16.790	-16.089	-18.553	-28.556	4.769	20.670	6.658	29.812	29.111	6.136	10.690	218.388	219.215	222.060	219.473	0	337.244	2010.352	2973.682	4291.185	386.926	2729.472	4265.600	5693.298	0	0	0	0	158.891	190.140	112.371	307.085	245.019	419.934	380.425	497.197	0	0	0	0	0.217	
lrv099_english_exp2_d.mat	"ult"	24163.982	24222.034	3.669	7.861	15.546	-2.267	-2.473	4.922	3.544	-4.193	-7.684	5.936	6.142	-1.253	12.002	30.288	22.460	0.515	23.563	31.016	36.532	39.399	0.000	11.880	3.957	-0.847	9.871	-4.516	-13.392	-15.090	-26.744	7.923	4.804	2.009	16.396	25.272	14.243	12.175	225.615	223.451	227.953	226.146	0	276.045	1631.732	2960.608	3953.232	754.484	1963.210	4162.480	5094.195	0	0	0	0	334.842	184.554	304.426	230.882	1573.377	922.644	666.286	2834.392	0	0	0	0	0.220	
lrv099_english_exp2_d.mat	"pen"	29528.470	29608.291	7.918	-2.916	-0.169	-7.287	-8.563	-15.468	-12.608	10.834	-2.747	15.205	16.481	23.386	12.440	15.866	21.620	0.768	23.321	31.275	37.442	42.556	0.195	11.391	11.861	-7.751	12.003	-2.271	-9.392	-14.008	-28.475	-0.471	19.612	-0.612	13.662	20.783	6.257	15.304	222.803	221.950	228.872	224.920	0	411.224	1573.682	2022.940	3497.020	466.243	1630.049	3507.776	5260.799	0	0	0	0	104.401	204.449	802.031	208.768	214.735	116.217	328.533	1931.913	0	0	0	0	0.222	
lrv099_english_exp2_d.mat	"ult"	29677.954	29736.600	9.868	13.948	4.951	-0.074	-8.349	-1.415	-4.830	-4.080	8.997	9.942	18.216	11.283	9.780	20.460	20.343	1.196	19.432	34.183	39.644	42.538	0.000	17.485	11.068	-11.401	12.924	-11.882	-13.294	-16.759	-25.290	6.416	22.470	4.560	29.367	30.779	5.358	8.830	236.910	237.704	235.555	236.875	0	299.498	2007.672	2878.749	4172.805	373.298	2463.272	3850.878	4492.533	0	0	0	0	155.874	271.283	155.682	309.485	146.897	316.741	1398.361	560.341	0	0	0	0	0.233	
lrv099_english_exp2_d.mat	"pen"	35518.898	35596.600	10.498	2.953	4.667	-6.467	-1.271	1.852	-1.161	7.546	-1.715	16.966	11.769	8.646	5.828	24.768	27.224	0.769	30.985	44.245	47.751	51.405	0.113	14.018	13.641	-5.372	11.033	1.124	-8.632	-9.308	-25.929	0.377	19.013	2.985	12.894	22.649	3.936	17.998	211.260	211.729	212.571	211.928	0	367.363	1792.287	2833.958	3886.832	1217.832	2784.951	3877.529	4314.454	0	0	0	0	126.173	76.047	269.466	314.695	545.007	823.206	496.292	601.099	0	0	0	0	0.215	
lrv099_english_exp2_d.mat	"ult"	35666.600	35772.190	6.694	2.735	2.703	-9.217	-13.608	1.011	-2.202	3.959	0.032	15.911	20.302	5.683	4.905	27.613	20.148	0.656	21.210	30.146	37.049	40.795	0.136	11.366	9.354	-7.737	7.866	-10.001	-20.224	-20.891	-29.815	2.012	17.091	3.501	21.367	31.590	13.154	9.247	228.389	228.047	232.700	230.605	0	369.646	1623.949	3397.572	4368.682	435.086	1760.624	3532.248	4819.447	0	0	0	0	162.042	219.169	340.811	587.447	328.378	902.191	611.075	956.641	0	0	0	0	0.226	
lrv099_english_exp2_d.mat	"pen"	41820.233	41890.600	5.259	5.860	8.989	-6.198	-4.925	7.763	10.989	-0.600	-3.130	11.457	10.185	-2.504	-2.000	40.251	22.332	0.578	24.049	30.461	39.502	43.323	0.000	12.258	4.974	0.179	6.692	-1.511	-19.326	-22.128	-29.262	7.285	4.794	5.566	13.769	31.584	22.307	7.278	216.262	214.599	218.400	216.900	0	272.031	1094.530	2992.289	3831.075	639.229	1442.341	3758.771	4798.299	0	0	0	0	173.099	273.571	464.447	264.910	954.714	1195.752	359.269	1114.890	0	0	0	0	0.208	
lrv099_english_exp2_d.mat	"ult"	42010.600	42057.387	2.343	7.454	4.132	1.562	-5.982	0.003	-6.983	-5.111	3.323	0.781	8.325	2.341	11.115	20.311	20.573	0.702	20.376	36.212	41.530	43.929	0.000	13.900	0.220	-13.899	13.872	-10.313	-13.565	-14.550	-27.294	13.680	14.119	0.028	24.214	27.465	0.652	14.302	294.958	298.607	287.816	293.830	0	309.141	2053.053	2932.122	4279.768	383.162	2481.700	3237.018	4340.842	0	0	0	0	31.243	165.508	149.187	196.210	505.117	856.780	937.754	129.985	0	0	0	0	0.298	
lrv099_english_exp2_d.mat	"pen"	47082.600	47111.306	9.746	3.131	0.921	-7.751	-10.989	-8.347	-18.173	6.615	2.210	17.497	20.736	18.093	19.094	7.265	21.333	0.636	17.232	34.964	40.518	43.279	0.000	13.645	10.722	-10.740	8.986	-12.277	-15.320	-18.424	-25.438	2.923	21.462	4.659	25.922	28.964	7.683	6.796	214.595	214.020	214.328	216.753	0	367.428	2093.178	2914.370	4103.041	379.596	2456.074	4126.823	5915.006	0	0	0	0	105.494	113.075	172.413	268.746	167.824	354.051	288.875	982.873	0	0	0	0	0.207	
lrv099_english_exp2_d.mat	"ult"	47250.201	47352.600	7.735	-3.600	-0.279	-7.336	-7.965	-10.052	-6.768	11.335	-3.321	15.072	15.700	17.787	6.489	20.724	21.082	0.648	20.482	32.132	35.788	38.564	0.403	10.886	11.108	-8.594	11.353	-3.638	-14.283	-14.630	-27.491	-0.222	19.702	-0.467	14.523	25.169	6.036	13.078	207.505	207.175	211.074	212.136	0	400.446	1698.843	2477.007	3488.998	442.850	1845.395	3509.670	5648.078	0	0	0	0	91.648	99.462	694.435	257.602	499.419	297.017	318.230	1403.556	0	0	0	0	0.212	
lrv099_english_exp2_d.mat	"pen"	52915.795	52950.756	6.992	-0.605	-1.883	-8.321	-15.333	1.175	4.077	7.597	1.278	15.313	22.325	5.817	-5.960	31.856	15.982	1.178	14.387	23.907	33.531	36.756	0.419	11.602	10.639	-6.056	10.634	-6.532	-18.751	-20.511	-27.779	0.963	16.695	0.969	18.134	30.353	14.456	7.222	232.213	231.111	241.638	236.021	0	423.758	1175.392	2906.437	3647.871	501.974	1723.806	3613.645	4802.171	0	0	0	0	69.345	217.724	245.174	195.793	216.120	1645.319	448.116	1425.581	0	0	0	0	0.222	
lrv099_english_exp2_d.mat	"ult"	53054.600	53170.585	12.095	-0.184	-2.185	-9.323	-9.612	-8.465	-3.998	12.279	2.001	21.419	21.708	20.561	1.813	24.235	23.551	0.849	24.636	37.639	42.405	45.890	0.000	14.284	12.046	-6.238	11.082	-2.510	-16.525	-13.952	-28.233	2.238	18.284	3.202	16.794	30.809	7.714	15.175	201.246	201.977	202.151	203.211	0	471.706	1704.943	2874.666	3949.833	486.236	1791.694	3725.242	5088.711	0	0	0	0	142.807	121.434	588.096	474.243	288.397	306.647	284.633	2161.600	0	0	0	0	0.205	
lrv099_english_exp2_d.mat	"pen"	58303.733	58356.492	7.636	11.729	12.166	5.332	-3.461	4.704	-2.786	-4.093	-0.437	2.304	11.097	2.932	14.952	25.928	22.669	0.493	16.923	31.440	39.000	40.670	0.000	15.213	6.378	-6.923	14.542	-14.091	-7.980	-20.631	-28.714	8.835	13.301	0.672	29.304	23.193	13.708	7.907	193.143	192.699	194.115	194.231	0	232.583	2346.158	3021.700	3825.849	338.870	2873.795	3870.741	4380.499	0	0	0	0	94.704	311.865	142.455	217.324	321.220	342.457	636.634	1719.491	0	0	0	0	0.189	
lrv099_english_exp2_d.mat	"ult"	58562.398	58653.993	10.119	4.180	-1.900	-10.888	-15.073	-5.699	-11.589	5.939	6.080	21.007	25.191	15.817	9.689	16.920	23.657	0.631	23.046	35.422	40.582	43.199	0.000	11.508	11.668	-1.477	11.190	-6.477	-11.391	-15.466	-28.509	-0.159	13.144	0.318	17.985	22.899	13.989	13.131	187.369	185.779	189.744	188.904	0	513.180	1798.645	2981.186	4192.123	524.963	2064.307	3439.029	4349.281	0	0	0	0	161.906	125.930	170.363	253.128	297.261	925.314	695.415	464.269	0	0	0	0	0.183	
lrv099_english_exp2_d.mat	"pen"	70164.560	70207.300	12.619	2.957	1.520	-3.082	-12.751	-4.602	-10.395	9.662	1.436	15.701	25.370	17.221	11.915	15.005	21.122	1.598	20.450	35.592	41.020	43.556	0.435	16.268	15.065	-8.450	14.959	-10.697	-13.430	-13.231	-25.399	1.203	23.515	1.309	26.965	29.698	4.782	12.315	224.717	225.001	224.480	225.467	0	422.582	1888.391	2928.812	3999.661	424.348	2431.984	3888.049	4249.953	0	0	0	0	56.317	146.542	131.702	183.510	92.543	685.378	1374.826	1156.673	0	0	0	0	0.233	
lrv099_english_exp2_d.mat	"ult"	70247.938	70354.600	9.612	3.995	4.756	-6.132	-10.475	13.403	8.490	5.618	-0.761	15.745	20.087	-3.791	-3.735	35.103	24.865	1.011	30.190	39.930	48.679	50.601	0.351	13.442	15.636	-1.208	11.755	-2.549	-10.301	-19.518	-26.613	-2.194	16.844	1.687	15.991	23.743	18.310	7.113	212.418	212.397	214.049	221.757	0	367.669	1191.792	3143.044	4050.510	702.961	3181.084	4279.466	4455.640	0	0	0	0	95.929	295.715	151.933	410.917	401.460	419.882	356.546	217.134	0	0	0	0	0.213	
lrv099_english_exp2_d.mat	"pen"	75110.600	75200.600	7.252	-0.037	13.214	-9.244	-9.389	-4.014	-3.034	7.289	-13.251	16.497	16.642	11.267	16.248	28.376	25.992	0.458	32.029	41.442	48.820	50.880	0.000	10.591	10.086	3.815	7.218	-6.572	-18.176	-20.972	-31.410	0.505	6.272	3.373	17.163	28.767	24.787	10.509	187.491	187.684	188.495	188.561	0	333.213	1643.619	2869.770	3572.436	542.211	1685.010	3486.690	5064.204	0	0	0	0	372.818	126.335	373.923	169.312	246.435	467.353	208.507	1726.229	0	0	0	0	0.187	
lrv099_english_exp2_d.mat	"ult"	75296.907	75380.600	8.961	-2.835	-0.423	-6.923	-9.856	-2.477	-12.755	11.796	-2.412	15.884	18.817	11.438	12.332	13.007	21.846	0.712	27.684	38.847	41.023	40.646	0.328	12.079	12.590	-9.271	12.454	-7.314	-6.610	-11.207	-25.762	-0.511	21.861	-0.376	19.392	18.688	1.935	15.202	239.273	239.909	234.908	238.784	0	455.883	2043.383	2858.977	3795.114	483.481	2436.118	3662.709	4365.402	0	0	0	0	93.733	216.297	224.963	199.689	250.577	413.120	530.023	690.346	0	0	0	0	0.235	
lrv099_english_exp2_d.mat	"pen"	81191.001	81242.600	6.513	-4.305	3.574	-11.934	-9.876	-2.185	2.906	10.818	-7.879	18.448	16.389	8.698	0.668	31.763	21.796	0.503	24.743	29.767	38.488	42.399	0.000	10.352	7.101	-0.553	6.856	-0.722	-20.075	-22.473	-28.857	3.251	7.653	3.495	11.074	30.427	21.920	6.589	213.298	212.412	217.995	213.937	0	379.743	1218.794	2714.211	3931.634	860.197	1367.852	3935.157	5182.890	0	0	0	0	309.482	324.318	639.737	160.311	1046.336	1311.835	192.260	1292.501	0	0	0	0	0.226	
lrv099_english_exp2_d.mat	"ult"	81394.192	81432.600	7.042	3.217	3.991	-8.968	-6.029	-5.803	-3.325	3.825	-0.774	16.010	13.071	12.845	7.316	22.992	19.398	0.524	18.973	30.309	33.832	36.623	0.000	11.969	7.942	-8.154	6.919	-4.808	-17.746	-16.555	-26.317	4.027	16.095	5.050	16.777	29.715	8.402	9.974	211.027	209.970	220.697	213.925	0	354.923	1704.959	2802.348	3846.848	803.174	2458.929	4062.627	4907.126	0	0	0	0	151.684	61.485	346.740	182.355	479.201	306.406	599.782	868.155	0	0	0	0	0.225	
lrv099_english_exp2_d.mat	"pen"	86332.399	86355.747	1.845	-4.849	-3.432	-12.086	-17.766	-3.859	-8.559	6.694	-1.417	13.932	19.612	5.704	5.126	18.435	15.070	0.703	11.196	24.748	31.527	34.576	0.262	6.780	1.893	-14.347	5.119	-14.525	-17.767	-22.831	-26.993	4.887	16.240	1.661	21.305	24.546	8.484	4.348	229.326	228.551	234.620	242.320	0	413.691	1631.634	2895.142	3714.778	422.318	2217.329	3614.333	5479.069	0	0	0	0	76.353	159.276	138.093	124.667	283.161	1654.355	577.295	1285.269	0	0	0	0	0.240	
lrv099_english_exp2_d.mat	"ult"	86491.007	86586.817	10.638	0.335	1.077	-6.370	-7.638	0.592	-7.573	10.304	-0.742	17.008	18.276	10.046	8.649	17.744	24.264	0.899	24.767	40.140	44.206	44.794	0.228	13.706	12.714	-7.684	11.881	-5.990	-6.542	-6.570	-25.317	0.991	20.398	1.824	19.696	20.248	-1.114	20.357	204.025	203.576	205.065	204.952	0	410.878	1968.869	2874.537	3771.497	403.737	2358.474	3644.138	4438.141	0	0	0	0	100.447	131.156	217.836	203.468	433.014	462.021	472.497	713.982	0	0	0	0	0.196	
lrv099_english_exp2_d.mat	"pen"	91932.853	92044.600	4.938	8.408	3.662	-3.544	-7.363	0.412	-7.388	-3.469	4.746	8.482	12.301	4.526	11.050	19.635	24.786	0.629	29.882	46.302	51.241	53.670	0.000	14.266	4.744	-12.795	10.912	-10.605	-8.597	-13.898	-27.023	9.521	17.539	3.354	24.871	22.863	1.103	13.156	286.721	286.722	285.446	286.356	0	362.511	2083.109	2940.647	3993.375	433.532	2524.873	3651.968	4287.166	0	0	0	0	110.356	250.133	138.211	185.834	328.518	555.185	771.799	521.880	0	0	0	0	0.283	
lrv099_english_exp2_d.mat	"ult"	92100.318	92264.600	0.093	8.170	3.438	-1.118	-9.649	0.888	-10.267	-8.077	4.732	1.210	9.742	-0.795	13.705	16.449	23.093	0.466	28.344	40.258	46.981	48.836	0.000	12.608	1.069	-14.304	12.585	-13.747	-12.188	-19.615	-26.716	11.538	15.374	0.023	26.355	24.796	5.311	7.138	315.930	318.532	316.185	310.043	0	335.003	2099.417	3072.988	4327.754	414.997	2630.972	3391.358	4413.237	0	0	0	0	49.944	282.098	141.533	183.768	270.963	989.936	1526.306	185.138	0	0	0	0	0.295	
lrv099_english_exp2_d.mat	"pen"	96733.023	96774.716	5.105	-3.253	-1.029	-8.846	-16.646	-15.041	-3.831	8.357	-2.223	13.950	21.751	20.146	2.801	28.018	18.855	0.683	19.009	27.424	34.084	38.755	0.365	9.329	7.501	-8.186	9.404	-8.820	-14.084	-20.549	-31.849	1.828	15.687	-0.075	18.149	23.413	12.362	11.840	221.059	218.137	227.406	222.206	0	409.501	1342.986	1877.807	3293.626	464.762	1603.318	3309.764	5378.799	0	0	0	0	103.605	440.735	347.654	416.164	202.739	310.562	898.054	1639.423	0	0	0	0	0.233	
lrv099_english_exp2_d.mat	"ult"	96906.603	96987.436	11.615	6.160	4.381	-3.365	-6.242	7.261	-5.046	5.456	1.779	14.981	17.857	4.354	9.427	22.904	22.629	1.384	19.510	36.875	41.934	44.052	0.304	16.058	13.389	-8.211	12.067	-9.483	-10.947	-14.997	-27.950	2.668	21.600	3.990	25.541	27.004	6.787	12.086	205.554	205.806	206.260	203.907	0	351.059	2161.932	3660.550	4406.373	369.514	2380.546	3557.075	4384.998	0	0	0	0	82.614	245.824	138.752	311.280	92.857	193.312	324.612	353.568	0	0	0	0	0.198	
lrv099_english_exp2_d.mat	"pen"	102424.073	102528.792	6.709	6.814	3.434	-2.553	-0.741	-5.635	-2.989	-0.105	3.379	9.261	7.449	12.344	6.424	23.444	20.610	1.015	15.990	31.630	39.722	38.780	0.050	12.419	9.640	-10.930	12.290	-8.362	-6.632	-20.168	-26.433	2.779	20.570	0.129	20.782	19.051	9.238	6.217	223.834	208.315	226.805	245.164	0	316.742	2619.421	3079.417	4042.938	375.772	2921.680	3970.341	4365.203	0	0	0	0	106.130	211.472	174.164	176.172	97.042	136.542	883.924	1583.221	0	0	0	0	0.217	
lrv099_english_exp2_d.mat	"ult"	102724.162	102828.099	9.505	-3.230	-2.390	-11.481	-12.079	-2.097	-9.912	12.735	-0.840	20.986	21.585	11.602	7.522	14.160	24.289	0.840	23.920	36.435	41.070	42.828	0.341	11.813	10.794	-6.989	9.458	-6.495	-6.761	-9.700	-24.072	1.020	17.783	2.356	18.308	18.575	2.710	15.275	228.734	226.947	230.104	229.888	0	482.417	2026.635	2996.623	4138.947	649.545	2774.700	4072.610	4539.202	0	0	0	0	199.137	251.818	199.857	254.740	985.873	837.287	704.083	1047.715	0	0	0	0	0.229	
lrv099_english_exp2_e.mat	"pen"	2065.796	2126.663	7.776	2.170	-0.544	-11.310	-12.098	-5.334	-7.774	5.606	2.714	19.086	19.875	13.110	7.230	21.148	19.629	0.471	19.625	32.274	37.852	40.220	0.000	11.830	8.151	-8.606	6.402	-8.405	-15.947	-18.571	-28.922	3.678	16.758	5.428	20.234	27.777	9.965	10.425	202.191	202.220	210.544	205.205	0	443.585	1749.158	2943.453	3818.964	425.752	1895.948	3427.994	4724.604	0	0	0	0	211.534	74.287	167.886	297.025	425.276	600.179	527.969	864.362	0	0	0	0	0.210	
lrv099_english_exp2_e.mat	"ult"	2331.177	2440.000	5.259	7.636	4.160	-5.420	-5.541	-7.231	-4.340	-2.377	3.476	10.679	10.800	12.490	8.500	24.074	20.698	0.584	13.929	30.931	38.949	40.160	0.054	12.123	6.019	-12.752	7.193	-15.209	-11.465	-22.666	-28.414	6.104	18.772	4.930	27.332	23.588	9.913	6.018	215.074	193.666	210.700	214.647	0	300.065	2575.893	3046.432	4141.948	350.102	2921.399	4158.913	4426.353	0	0	0	0	103.496	543.003	308.924	140.585	140.313	216.494	485.667	1679.099	0	0	0	0	0.209	
lrv099_english_exp2_e.mat	"pen"	8452.300	8512.300	4.179	8.038	5.238	-0.432	-5.863	14.700	19.400	-3.859	2.800	4.610	10.041	-10.521	-14.162	46.997	21.644	0.779	21.809	28.668	37.872	41.690	0.000	13.250	5.657	-3.706	12.076	-0.729	-18.640	-19.748	-27.597	7.593	9.363	1.174	13.979	31.891	16.043	8.450	227.135	224.319	231.575	227.331	0	270.311	925.500	3073.741	3807.290	897.751	3058.343	3832.252	5250.133	0	0	0	0	126.591	353.154	500.355	167.915	522.371	2506.816	360.744	1558.596	0	0	0	0	0.213	
lrv099_english_exp2_e.mat	"ult"	8652.300	8702.300	10.493	1.883	-13.194	-19.892	-16.822	-14.336	-16.693	8.610	15.076	30.384	27.315	24.828	3.499	10.705	23.694	0.592	20.508	25.938	31.891	36.550	0.000	11.520	6.807	0.029	5.424	-0.205	-13.280	-17.786	-27.398	4.713	6.778	6.097	11.725	24.800	17.815	9.556	212.726	213.751	220.762	215.213	0	721.463	1685.928	2815.693	3985.383	621.827	1911.687	4035.499	4565.553	0	0	0	0	483.948	74.109	208.290	200.090	907.944	495.546	587.297	2662.240	0	0	0	0	0.216	
lrv099_english_exp2_e.mat	"pen"	14204.757	14267.791	14.031	2.710	2.861	0.413	-9.717	-1.703	-12.556	11.321	-0.151	13.618	23.747	15.734	15.417	11.291	20.765	2.293	15.289	32.674	37.180	38.635	0.596	16.957	19.165	-5.887	19.023	-7.707	-7.741	-10.352	-23.847	-2.208	25.052	-2.066	24.664	24.697	4.465	13.518	208.151	209.390	210.697	209.637	0	402.917	1968.098	2836.201	4365.486	408.053	2364.432	3291.924	4348.969	0	0	0	0	29.861	134.527	114.122	167.435	81.568	502.313	473.756	213.561	0	0	0	0	0.203	
lrv099_english_exp2_e.mat	"ult"	14325.572	14422.300	9.627	0.525	2.668	-4.623	-9.894	-1.445	-10.673	9.102	-2.143	14.250	19.521	11.072	13.340	14.050	25.676	0.856	23.438	38.443	43.389	44.413	0.413	11.826	15.696	-3.671	15.175	-8.557	-3.474	-13.917	-24.722	-3.870	19.367	-3.349	20.384	15.300	10.246	10.905	196.783	197.101	197.691	197.650	0	426.048	2216.968	2910.407	4300.627	448.653	2765.443	3652.596	4406.602	0	0	0	0	113.580	607.847	151.226	320.549	197.470	302.580	1170.570	352.738	0	0	0	0	0.196	
lrv099_english_exp2_e.mat	"pen"	20001.680	20074.300	13.920	3.825	2.517	-0.604	-7.599	3.800	-7.027	10.095	1.309	14.524	21.519	10.120	9.543	18.468	23.305	1.676	19.597	38.137	43.145	46.188	0.528	17.000	17.760	-6.708	17.574	-5.534	-12.908	-13.174	-25.495	-0.760	24.468	-0.574	22.534	29.908	6.466	13.092	206.350	207.297	208.810	207.161	0	380.089	1926.503	3556.139	4397.716	389.015	2158.937	3493.352	4540.634	0	0	0	0	48.163	145.911	195.517	157.182	117.740	270.742	546.892	328.401	0	0	0	0	0.205	
lrv099_english_exp2_e.mat	"ult"	20153.242	20183.201	4.907	-5.520	-1.860	-10.151	-17.807	-2.967	0.423	10.428	-3.660	15.058	22.714	7.875	-2.283	31.049	18.197	0.617	11.214	20.577	30.474	33.858	0.220	8.782	7.034	-6.813	8.855	-9.169	-19.500	-22.478	-30.626	1.748	13.847	-0.072	17.951	28.282	15.665	8.117	217.951	82.583	234.571	221.334	0	409.893	1293.190	2823.914	3638.803	536.019	1758.642	3508.973	4262.433	0	0	0	0	160.355	493.347	250.245	200.002	529.046	2949.481	752.233	1032.832	0	0	0	0	0.226	
lrv099_english_exp2_e.mat	"pen"	25039.957	25114.157	5.140	9.967	11.989	-6.448	-6.960	1.819	6.124	-4.827	-2.021	11.589	12.100	3.322	5.865	33.571	22.042	0.827	25.546	31.611	40.347	43.935	0.000	12.293	7.442	-1.144	6.545	-5.349	-18.822	-20.502	-27.447	4.851	8.586	5.748	17.642	31.115	19.358	7.517	233.963	233.982	233.097	234.499	0	297.786	1378.111	2776.044	3837.755	678.030	1495.085	3906.082	5103.207	0	0	0	0	424.759	423.835	415.111	202.998	386.996	1642.306	516.571	1338.812	0	0	0	0	0.240	
lrv099_english_exp2_e.mat	"ult"	25262.300	25302.300	9.805	0.777	-13.859	-21.197	-21.085	-18.718	-19.011	9.028	14.636	31.002	30.890	28.522	5.152	9.706	17.692	0.537	16.411	21.197	27.708	32.125	0.018	10.831	5.585	-2.096	4.325	-3.908	-17.315	-19.308	-28.717	5.246	7.681	6.506	14.739	28.146	17.212	9.737	225.173	220.577	229.353	228.774	0	770.039	1674.457	2786.203	4130.161	615.297	1698.266	3792.715	5231.322	0	0	0	0	206.495	52.466	232.275	450.859	339.056	265.153	1077.215	1297.823	0	0	0	0	0.220	
lrv099_english_exp2_e.mat	"pen"	30355.858	30413.994	3.862	-1.920	0.354	-10.167	-11.370	2.411	6.208	5.782	-2.274	14.030	15.232	1.451	-5.854	38.069	21.845	0.561	20.347	29.727	39.515	43.156	0.491	8.428	8.628	-0.604	8.311	-0.856	-19.729	-23.751	-31.861	-0.199	9.231	0.117	9.284	28.157	23.147	8.298	217.046	214.672	218.142	217.931	0	378.900	1007.588	2598.025	3353.566	679.773	2551.495	4236.059	5245.602	0	0	0	0	125.088	180.769	546.531	383.592	414.733	384.394	1420.323	1301.790	0	0	0	0	0.203	
lrv099_english_exp2_e.mat	"ult"	30570.045	30620.533	5.592	9.539	4.607	0.313	-9.576	-0.903	-8.118	-3.947	4.933	5.280	15.168	6.495	12.725	19.497	20.703	0.769	17.272	32.172	38.976	42.286	0.000	13.901	5.484	-12.999	12.339	-15.407	-10.460	-19.982	-27.616	8.417	18.484	1.563	29.309	24.361	6.983	7.534	236.228	236.393	233.655	235.556	0	308.823	2158.307	2820.397	3753.462	394.989	2712.870	3643.496	4419.670	0	0	0	0	118.690	388.934	81.668	156.937	154.638	294.552	736.025	535.098	0	0	0	0	0.231	
lrv099_english_exp2_e.mat	"pen"	41422.300	41492.300	6.632	-0.984	-9.296	-19.857	-20.770	-4.404	-13.105	7.615	8.313	26.489	27.401	11.035	3.809	14.986	21.374	0.382	21.395	27.740	35.310	38.064	0.052	8.281	7.104	-3.801	3.552	-7.352	-10.691	-20.320	-28.092	1.176	10.905	4.729	15.633	18.971	16.520	8.493	216.376	215.382	221.036	218.498	0	655.315	1600.150	2969.285	3927.229	885.469	2966.325	4069.080	0	0	0	0	0	432.324	187.008	91.801	215.354	753.035	1083.456	634.965	0	0	0	0	0	0.225	
lrv099_english_exp2_e.mat	"ult"	41622.300	41660.419	4.004	-3.686	-3.793	-10.293	-12.045	-1.325	-10.885	7.690	0.107	14.298	16.050	5.329	7.093	15.917	19.078	0.977	18.599	31.403	35.752	37.167	0.431	8.692	7.116	-13.671	8.552	-8.778	-9.620	-10.201	-26.802	1.577	20.787	0.140	17.470	18.312	-3.470	17.466	249.922	246.332	252.955	251.538	0	467.935	1924.121	2918.974	3897.587	470.646	2368.946	3668.262	4457.438	0	0	0	0	39.586	78.363	116.772	283.785	314.820	523.542	724.924	830.088	0	0	0	0	0.256	
