Filename	Label	seg_Start	seg_End	H1c_mean	H2c_mean	H4c_mean	A1c_mean	A2c_mean	A3c_mean	H2Kc_mean	H1H2c_mean	H2H4c_mean	H1A1c_mean	H1A2c_mean	H1A3c_mean	H42Kc_mean	H2KH5Kc_mean	CPP_mean	Energy_mean	HNR05_mean	HNR15_mean	HNR25_mean	HNR35_mean	SHR_mean	H1u_mean	H2u_mean	H4u_mean	A1u_mean	A2u_mean	A3u_mean	H2Ku_mean	H5Ku_mean	H1H2u_mean	H2H4u_mean	H1A1u_mean	H1A2u_mean	H1A3u_mean	H42Ku_mean	H2KH5Ku_mean	strF0_mean	sF0_mean	pF0_mean	shrF0_mean	oF0_mean	sF1_mean	sF2_mean	sF3_mean	sF4_mean	pF1_mean	pF2_mean	pF3_mean	pF4_mean	oF1_mean	oF2_mean	oF3_mean	oF4_mean	sB1_mean	sB2_mean	sB3_mean	sB4_mean	pB1_mean	pB2_mean	pB3_mean	pB4_mean	oB1_mean	oB2_mean	oB3_mean	oB4_mean	epoch_mean	
lrv099_catala_exp2_c.mat	"a"	61361.100	61421.100	18.876	0.602	-10.510	-15.948	-11.683	-10.783	-10.868	18.275	11.111	34.824	30.559	29.659	0.358	2.554	26.714	1.626	37.071	42.542	44.796	46.249	0.000	19.633	4.000	8.924	9.575	3.352	-7.221	-1.164	-13.422	15.633	-4.924	10.058	16.281	26.854	10.088	12.585	202.088	202.710	202.908	202.627	0	748.986	1889.439	2892.536	4282.817	620.498	2015.396	4012.635	4980.671	0	0	0	0	334.583	58.083	312.232	357.013	609.026	438.949	798.491	1003.119	0	0	0	0	0.213	
lrv099_catala_exp2_c.mat	"i"	66545.100	66592.603	21.322	3.137	-11.316	-18.784	-19.668	-16.146	-17.298	18.185	14.453	40.105	40.989	37.468	5.982	5.188	26.157	2.427	34.003	45.764	50.144	49.837	0.000	22.172	7.061	-1.268	5.412	-10.753	-8.076	-15.484	-22.486	15.111	8.329	16.760	32.924	30.248	14.217	6.995	206.214	206.179	205.645	204.567	0	696.563	2414.594	3061.841	3997.521	375.858	2883.510	3970.992	0	0	0	0	0	160.960	256.114	174.691	152.591	363.488	265.245	170.423	0	0	0	0	0	0.204	
lrv099_catala_exp2_c.mat	"a"	66625.100	66675.100	19.158	4.445	-16.031	-19.355	-21.179	-10.225	-23.138	14.713	20.476	38.513	40.337	29.383	7.107	-3.471	25.290	1.638	36.753	44.431	46.667	47.195	0.000	19.888	7.686	5.715	6.701	-4.997	-8.678	-12.984	-19.667	12.202	1.971	13.186	24.885	28.565	18.699	6.690	211.164	211.161	209.524	211.823	0	830.283	1872.939	3105.651	4092.011	657.983	2479.013	3985.820	4493.654	0	0	0	0	160.387	118.203	152.058	326.535	597.585	1802.525	867.892	1155.145	0	0	0	0	0.216	
lrv099_catala_exp2_c.mat	"i"	71453.100	71503.100	21.879	4.167	-12.560	-18.052	-16.153	-9.715	-15.682	17.712	16.727	39.931	38.032	31.594	3.122	4.924	23.025	2.768	29.093	38.869	43.383	43.539	0.000	22.736	8.135	-2.171	6.154	-7.043	-3.004	-12.579	-20.606	14.601	10.306	16.582	29.779	25.740	10.408	8.385	204.165	203.959	204.133	203.620	0	687.968	2399.164	3085.099	3936.192	355.478	2810.719	3770.292	4680.965	0	0	0	0	316.751	202.652	101.371	202.186	301.519	429.016	748.539	1543.983	0	0	0	0	0.196	
lrv099_catala_exp2_c.mat	"a"	71533.405	71613.100	18.814	5.070	-15.667	-18.782	-14.092	-5.904	-15.019	13.744	20.737	37.596	32.906	24.718	-0.649	0.809	26.068	1.453	38.379	46.527	48.876	50.006	0.000	19.482	8.009	7.212	7.317	1.854	-4.738	-1.637	-15.828	11.473	0.797	12.165	17.628	24.220	8.849	14.784	198.820	198.047	198.285	199.412	0	812.920	1887.349	3129.187	4122.128	739.537	2219.425	3727.300	4616.522	0	0	0	0	327.092	66.736	102.345	244.266	989.737	719.338	620.050	538.519	0	0	0	0	0.198	
lrv099_catala_exp2_c.mat	"i"	75701.354	75740.922	20.289	3.813	-21.442	-25.736	-21.609	-14.485	-20.661	16.476	25.256	46.025	41.898	34.773	-0.782	-0.535	24.364	1.941	26.998	35.695	39.536	42.402	0.000	20.998	6.964	-0.104	0.125	-7.557	-6.766	-12.481	-20.126	14.034	7.068	20.873	28.555	27.764	12.377	7.918	211.505	210.665	212.879	212.533	0	817.220	2219.922	3034.543	3884.648	330.580	2645.470	3435.850	4462.154	0	0	0	0	356.275	172.179	156.707	251.560	468.714	614.464	1223.816	929.136	0	0	0	0	0.220	
lrv099_catala_exp2_c.mat	"a"	75775.100	75855.670	17.898	1.664	-14.826	-17.861	-17.095	-8.855	-13.816	16.234	16.490	35.759	34.993	26.753	-1.010	0.142	27.289	1.318	38.890	43.244	46.108	47.876	0.000	18.608	4.807	7.609	8.077	-1.052	-7.024	-5.916	-13.957	13.801	-2.802	10.530	19.659	25.631	13.524	8.217	201.516	200.801	201.826	201.647	0	783.260	1843.176	3031.538	4101.358	824.482	2227.443	3797.943	4993.064	0	0	0	0	311.655	143.326	241.330	227.859	745.465	1270.237	773.885	1004.154	0	0	0	0	0.195	
lrv099_catala_exp2_c.mat	"i"	80389.100	80439.100	11.932	14.142	19.806	11.776	0.605	6.476	2.567	-2.210	-5.664	0.156	11.328	5.456	17.239	23.973	25.963	1.475	31.549	41.847	46.296	46.436	0.000	19.901	6.639	-0.778	19.900	-10.769	-10.433	-14.629	-21.406	13.262	7.417	0.001	30.670	30.334	13.851	7.795	199.383	199.437	199.007	200.788	0	213.157	2359.689	3150.104	4067.245	355.068	2747.484	3952.557	5167.355	0	0	0	0	59.342	210.999	197.680	258.404	357.399	717.296	676.554	1914.519	0	0	0	0	0.196	
lrv099_catala_exp2_c.mat	"a"	80500.211	80549.100	12.293	14.549	23.502	11.823	-1.364	13.210	9.610	-2.256	-8.954	0.470	13.656	-0.917	13.892	31.670	24.571	1.847	32.860	38.162	43.582	44.953	0.000	20.836	7.703	4.617	20.821	-6.079	-10.829	-15.172	-22.060	13.133	3.086	0.014	26.915	31.665	19.789	6.717	209.931	209.714	208.714	210.931	0	228.884	1681.144	3109.934	4005.839	912.545	3121.054	4012.960	0	0	0	0	0	108.849	258.466	129.973	162.527	640.566	1111.126	1150.580	0	0	0	0	0	0.200	
lrv099_catala_exp2_c.mat	"i"	85131.100	85181.100	20.543	4.929	-17.102	-25.278	-21.032	-18.514	-22.398	15.614	22.031	45.821	41.576	39.057	5.297	-1.059	27.606	1.986	37.597	47.097	50.300	50.633	0.000	21.234	8.012	0.148	0.400	-8.386	-8.064	-14.593	-21.340	13.222	7.864	20.834	29.621	29.299	14.741	6.275	206.953	206.868	207.150	205.592	0	772.016	2289.790	3000.521	3936.733	347.268	2663.016	3910.381	4778.166	0	0	0	0	270.952	212.873	232.837	213.249	371.596	441.894	343.465	2799.323	0	0	0	0	0.216	
lrv099_catala_exp2_c.mat	"a"	85211.251	85291.100	18.195	1.384	-16.442	-18.988	-16.292	-10.971	-14.958	16.811	17.826	37.184	34.487	29.166	-1.484	-1.024	28.339	1.291	42.686	48.086	50.266	51.492	0.000	18.884	4.425	6.964	6.997	-0.520	-7.846	-3.770	-13.934	14.459	-2.540	11.887	19.404	26.730	10.734	10.919	201.296	201.758	202.217	201.932	0	802.518	1901.759	3007.799	4168.348	545.899	2063.410	3813.289	4934.828	0	0	0	0	311.497	81.215	200.796	407.957	703.872	693.965	1022.497	738.372	0	0	0	0	0.198	
lrv099_catala_exp2_c.mat	"i"	89599.100	89647.941	11.822	14.135	18.225	11.519	-0.289	6.013	0.828	-2.313	-4.090	0.303	12.111	5.808	17.397	26.042	24.222	1.386	31.354	41.779	45.839	47.016	0.000	19.830	6.982	-1.950	19.829	-10.272	-9.123	-16.660	-25.214	12.849	8.932	0.002	30.102	28.953	14.710	8.666	198.869	198.706	198.419	199.467	0	216.218	2187.552	3008.513	3914.617	366.828	2695.875	3511.963	4056.664	0	0	0	0	73.154	234.661	148.409	219.647	478.641	695.904	1198.642	671.235	0	0	0	0	0.200	
lrv099_catala_exp2_c.mat	"a"	89675.473	89749.100	11.398	13.237	26.347	10.929	5.242	12.795	7.019	-1.839	-13.110	0.469	6.156	-1.397	19.328	27.034	27.425	1.505	38.423	45.346	48.134	49.297	0.000	19.387	5.937	6.390	19.370	-2.359	-8.399	-8.178	-20.015	13.451	-0.453	0.018	21.746	27.786	14.568	12.043	202.211	204.080	203.568	203.724	0	219.672	1856.683	3079.890	4090.843	558.985	2009.812	3853.129	4599.860	0	0	0	0	231.668	124.047	279.560	402.179	662.552	1091.089	762.241	1173.916	0	0	0	0	0.200	
lrv099_catala_exp2_c.mat	"i"	93937.100	93997.100	19.929	4.656	-11.293	-15.854	-14.177	-14.573	-8.860	15.273	15.950	35.783	34.106	34.502	-2.433	14.628	26.340	1.957	32.820	43.084	46.900	47.197	0.000	20.805	8.764	-2.798	7.727	-9.543	-8.892	-14.320	-23.488	12.041	11.562	13.078	30.348	29.696	11.522	9.911	199.778	199.824	198.937	200.799	0	653.677	2646.293	3322.234	4185.299	401.982	2628.254	3718.523	5013.990	0	0	0	0	275.761	213.473	183.982	569.425	289.373	476.730	502.561	2831.918	0	0	0	0	0.213	
lrv099_catala_exp2_c.mat	"a"	94027.100	94097.100	18.441	4.908	-4.279	-14.887	-12.773	-5.410	-12.951	13.532	9.188	33.328	31.214	23.851	8.672	-0.820	28.956	1.496	45.359	51.132	53.667	54.170	0.000	19.276	8.731	8.240	9.702	-0.067	-3.152	-2.698	-12.131	10.545	0.490	9.574	19.343	22.428	10.938	10.474	197.948	197.059	198.138	198.591	0	704.159	1926.041	2952.678	4014.572	592.460	2250.440	3816.260	4750.097	0	0	0	0	374.679	175.722	205.148	255.731	564.778	725.790	840.683	680.164	0	0	0	0	0.197	
lrv099_catala_exp2_c.mat	"i"	97789.100	97839.100	20.871	4.761	-13.850	-16.587	-17.652	-16.181	-16.300	16.110	18.611	37.458	38.523	37.052	2.451	10.032	26.567	2.253	31.387	42.298	47.541	48.922	0.000	21.776	8.992	-5.529	7.277	-9.054	-8.108	-14.946	-26.333	12.784	14.521	14.498	30.830	29.884	9.417	11.623	201.221	201.851	201.635	203.620	0	664.547	2386.701	2974.007	3921.616	354.430	2737.692	3938.190	4081.049	0	0	0	0	218.014	231.353	188.701	179.459	229.045	314.293	623.631	2574.262	0	0	0	0	0.196	
lrv099_catala_exp2_c.mat	"a"	97889.100	97949.100	17.864	4.545	-8.079	-14.909	-15.141	-6.784	-13.417	13.319	12.624	32.773	33.005	24.648	5.338	2.007	27.470	1.378	37.463	42.301	44.535	45.250	0.000	18.632	7.996	9.652	10.415	-0.209	-5.418	-3.619	-15.424	10.637	-1.657	8.218	18.841	24.050	13.272	11.744	198.342	197.544	198.307	198.296	0	733.065	1819.494	2961.897	3966.771	678.357	2057.089	3809.873	5047.750	0	0	0	0	328.429	181.985	257.323	161.388	493.869	768.912	417.629	731.289	0	0	0	0	0.197	
lrv099_catala_exp2_c.mat	"i"	102903.100	102943.100	13.828	11.619	5.592	13.737	-4.155	33.413	35.080	2.209	6.026	0.091	17.983	-19.585	-29.488	58.174	23.989	2.379	27.122	35.897	40.073	41.855	0.000	22.391	6.440	-2.565	22.389	-1.001	-6.938	-13.121	-23.094	15.951	9.005	0.001	23.392	29.329	10.556	11.055	201.110	200.764	201.805	203.558	0	211.577	728.841	3008.806	3970.797	282.266	2739.891	3891.678	4390.562	0	0	0	0	53.521	324.682	110.840	204.258	523.578	476.159	480.156	4375.251	0	0	0	0	0.195	
lrv099_catala_exp2_c.mat	"a"	102993.100	103063.100	12.903	3.911	-9.318	-11.847	-17.038	-4.942	-11.228	8.992	13.229	24.751	29.941	17.846	1.910	8.812	26.301	0.771	35.725	41.821	45.655	46.720	0.425	14.190	6.028	11.300	12.932	-1.328	-7.098	-11.078	-20.040	8.163	-5.272	1.258	15.518	21.288	22.378	8.835	188.889	187.752	189.214	188.636	0	774.016	1786.175	3001.060	3986.953	792.987	2019.176	3634.287	4838.935	0	0	0	0	167.874	259.195	227.592	213.034	322.113	918.716	680.799	1068.974	0	0	0	0	0.197	
lrv099_catala_exp2_d.mat	"i"	2325.085	2360.000	19.033	3.196	-21.923	-28.108	-26.394	-19.024	-23.107	15.837	25.119	47.141	45.427	38.057	1.184	-1.289	24.167	1.332	28.489	37.310	41.589	42.906	0.000	19.640	5.849	-1.826	-1.888	-12.263	-9.374	-15.428	-21.818	13.791	7.675	21.528	31.903	29.014	13.601	6.890	199.001	198.791	198.734	199.819	0	801.879	2302.713	3006.206	3971.208	336.387	2662.338	3774.362	5184.047	0	0	0	0	356.078	365.275	162.491	214.494	358.057	633.563	826.366	1365.879	0	0	0	0	0.222	
lrv099_catala_exp2_d.mat	"a"	2410.000	2476.604	13.990	3.823	-11.798	-15.450	-15.682	-9.100	-19.201	10.167	15.621	29.441	29.673	23.091	7.403	0.527	26.493	0.768	37.007	42.154	45.978	47.686	0.212	14.614	6.547	10.529	10.615	0.075	-7.811	-9.173	-19.729	8.066	-3.982	3.999	14.539	22.425	19.702	11.317	188.584	187.280	189.046	188.571	0	775.681	1897.906	3124.358	4094.190	723.022	1985.455	3453.298	4711.973	0	0	0	0	125.593	60.206	145.185	704.433	275.479	510.168	538.322	368.317	0	0	0	0	0.191	
lrv099_catala_exp2_d.mat	"i"	12249.191	12283.879	21.946	5.019	-16.231	-23.333	-19.284	-15.454	-19.220	16.927	21.250	45.279	41.230	37.400	2.989	-1.242	24.549	2.847	23.372	33.909	38.253	40.430	0.000	22.711	8.471	0.119	1.757	-7.159	-6.688	-11.883	-17.978	14.240	8.351	20.954	29.870	29.399	12.003	5.527	207.121	206.893	207.519	206.497	0	741.077	2229.851	2946.976	3830.680	341.625	2526.652	3670.520	4422.092	0	0	0	0	299.486	185.677	185.194	242.584	310.347	544.511	1014.517	783.553	0	0	0	0	0.222	
lrv099_catala_exp2_d.mat	"a"	12319.558	12381.000	19.080	2.280	-4.140	-14.294	-14.056	-5.697	-10.676	16.800	6.420	33.374	33.136	24.776	6.536	-3.340	27.622	1.949	33.313	39.903	43.231	45.409	0.000	19.924	6.156	9.708	10.589	0.036	-4.498	-3.309	-7.336	13.768	-3.552	9.335	19.888	24.422	13.017	3.492	200.489	199.199	200.325	200.927	0	684.898	1826.166	2942.547	4044.374	644.769	2114.425	3758.621	4806.208	0	0	0	0	254.683	236.771	340.268	205.600	459.765	798.939	663.522	430.539	0	0	0	0	0.194	
lrv099_catala_exp2_d.mat	"i"	17827.000	17867.000	12.411	11.417	0.944	11.973	-3.584	35.373	34.068	0.994	10.473	0.439	15.995	-22.962	-33.124	56.095	24.242	2.002	26.847	36.746	40.479	41.565	0.000	21.052	6.522	-0.806	21.046	-0.548	-3.518	-12.307	-22.027	14.531	7.328	0.006	21.600	24.570	11.501	10.175	202.950	203.927	203.092	203.620	0	216.066	776.721	3052.492	4000.318	282.420	2758.013	3426.050	4042.570	0	0	0	0	62.736	369.281	87.321	157.132	561.142	706.180	1632.283	623.880	0	0	0	0	0.220	
lrv099_catala_exp2_d.mat	"a"	17917.000	17967.000	9.993	11.929	7.434	8.849	5.269	32.367	31.116	-1.936	4.495	1.144	4.724	-22.373	-23.682	52.754	24.788	1.533	37.343	42.368	45.527	46.000	0.000	19.016	7.424	8.484	18.930	8.526	-4.547	-12.119	-21.638	11.592	-1.060	0.087	10.490	23.563	20.603	9.938	214.077	213.479	212.826	214.768	0	241.863	860.532	3062.464	4049.531	846.701	2680.685	4064.052	4933.112	0	0	0	0	298.902	190.829	149.695	221.842	487.631	750.327	553.033	2328.041	0	0	0	0	0.216	
lrv099_catala_exp2_d.mat	"i"	22129.000	22189.000	13.598	16.179	17.046	13.420	0.675	4.907	3.270	-2.581	-0.867	0.178	12.923	8.692	13.776	25.892	24.780	2.478	30.082	40.484	46.217	45.862	0.000	21.822	8.478	-3.708	21.804	-11.235	-7.179	-15.726	-22.622	13.344	12.186	0.018	33.057	29.000	12.018	6.955	206.250	205.691	205.928	204.846	0	217.255	2417.130	3060.930	3956.786	341.336	2887.237	3915.830	5254.537	0	0	0	0	47.173	341.573	156.838	188.674	273.768	456.537	480.924	1968.952	0	0	0	0	0.213	
lrv099_catala_exp2_d.mat	"a"	22228.444	22318.130	11.122	15.742	28.216	9.908	4.101	17.702	2.676	-4.620	-12.474	1.214	7.022	-6.579	25.540	21.178	26.573	1.242	39.536	45.966	49.334	50.164	0.000	18.366	8.367	7.985	18.003	-4.544	-3.191	-5.491	-18.502	9.999	0.382	0.363	22.910	21.557	13.476	14.123	197.180	196.164	196.821	197.236	0	216.507	1935.179	3108.473	4101.863	630.586	1953.072	3187.330	4739.556	0	0	0	0	362.928	183.132	57.849	365.198	487.752	1602.448	330.383	296.896	0	0	0	0	0.198	
lrv099_catala_exp2_d.mat	"i"	27108.189	27156.318	20.895	3.918	-21.952	-27.317	-21.527	-13.135	-19.070	16.977	25.870	48.212	42.422	34.030	-2.882	0.507	24.809	2.047	33.262	42.222	46.593	46.270	0.000	21.565	6.886	-1.294	-1.314	-8.874	-5.169	-14.504	-19.577	14.679	8.180	22.879	30.439	26.734	13.211	4.315	206.279	206.319	206.779	205.356	0	792.973	2354.203	3142.341	3915.017	325.600	2998.602	3666.331	4855.233	0	0	0	0	285.274	213.398	92.940	181.442	394.477	595.028	854.453	2037.010	0	0	0	0	0.204	
lrv099_catala_exp2_d.mat	"a"	27191.000	27261.000	17.986	2.013	-12.954	-18.911	-20.267	-5.743	-16.568	15.973	14.967	36.897	38.253	23.728	3.614	-4.597	25.880	1.322	35.440	41.536	45.500	47.064	0.000	18.843	6.111	5.008	6.276	-5.818	-5.933	-8.677	-11.971	12.732	1.102	12.567	24.661	24.776	13.686	4.139	200.876	200.016	200.176	201.764	0	706.392	1824.681	3078.938	4099.922	652.173	2451.868	3683.641	4763.215	0	0	0	0	416.494	324.344	165.423	184.750	699.134	1692.146	1071.613	702.731	0	0	0	0	0.197	
lrv099_catala_exp2_d.mat	"i"	32185.000	32230.879	21.501	2.086	-14.341	-18.165	-19.100	-10.073	-14.698	19.415	16.427	39.666	40.601	31.574	0.356	6.432	25.977	2.541	36.566	46.705	49.227	49.187	0.000	22.389	6.209	-4.023	6.138	-8.560	-6.270	-13.262	-21.129	16.180	10.232	16.251	30.948	28.659	9.238	8.300	202.363	202.451	202.830	203.620	0	666.952	2292.623	3063.718	3914.776	339.390	2795.866	3746.286	4644.584	0	0	0	0	239.863	171.963	99.521	252.948	317.797	608.089	1124.303	2961.182	0	0	0	0	0.191	
lrv099_catala_exp2_d.mat	"a"	32275.000	32347.746	16.539	3.549	-10.081	-16.715	-18.950	-7.448	-15.940	12.990	13.630	33.255	35.490	23.987	5.858	3.735	27.554	1.007	35.098	42.786	46.812	48.070	0.000	17.337	7.171	6.557	8.442	-4.386	-7.602	-10.624	-19.674	10.166	0.614	8.894	21.722	24.939	17.181	9.454	196.826	195.763	196.318	196.726	0	713.727	1784.224	3053.844	4092.964	685.801	2384.968	3914.359	4441.093	0	0	0	0	370.793	304.294	216.519	195.329	554.695	858.317	1472.655	886.103	0	0	0	0	0.189	
lrv099_catala_exp2_d.mat	"i"	36476.255	36509.000	22.763	5.681	-15.270	-22.439	-17.885	-14.086	-17.316	17.082	20.951	45.202	40.648	36.850	2.046	3.979	24.363	3.237	30.065	40.015	43.856	43.767	0.000	23.563	9.328	-2.349	2.169	-7.754	-5.942	-13.038	-21.296	14.235	11.678	21.394	31.317	29.505	10.688	8.216	206.724	206.102	206.791	204.606	0	730.336	2388.425	3054.001	3974.392	300.900	2783.664	3363.443	4049.423	0	0	0	0	290.325	187.382	111.518	148.231	285.368	772.503	1721.856	605.213	0	0	0	0	0.206	
lrv099_catala_exp2_d.mat	"a"	36549.000	36625.175	19.027	4.579	-13.354	-17.856	-20.653	-6.535	-17.103	14.448	17.933	36.883	39.680	25.562	3.749	-0.561	25.209	1.564	36.676	44.236	47.737	48.321	0.000	19.789	8.022	4.190	7.655	-5.540	-5.668	-7.830	-16.542	11.767	3.832	12.134	25.329	25.457	12.020	9.771	199.985	199.080	199.281	200.526	0	743.567	1844.037	3052.685	4112.883	544.116	2069.962	3503.480	4587.598	0	0	0	0	379.996	194.319	81.592	273.741	793.756	2049.309	678.698	511.578	0	0	0	0	0.208	
lrv099_catala_exp2_d.mat	"i"	41767.000	41807.000	12.817	9.882	8.776	12.722	0.067	34.531	32.833	2.935	1.106	0.094	12.750	-21.715	-24.057	55.945	23.967	2.067	29.692	40.167	45.487	45.657	0.000	21.530	5.090	-3.998	21.529	3.835	-6.664	-16.073	-23.113	16.440	9.088	0.001	17.695	28.195	12.075	7.010	204.462	204.081	203.917	203.620	0	213.130	700.847	3051.570	3973.179	338.996	2926.173	3873.208	4156.931	0	0	0	0	47.478	242.382	112.163	225.374	338.190	277.347	763.987	1219.718	0	0	0	0	0.195	
lrv099_catala_exp2_d.mat	"a"	41847.000	41917.000	12.043	10.551	12.224	10.388	5.561	38.339	42.734	1.492	-1.674	1.654	6.481	-26.296	-30.510	57.724	27.213	1.491	40.707	46.328	49.748	50.545	0.000	19.324	4.482	5.329	18.416	7.866	-3.753	-6.420	-14.990	14.842	-0.848	0.908	11.457	23.077	11.749	8.758	202.516	201.713	202.527	202.237	0	199.063	724.947	3092.281	4132.958	622.605	2211.786	3259.787	4718.618	0	0	0	0	373.292	291.997	82.795	493.933	705.726	2088.833	552.142	445.384	0	0	0	0	0.197	
lrv099_catala_exp2_d.mat	"i"	45757.377	45813.655	12.632	15.066	11.715	10.630	0.611	8.688	2.279	-2.434	3.351	2.002	12.021	3.944	9.436	21.366	25.342	1.705	28.341	40.784	45.609	45.743	0.000	20.364	9.136	-7.740	19.718	-10.311	-4.063	-17.680	-19.087	11.228	16.876	0.647	30.675	24.428	9.940	0.582	199.067	198.995	198.460	200.608	0	225.249	2393.169	3102.598	3858.749	331.045	2883.193	3365.995	4808.088	0	0	0	0	92.617	339.563	83.120	231.471	238.375	530.217	843.266	648.196	0	0	0	0	0.207	
lrv099_catala_exp2_d.mat	"a"	45843.000	45913.000	9.129	11.239	19.721	7.873	-1.685	10.679	2.588	-2.109	-8.482	1.257	10.814	-1.550	17.133	20.847	24.933	0.854	41.338	48.577	51.134	51.176	0.000	17.088	5.275	0.722	16.898	-8.771	-10.204	-14.118	-18.259	11.813	4.554	0.191	25.859	27.292	14.840	4.097	198.852	198.680	197.808	199.098	0	223.279	1818.519	3132.177	4107.527	885.868	2738.560	4156.171	4589.127	0	0	0	0	215.358	227.087	101.300	142.645	1138.900	1603.598	998.798	1193.119	0	0	0	0	0.197	
lrv099_catala_exp2_d.mat	"i"	50570.680	50627.000	14.055	12.755	9.417	13.987	1.420	37.722	35.203	1.301	3.337	0.069	12.635	-23.667	-25.786	57.308	24.863	2.700	31.023	42.714	48.090	48.026	0.000	22.681	8.100	-4.935	22.680	5.361	-5.143	-14.926	-22.105	14.580	13.036	0.001	17.319	27.823	9.991	7.146	202.337	202.294	202.080	203.620	0	210.478	685.134	3105.508	4004.379	306.298	2965.017	3751.500	4635.031	0	0	0	0	38.497	242.517	91.628	170.688	264.902	385.526	1312.694	2622.415	0	0	0	0	0.211	
lrv099_catala_exp2_d.mat	"a"	50677.000	50748.125	11.891	11.146	11.426	11.588	5.234	33.181	37.524	0.745	-0.280	0.303	6.656	-21.291	-26.098	52.639	25.779	1.711	40.773	44.334	46.998	47.509	0.000	20.400	5.609	6.792	20.391	7.267	-5.409	-7.764	-15.115	14.791	-1.183	0.009	13.133	25.808	14.556	7.306	201.063	200.689	201.085	201.305	0	217.932	866.057	3072.216	4040.486	895.571	2770.938	4009.238	4554.300	0	0	0	0	256.976	398.179	160.700	173.608	991.498	1945.709	492.396	1159.331	0	0	0	0	0.194	
lrv099_catala_exp2_d.mat	"i"	56125.593	56179.000	14.137	14.590	17.916	14.016	3.833	6.985	6.209	-0.453	-3.326	0.121	10.304	7.152	11.707	28.361	26.847	2.464	36.750	45.877	50.553	50.785	0.000	22.322	6.860	-2.834	22.322	-8.143	-5.297	-15.134	-22.152	15.463	9.693	0.001	30.466	27.619	12.301	6.838	204.291	203.869	204.641	203.620	0	215.474	2427.927	3054.147	4097.948	330.069	2895.208	3533.835	4121.645	0	0	0	0	49.398	249.544	142.307	143.494	359.199	299.670	2837.088	396.318	0	0	0	0	0.204	
lrv099_catala_exp2_d.mat	"a"	56219.000	56299.000	10.813	12.742	22.427	9.851	-0.447	9.574	3.376	-1.930	-9.685	0.962	11.260	1.239	19.052	22.140	23.362	1.173	35.714	41.399	44.225	45.524	0.000	18.913	6.472	3.278	18.813	-7.233	-10.805	-10.505	-18.764	12.441	3.194	0.100	26.146	29.718	13.783	8.758	200.926	201.236	199.740	200.806	0	225.121	1822.455	3032.714	4115.449	673.728	2197.414	3946.127	4728.029	0	0	0	0	160.986	230.789	215.906	240.760	861.938	1487.609	855.114	912.248	0	0	0	0	0.210	
lrv099_catala_exp2_d.mat	"i"	60801.000	60848.881	13.592	15.299	17.832	13.447	4.223	4.880	5.541	-1.707	-2.533	0.146	9.369	8.712	12.291	25.012	22.153	2.113	28.007	38.312	43.221	44.391	0.000	21.652	7.748	-2.722	21.651	-7.057	-7.840	-13.957	-19.471	13.904	10.470	0.001	28.709	29.492	11.235	4.814	200.914	200.625	200.908	203.517	0	214.102	2361.320	3005.758	3899.388	308.109	2559.061	3233.639	4454.099	0	0	0	0	52.020	184.049	209.044	296.478	267.779	506.853	775.061	710.265	0	0	0	0	0.184	
lrv099_catala_exp2_d.mat	"a"	60881.000	60961.000	11.189	13.330	23.984	9.660	1.131	12.868	0.612	-2.141	-10.654	1.529	10.059	-1.679	23.372	18.271	24.741	1.604	40.645	44.965	47.327	47.358	0.000	19.443	7.254	5.059	19.152	-5.213	-7.069	-13.290	-17.658	12.188	2.195	0.291	24.656	26.512	18.349	5.524	208.056	209.001	208.424	208.640	0	240.796	1829.423	3083.054	4109.753	630.559	2070.504	3463.864	4598.425	0	0	0	0	348.044	259.976	126.705	244.144	638.893	2771.381	811.304	668.648	0	0	0	0	0.198	
lrv099_catala_exp2_d.mat	"i"	71381.000	71431.000	19.756	4.265	-21.332	-27.182	-20.908	-11.156	-19.328	15.490	25.598	46.937	40.663	30.912	-2.004	-1.054	24.476	1.750	33.023	42.003	46.259	46.587	0.000	20.448	7.352	-3.515	-1.627	-8.509	-4.729	-15.392	-18.275	13.096	10.867	22.075	28.956	25.176	11.877	2.571	200.732	201.155	200.830	202.426	0	753.421	2315.930	3133.379	3851.343	325.836	2852.221	3541.186	5159.666	0	0	0	0	431.445	230.536	94.447	237.843	406.207	694.662	692.996	1878.324	0	0	0	0	0.216	
lrv099_catala_exp2_d.mat	"a"	71455.455	71521.000	18.394	4.650	-13.813	-21.196	-20.036	-7.989	-21.430	13.744	18.463	39.590	38.430	26.383	7.616	-2.544	25.891	1.356	43.257	50.903	52.745	52.293	0.000	19.003	7.305	5.424	5.448	-3.505	-5.818	-3.926	-18.886	11.698	1.880	13.555	22.508	24.821	9.350	14.745	200.664	200.381	199.874	201.570	0	849.086	1953.307	3185.714	4129.210	531.459	1903.761	3337.280	4603.211	0	0	0	0	304.507	118.215	87.013	391.787	587.247	849.839	413.434	443.367	0	0	0	0	0.209	
