Filename	Label	seg_Start	seg_End	H1c_mean	H2c_mean	H4c_mean	A1c_mean	A2c_mean	A3c_mean	H1H2c_mean	H2H4c_mean	H1A1c_mean	H1A2c_mean	H1A3c_mean	CPP_mean	Energy_mean	HNR05_mean	HNR15_mean	HNR25_mean	HNR35_mean	SHR_mean	H1u_mean	H2u_mean	H4u_mean	A1u_mean	A2u_mean	A3u_mean	H1H2u_mean	H2H4u_mean	H1A1u_mean	H1A2u_mean	H1A3u_mean	strF0_mean	sF0_mean	pF0_mean	shrF0_mean	sF1_mean	sF2_mean	sF3_mean	sF4_mean	pF1_mean	pF2_mean	pF3_mean	pF4_mean	sB1_mean	sB2_mean	sB3_mean	sB4_mean	pB1_mean	pB2_mean	pB3_mean	pB4_mean	
lrv099_catala_exp2_b.mat	"a"	24863.000	24933.000	18.228	4.814	-12.206	-16.515	-15.297	-11.235	13.414	17.020	34.744	33.525	29.463	27.187	1.360	36.566	42.476	45.069	46.101	0.000	18.924	7.908	9.000	9.345	0.005	-6.598	11.016	-1.092	9.580	18.919	25.523	192.817	191.580	193.693	193.010	727.923	1774.034	2836.003	4087.868	663.641	1716.000	2734.776	4185.672	236.238	294.492	535.095	625.894	168.610	430.961	960.773	728.726	
lrv099_catala_exp2_b.mat	"i"	30177.000	30222.744	0	0	0	0	0	0	0	0	0	0	0	0	2.801	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	201.113	200.757	202.595	203.620	208.773	686.473	3028.766	3787.965	323.969	2432.304	3366.719	3978.126	33.441	209.659	206.966	284.541	308.749	452.412	511.134	674.175	
lrv099_catala_exp2_b.mat	"a"	30267.000	30330.815	0	0	0	0	0	0	0	0	0	0	0	23.790	0.990	29.985	38.421	43.142	43.633	0.206	0	0	0	0	0	0	0	0	0	0	0	188.208	185.947	188.097	187.655	713.126	1673.354	2979.581	4028.118	664.290	1676.534	3016.870	4032.357	155.766	377.705	299.780	534.007	155.128	600.586	641.062	504.785	
lrv099_catala_exp2_b.mat	"i"	34965.000	35020.777	0	0	0	0	0	0	0	0	0	0	0	0	4.251	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	210.722	210.629	210.403	211.013	222.236	717.677	2670.103	3973.074	324.047	2397.973	3113.656	3991.283	41.046	275.860	162.297	181.717	257.099	780.266	577.157	184.843	
lrv099_catala_exp2_b.mat	"a"	35051.898	35125.000	14.012	15.091	14.704	13.178	4.314	24.881	-1.079	0.387	0.834	9.698	-10.869	22.700	2.160	27.646	37.035	40.009	40.226	0.000	22.345	9.929	4.548	22.094	7.710	-2.712	12.415	5.382	0.251	14.634	25.057	206.353	205.043	206.267	207.203	206.923	792.796	1895.525	3255.058	564.244	1819.499	3281.779	4423.828	321.780	260.175	74.455	181.498	180.769	304.528	532.236	658.105	
lrv099_catala_exp2_b.mat	"i"	39591.196	39641.953	0	0	0	0	0	0	0	0	0	0	0	0	2.816	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	208.853	208.232	209.624	210.009	703.641	2190.244	3029.859	3853.331	342.788	2219.879	3101.255	3950.105	228.905	140.870	133.207	247.118	264.639	798.907	568.333	259.991	
lrv099_catala_exp2_b.mat	"a"	39664.856	39747.000	18.952	2.662	-12.192	-18.097	-16.301	-9.479	16.290	14.853	37.049	35.253	28.431	25.235	1.100	35.202	44.135	46.722	47.095	0.000	19.745	6.262	3.514	6.841	-3.572	-6.937	13.483	2.748	12.903	23.316	26.682	197.057	195.587	196.854	197.553	764.050	1897.687	3050.545	4197.555	566.366	1838.874	3051.762	4216.282	301.821	81.089	193.832	329.785	169.352	230.341	522.110	238.180	
lrv099_catala_exp2_b.mat	"i"	44763.867	44800.828	0	0	0	0	0	0	0	0	0	0	0	0	1.731	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	202.190	201.820	201.707	203.302	214.540	758.559	2132.222	3166.789	334.742	2167.626	3312.955	4155.849	60.055	343.620	148.841	194.254	332.475	599.775	622.693	699.776	
lrv099_catala_exp2_b.mat	"a"	44834.268	44887.069	11.810	13.218	8.227	11.241	-1.455	19.478	-1.408	4.991	0.569	13.265	-7.668	23.915	1.869	32.705	40.718	43.605	44.501	0.000	20.623	8.808	-0.327	20.594	2.343	-6.163	11.815	9.136	0.029	18.280	26.786	213.519	213.630	211.064	212.945	239.925	754.983	1975.394	2994.289	523.586	1865.161	2973.755	4279.260	230.454	227.151	71.135	96.895	168.759	458.252	437.605	371.282	
lrv099_catala_exp2_b.mat	"i"	49499.700	49534.859	0	0	0	0	0	0	0	0	0	0	0	0	2.413	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	201.273	200.961	201.361	203.620	211.984	2140.223	3020.325	3830.124	368.089	2129.559	3084.120	4100.529	61.130	116.150	152.198	301.277	282.714	818.029	620.824	742.019	
lrv099_catala_exp2_b.mat	"a"	49571.699	49645.379	12.521	10.294	7.052	2.802	-8.103	-1.506	2.228	3.242	9.719	20.624	14.027	22.174	0.711	29.427	38.032	41.746	42.868	0.183	17.924	6.528	2.387	17.196	-9.011	-10.958	11.396	4.141	0.728	26.935	28.882	192.792	191.955	193.075	193.186	693.814	1844.988	2932.459	4070.343	637.055	1776.888	2915.424	4087.689	158.466	171.139	238.813	219.129	172.833	534.350	997.658	305.217	
lrv099_catala_exp2_b.mat	"i"	55185.400	55244.408	0	0	0	0	0	0	0	0	0	0	0	0	1.797	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0	0	0	202.609	202.487	203.927	204.017	219.615	2179.712	3060.822	3908.865	372.283	2056.526	3112.779	3925.979	88.722	195.052	206.190	226.093	319.657	940.240	674.797	328.597	
